I/C_0h	I/C_2h	I/C_6h	I/C_12h	I/C_18h	I/C_24h
mmu-miR-449a-3p	-0.0177592533333333	-0.071012865	0.028527496	0.396903213666667	0.112550391666667	0.219334394666667
mmu-miR-450a-5p	0.472750334666667	0.477373286	0.366228891	0.813926561666666	0.554922183666667	0.682871302666666
mmu-miR-450a-1-3p	0.136293918	0.363427318	0.477853840666667	0.370858116	0.431560086333333	0.145539382666667
mmu-miR-466a-5p	-0.314747968	-0.685533425	-0.558995019666667	-0.871749635666667	-0.762839633333333	-0.251374789666667
mmu-miR-467a-5p	-0.312420306666666	-0.110825863333333	-0.348569093333334	-0.231933696333333	-0.271870113666667	-0.13904317
mmu-miR-467a-3p	0.0423904693333332	0.00917945033333319	-0.895405713666667	-0.641289327	-1.57861636566667	-1.22046468933333
mmu-miR-470-5p	0.870826518333333	0.321958274	0.188067983666667	0.688097400666667	0.598851079666667	0.350696156
mmu-miR-532-5p	1.697294619	2.26275425533333	2.33813112666667	2.2330336	3.29895211133333	3.483463117
mmu-miR-532-3p	1.50685763766667	2.06775083833333	2.086441224	2.50502765066667	2.72710968266667	3.05778878966667
mmu-miR-484	0.0214849000000002	0.270834653333333	0.107434613333333	0.634792898666666	0.124377739999999	-0.51771432
mmu-miR-541-5p	-2.44874224766667	-2.004109565	-1.12988987233333	-1.838422159	-1.73310533833333	-1.39024072933333
mmu-miR-542-5p	0.621213081333333	0.684508248	0.594381240333333	0.855021474333333	1.07326727933333	1.00036797
mmu-miR-542-3p	0.456974831666667	0.617422043333333	0.0561743329999998	0.480960975	0.724670164333333	1.00411937666667
mmu-miR-20b-5p	-0.64792212	-0.580049956666667	-0.827532023333333	-0.793080446666667	-1.08551585	-1.17164415666667
mmu-miR-20b-3p	-0.595775776	-0.0346355279999998	-0.235342911	-0.255257822	-1.21756880133333	-1.263107299
mmu-miR-503-5p	0.362710455333333	-0.149198066333334	0.198391488666667	0.139084378333333	0.389880272	0.551333881666667
mmu-miR-503-3p	0.0477969916666667	0.434857883333333	0.191897851666667	0.675463815333333	1.21571435166667	0.528975673
mmu-miR-301b-5p	0.22137668	0.212964062333334	-0.00826187766666653	-0.0551826353333332	-1.10106226366667	-1.73077462633333
mmu-miR-301b-3p	0.251019746666667	0.105595503333333	0.295703096666667	0.0746132866666661	0.224169739999999	0.687513163333334
mmu-miR-744-5p	-0.05880117	0.366982486666667	0.391680423333333	0.393635636666666	0.311646640000001	-0.065003093333333
mmu-miR-744-3p	-0.0361527310000002	0.159178167	0.0424635106666666	0.357992631333333	0.350515268666667	0.346995145666667
mmu-miR-374b-5p	-0.467265749666667	-0.169509296333333	-0.300227557666666	-0.211422224666666	-0.0573490586666659	0.746340666333333
mmu-miR-592-5p	0.30945989	0.54850078	-0.368314265666667	0.174944358333333	0.681943280666667	0.517728451666667
mmu-miR-1249-5p	0.250642342333333	-0.113891548	-0.0672226946666667	0.349994227666667	0.0984242013333334	-0.673859564
mmu-miR-1249-3p	0.345217285	0.638486977333334	0.740158446333334	0.422565689	0.149855865	-0.124413088333333
mmu-miR-671-5p	-0.0285130596666665	0.231339206	0.228763972666667	-0.285481721	-0.566494496666667	-0.607859383
mmu-miR-671-3p	-0.358497612	-0.0781250390000003	-0.165279694666667	-0.289239503	-0.485120846	-0.561896115666667
mmu-miR-1843a-5p	0.317798508666667	0.0974585726666666	0.0202663363333331	0.760870781333333	1.123408934	0.960997355
mmu-miR-1843a-3p	0.274498741333333	-0.238605459333333	-0.0867660620000001	-0.12698777	0.805941796333333	1.21695724033333
mmu-miR-3058-5p	1.23535542066667	1.415799079	1.23281082133333	0.402739772666667	0.554244946666667	0.807925928666667
mmu-miR-3058-3p	1.09830630033333	0.593692098666667	0.266855923333333	-0.748641533	-0.0660161956666667	0.246466025
mmu-miR-674-5p	0.751013816333333	0.578545253333333	0.356588037	0.882756367333333	0.0769054096666671	-0.399990723
mmu-miR-674-3p	0.474319012333334	0.443851794333333	0.395324008	0.366076848	0.178097767666667	-0.0487595406666668
mmu-miR-677-5p	-0.0650878656666667	0.718342891333333	-0.0813837996666666	0.785756487333333	1.73898458566667	1.50576231066667
mmu-miR-677-3p	0.128927021	-0.667148751333333	0.204074130666667	0.318638861333333	0.521380824333333	1.16904668766667
mmu-miR-497-5p	-0.125671435666667	0.318098715	0.284063204	1.604375893	0.352075058666667	0.841003723
mmu-miR-423-5p	-0.498393793333333	-0.281856597	0.100711553333333	-0.0466528989999997	-0.619114654666667	-0.435232575333333
mmu-miR-423-3p	-0.283845083333333	-0.0598094266666672	0.444246856666667	0.13066557	0.29469797	0.118863333333333
mmu-miR-693-3p	0.267929797	-0.352651254333333	0.421009586666667	-0.448976861666667	-0.228259102333333	-0.304202332666667
mmu-miR-146b-5p	0.0339269196666668	-0.0317628056666666	-0.0484188463333333	0.625984630666667	0.540954164333333	0.391048924
mmu-miR-146b-3p	-0.205897837333333	-0.189475018	-0.783605282333333	-0.770509010666667	-0.615461018666667	-0.401405435666667
mmu-miR-669b-5p	-0.0158804839999996	-0.0397766049999998	-0.0419033153333335	-0.309421672333333	-0.444944707666667	-0.364123471333334
mmu-miR-669b-3p	-0.270703077333333	0.419132708666667	0.00659928366666662	-0.555436738333333	-0.70480635	-0.233516544333333
mmu-miR-467b-5p	-0.370994221666667	-0.315679390333333	-0.709636812666667	-0.321810210666666	-0.893531739	-1.53937250766667
mmu-miR-669c-5p	-0.184259934333334	-0.138160145	-0.217560098666667	0.289156498333334	0.383863849333333	0.342538507666667
mmu-miR-491-5p	0.214700763	0.0344053563333334	-0.0386761993333333	-0.301526560666667	0.483604448	0.445582227666667
mmu-miR-491-3p	0.170584753666667	0.034507541	-0.470435755666667	0.205367966666667	-0.45248529	-0.610594250666667
mmu-miR-700-5p	-0.384822664333333	-0.661606258	-0.964068152666667	-0.670642173666666	-0.594273206	-0.593072281
mmu-miR-700-3p	-0.0549144253333334	-0.845461512	-0.0978206556666666	0.400266465666667	-0.207588747	-0.344384538
mmu-miR-701-5p	-0.00595115133333333	0.837239874666667	0.537514691	0.578537780666667	0.535543065666667	0.857970304
mmu-miR-702-5p	0.291029653	0.62542761	0.396473605	0.874311391	-0.108465046	-0.517401519666667
mmu-miR-500-5p	1.10425126833333	1.531808749	1.98490753433333	2.09463147733333	2.05454699333333	2.64017891933333
mmu-miR-500-3p	1.41993581766667	1.905907437	1.55583365033333	2.61970334033333	2.49900532	3.267193503
mmu-miR-501-5p	1.86772959233333	1.727617986	1.55660793466667	1.90332447466667	2.584278723	3.50439436
mmu-miR-501-3p	1.15593523633333	2.225128354	2.005770802	2.12166451733333	2.34719656166667	1.58438894366667
mmu-miR-450b-5p	0.503980350666667	0.590327791	0.65414927	0.192042763	0.908699811	0.906035628666667
mmu-miR-450b-3p	-0.156186415	0.0514227000000001	-0.108799639	0.916751044333333	0.815072743	0.760916628333333
mmu-miR-505-5p	0.0903366163333333	-0.0247143833333334	0.123975164666667	0.106329714333333	-0.378298126333333	-0.345976056
mmu-miR-505-3p	0.208100587333333	0.30601263	0.507012623	0.667968591	-0.221086771666667	0.192426795
mmu-miR-652-5p	-0.0378551853333334	-0.158972568333333	0.183773859333333	-0.195760248666667	0.083835187	-0.589001455
mmu-miR-652-3p	0.639615124333333	0.233175213	0.0984785176666666	0.256804344666667	0.513395862	-0.0474087603333331
mmu-miR-615-3p	0.00330068433333341	0.464589257	0.108098742333333	0.775435570666667	0.149165673333333	-0.410378889666667
mmu-miR-181d-5p	-0.106895013333333	-0.171179236666667	-0.114881836666667	-0.24626198	0.107950836666666	0.108176186666667
mmu-miR-181d-3p	-0.0200464070000001	0.275361472666667	-0.368138910666667	-0.3900124	-0.679359375	-0.590060538
mmu-miR-871-3p	0.929340841	0.691883636	0.553387592333333	0.958728473	0.858857165666667	0.0761944386666666
mmu-miR-879-5p	0.376204385666666	0.437406322666667	0.0966868709999999	0.0431223813333332	-0.0924623626666665	-0.0770815586666667
mmu-miR-879-3p	0.319470425333333	-0.025671421	-0.0717886596666667	0.134991178	0.167207649333333	-0.626765242666667
mmu-miR-190b-5p	0.613260519	0.228951373666667	-0.400188545333333	0.624827738666667	0.210465324333333	-0.219804615
mmu-miR-147-3p	0.102584441333333	0.598464376333334	-0.0509958139999999	-0.0766352913333333	-0.747777044666667	-0.813959785666667
mmu-miR-18b-5p	-0.677792517	-0.591735295000001	-0.533187122666667	-0.971324809999999	-1.16918074266667	-1.27786737266667
mmu-miR-18b-3p	-0.910694985	-0.310863766	-0.341041514666667	-0.945940063666666	-1.15321094133333	-1.63697464533333
mmu-miR-421-5p	-0.0812949669999998	-0.210815761333333	-0.0297678943333334	-0.058752793	0.500170275	0.149300957
mmu-miR-421-3p	-0.0524838733333333	0.0829416066666665	0.36298161	0.246976996666667	0.211940093333334	0.287401986666667
mmu-miR-466c-5p	-0.260351444333334	0.0920700366666664	0.0270142363333331	-0.107080489666667	-0.712628774	-0.855462949
mmu-miR-466g	-0.0866302170000002	0.0920165456666668	-0.472490489	-0.355991775	-1.03339825066667	-0.786605387666667
mmu-miR-467c-5p	-0.209346456666667	-0.255127399	-0.268951269666667	-0.2085351	-0.924798729333334	-1.490404078
mmu-miR-467c-3p	0.177531853666667	0.526356416666667	-0.134742221	-1.201298499	-0.510018164666667	-0.656782865
mmu-miR-467d-5p	-0.173968456666667	0.0181463729999995	0.123846581666667	0.0157036959999998	-0.0915080516666669	-0.807367657333333
mmu-miR-467d-3p	0.246593739	-0.040872552	-0.286498465333333	-0.360327901666667	-1.05984945333333	-1.03977739533333
mmu-miR-92b-3p	-0.617414834666667	-0.205547553333333	0.080153309	-0.0731351363333337	-0.767595837	-0.991227544
mmu-miR-466d-5p	-0.266375767666667	-0.140558545333333	-0.533954497666667	-1.15375389933333	-1.28616815633333	-1.30599001566667
mmu-miR-872-5p	0.306412258999999	0.361055389333333	0.583587136333334	0.788301825	0.826756662000001	0.801909412
mmu-miR-872-3p	0.298770628333333	0.597459611	0.565655890666666	1.133664973	1.33163239766667	1.17121493633333
mmu-miR-208b-3p	0.232461457333333	0.671973181	0.257572646	-0.156890576	0.461123999	0.605881977333333
mmu-miR-877-3p	0.262923368666667	0.0251103143333333	-0.343817297333333	-0.318995213333333	0.340351092333333	0.105254537333333
mmu-miR-511-3p	-0.214915139666667	-0.161542740666667	-0.490602939	-0.161320808	-0.36950854	-0.533984225
mmu-miR-582-5p	-0.371918065	-0.721434837	-0.899670304666666	-0.433157534	-1.28251719533333	-0.952001821
mmu-miR-582-3p	-0.138314928333334	-0.373135869	-0.033545191333333	-0.663408284999999	0.148233543	-0.209474200666667
mmu-miR-467e-5p	-0.166923697666667	0.135796789666667	-0.162030567	0.0117331336666666	-0.417972844666666	-0.604700541
mmu-miR-467e-3p	-0.132677899333333	-0.119578269666667	-0.915836460666667	-0.84969234	-1.150059493	-1.31540356466667
mmu-miR-466l-3p	0.0318539270000001	-0.288249946	0.0135038576666665	-0.731244609	-1.123174677	-0.793549397333333
mmu-miR-669k-5p	-0.229656563333333	-0.204037173666667	-0.142939432	-0.137616181333334	-0.460945367333333	-0.314988413666667
mmu-miR-669g	0.196727852333333	0.29823506	0.655668988	-0.139238239333333	-0.00281116100000004	0.199102999333333
mmu-miR-669d-5p	-0.0213249363333337	0.201462248	-0.168618111666667	0.181355161666667	-0.366004177666666	-0.566943836666666
mmu-miR-466i-3p	-0.232268412	-0.0172037073333329	-0.0772999423333331	-0.270478411	-1.07412386766667	-1.053789473
mmu-miR-1b-3p	0.158191819666667	0.605425797666667	-0.0369418696666668	0.169991962	0.243076917	-0.212154051666667
mmu-miR-1187	-0.239915574666667	0.211192314666667	-0.839567016	-0.443800823333333	-1.56619323966667	-1.38975605466667
mmu-miR-669f-5p	-0.0262671293333332	0.176554763333333	-0.0196709110000001	0.207306813666667	-0.461164350666667	-0.681595240333334
mmu-miR-669f-3p	-0.0671209489999998	-0.0550100463333332	-0.213298605666667	-0.274497316666667	-1.17554404266667	-1.55102211166667
mmu-miR-669h-5p	0.148088009666667	-1.094261752	0.158294241333333	0.608996818666667	-0.316277945666667	0.0291828956666667
mmu-miR-466f	-0.321332939333333	-0.189182939333333	-0.554870917	-0.172574207	-1.08011537433333	-1.336249379
mmu-miR-466k	-0.210434446333333	-0.285640017333333	-0.460759345333333	-0.54320426	-0.716446178	-1.03807451833333
mmu-miR-1190	0.0781886556666667	0.276671383	0.260621854333333	0.257470598	-0.19601834	-0.092348216
mmu-miR-1191	0.0132206359999998	0.0462709466666666	-0.129706650333333	0.0239157396666667	0.0801331856666666	-0.404700078333333
mmu-miR-669e-5p	0.0561320219999999	-0.151268942333334	-0.162147173	-0.214009677333333	-0.422604005333334	-0.171292983666667
mmu-miR-669e-3p	-0.0050570326666665	0.0924555376666665	0.0888630866666666	-0.670270943333333	-0.238033902	-0.784551369333333
mmu-miR-1198-5p	-0.204855829333333	-0.179209838333334	-0.216547290666667	-0.0336846036666666	0.729846613333334	1.00674180266667
mmu-miR-1198-3p	-0.245523253666667	0.404220414666667	0.0420659423333335	0.214393596666667	-0.412062033	-0.839287795666667
mmu-miR-1927	-0.254581399666667	-0.119663486666667	-0.284290935666667	-0.347974599666667	-0.0354480109999999	-0.270833823666667
mmu-miR-1929-5p	-0.0893721159999998	-0.056059589	-0.217628611666667	0.360534973333333	0.181100987	0.461128485
mmu-miR-1930-5p	0.173452456333333	0.415421213333333	0.350503893	0.438894439	-0.319538180666667	0.222352955666667
mmu-miR-1933-5p	-0.295860239666667	0.185450307333333	-0.218003981333333	0.0988509203333333	0.567465527	0.465040986
mmu-miR-1933-3p	-0.329801297666666	0.239489618	0.210992397333333	0.322131989	0.439507521666666	0.170512954
mmu-miR-1934-5p	0.0410280576666668	-0.00986761366666666	0.326467632	0.0633881666666665	0.536335015	0.509873348666666
mmu-miR-1934-3p	-0.485325565	0.522622539666667	0.0472960683333334	0.339103844666667	1.31277992433333	0.621035231666667
mmu-miR-1936	-0.678654535	0.233630667666667	0.230714334	1.25622329933333	-0.809977399333333	-0.667527820666667
mmu-miR-1940	0.0055940636666667	-0.780588752333333	0.305417033666667	0.267101752666667	0.715999013333333	1.005060112
mmu-miR-1943-5p	0.220729854333333	0.287728940333333	0.109300284333333	0.385909997666667	0.153828659	-0.269729846333333
mmu-miR-1945	-0.199673462333333	-0.233133226666667	-0.36853105	-0.14941774	-0.438278809	-0.208556731666667
mmu-miR-1306-5p	-0.472699637	0.447965356	-0.172221133333333	0.326137841666667	-0.285875860666667	-0.0469306133333334
mmu-miR-1306-3p	-0.246619001	0.234059098333333	-0.525826191333333	0.686600969666667	-0.236353773333333	-0.052213534
mmu-miR-1946a	0.427476425	0.321863981	-0.254355383666667	0.163212744333333	-0.757883668	-1.46715097266667
mmu-miR-1947-5p	-0.0661087896666667	-0.271776931666667	-0.291127628666667	-0.35221699	-0.0903757569999997	-0.801176597333333
mmu-miR-1949	-0.194255952333333	-0.516989927	0.217664938	0.648178153	1.17958058366667	0.986243301666667
mmu-miR-1950	-0.040768718	0.714843418333333	-0.129120546	0.247537407666667	0.0305411553333333	0.106179187666667
mmu-miR-669l-5p	0.0326409279999999	0.0187557693333333	-0.0583247960000003	0.536206643333334	-0.145084005666667	-0.561769717666667
mmu-miR-669m-3p	-0.341970867	-0.261853933333333	-0.286406252333333	-0.877954864	-0.971618217	-0.497732978333333
mmu-miR-669o-5p	-0.114447568333333	0.0282903813333334	0.110324227	0.0334783413333334	-0.565749237333334	-0.378812806666667
mmu-miR-1953	-0.351752212333333	-0.211324340666667	-0.155776953666667	0.199626772666667	-0.216806623666667	-0.335436972
mmu-miR-1955-5p	0.098712058	0.194019922666667	0.496245031333333	0.937540693666667	0.929174048	0.0265029886666667
mmu-miR-1955-3p	0.108897164666667	-0.337678371333333	0.0689018786666667	0.274604191333333	0.405763261	0.558351544666667
mmu-miR-1958	0.0487410623333333	1.13192597266667	-0.0153410913333334	0.430749034333333	0.438162082666667	-0.171192247333333
mmu-miR-1960	0.360802675333333	0.141405267666667	-0.0842931293333331	0.147834909	0.498677279	0.305850129666667
mmu-miR-1964-5p	-0.104127139333333	0.00689904966666655	0.150569507	-0.821509664666667	0.0132946506666666	-0.652787093666667
mmu-miR-1964-3p	0.00660345133333321	-0.215295884333333	0.127556812666667	-0.169496235666667	-0.280173705	-0.476735167333333
mmu-miR-1946b	-0.0746868483333333	0.0413440873333334	-0.399517489666667	-0.369009881333333	-0.971764301333333	-1.61949991766667
mmu-miR-1983	0.696530458333333	0.810817064	1.02711180366667	0.590881202666666	-0.825200904333333	-0.0107487746666666
mmu-miR-1839-5p	0.0925791530000003	0.149651618333333	-0.254810385	0.0853892850000001	0.213109418333333	0.536487755333333
mmu-miR-1839-3p	0.0375921253333334	-0.380978311666667	-0.272161143333334	0.544710632666667	-0.533027396666666	0.259531428333333
mmu-miR-1981-5p	0.261536633666667	0.593865831	0.675673340333333	0.453571551	0.639325900666667	0.399923575
mmu-miR-1981-3p	0.122095263	0.501868147	-0.162879249666667	0.482552855666667	0.473271878666667	0.298028062666666
mmu-miR-1982-3p	-0.177952139	0.889150296	0.772633001	0.395725441	0.386755012	0.411372141
mmu-miR-664-5p	-0.071324122	-0.0800066009999999	-0.115694949333333	-0.216616301	0.246251307	-0.381551211666667
mmu-miR-664-3p	0.0482649493333332	-0.0520013869999999	-0.0805325033333335	0.285499121333333	0.184189357666666	0.653517936
mmu-miR-3057-5p	0.00825484399999995	-0.544225171666667	0.152547100333333	0.18981857	-0.702819290666667	0.413872972666667
mmu-miR-3061-5p	0.230227242666667	0.408152576	0.451957445666667	0.799311367	-0.113540778666667	-0.130962413333333
mmu-miR-3061-3p	0.196625279333333	0.178447202	0.318932957333333	0.298064089	0.638427909	0.161902464666667
mmu-miR-3062-5p	0.424642979666667	0.420286888333333	0.48793973	0.141932866666667	0.446099455	-0.305770234666667
mmu-miR-3066-5p	-0.127176448333333	-0.407624349333334	0.197053965666666	-0.0478263926666667	-0.309604120666667	-0.590403432666667
mmu-miR-3066-3p	0.186606259	-0.000870009000000079	-0.176865663	-0.370050701	-0.204972496333333	-0.258673268333333
mmu-miR-3068-5p	0.361393437333333	0.189561965333333	0.444296019666667	0.0262784293333335	-0.220497589333333	0.277638103
mmu-miR-3068-3p	0.050967486666667	0.406888834333333	0.237959082666666	-0.0640799176666667	-0.0945821926666666	-0.528100543333333
mmu-miR-3069-5p	0.149044726333333	1.27352499733333	1.30689951766667	1.082732919	0.765692252333333	-0.408574956
mmu-miR-3069-3p	-0.469767621333333	0.132588808	0.039692972	0.469071095	0.454394420666667	0.0654542646666667
mmu-miR-3074-5p	-0.206251403333333	-0.381960142	-0.316224115333333	0.168010597	-0.0753493979999999	-0.558112319333333
mmu-miR-3074-1-3p	-0.246829272333334	-0.0662211136666665	-0.454144695666667	-0.598696058666667	-0.554960149333333	-0.972393629666667
mmu-miR-3075-5p	0.276072142666667	-0.316532769333333	0.151214335666667	-0.125174722333333	0.581173893	0.472238835
mmu-miR-3076-5p	-0.309172995333333	0.0363258486666667	0.157947031333333	0.492074719333333	0.135799141	-0.0708471206666666
mmu-miR-3076-3p	0.0266167063333332	0.741356170666667	0.172955097333334	0.215099389333333	-0.225490925	-0.370411049333333
mmu-miR-3082-3p	0.442978393333334	0.581941751333333	-0.113423669666666	0.610871631666667	0.564792577666667	-0.0720106623333334
mmu-miR-3084-5p	0.121994841	0.516774680666667	0.672923441	0.587422263666667	0.721575801	0.502900817333333
mmu-miR-3084-3p	-0.0799515093333334	-0.203035696666667	0.0369005406666666	-0.757102246666667	0.0252414026666666	0.293630411666667
mmu-miR-466m-3p	-0.51031387	0.145734706	-0.406931085333334	-0.372399485333333	-0.533872466	-0.757927959
mmu-miR-466o-3p	-0.0214266333333334	0.303134865	0.309491049333333	-0.665467059	-0.643587034666667	-0.451868285333333
mmu-miR-669p-3p	-0.235661527333334	0.282089435333333	-0.193943934333333	-0.196975324333333	-1.321995907	-1.247392859
mmu-miR-466n-3p	-0.193752040000001	-0.238396592	-0.494901421666667	-0.16558472	-0.948266564	-1.03630816233333
mmu-miR-3091-3p	-0.750517459666666	0.540176981	-0.817756590333333	-0.107047779	-2.20258860233333	-3.702029073
mmu-miR-3098-5p	0.031577871666667	0.353703423	0.291486751	0.514507662666667	-0.179533181333333	-0.575734074
mmu-miR-3101-5p	0.0160959553333334	-0.197976465666667	0.400066188666667	0.350043858666667	0.304102496333333	-0.188097979333333
mmu-miR-3103-3p	-0.0437549686666666	-0.196228591666667	0.058847419	-0.142603799333333	-0.355250896333333	-0.375330845666667
mmu-miR-3110-5p	0.394701483	0.895603088	0.0804843896666666	1.21363960266667	0.0563149673333333	0.776135838333333
mmu-miR-3112-5p	-0.614813885333333	0.150877698333333	0.335115915666667	-0.119452086666667	-0.17459892	0.0717371586666667
mmu-miR-3112-3p	0.232995478333333	0.332414801	-0.0519850553333335	0.410444682	-0.0125750603333334	-0.655257101333333
mmu-miR-1843b-5p	-0.104778508333333	-0.627759763666666	-0.819463463	-0.299131146	0.260640645	0.163875346333333
mmu-miR-5104	-0.0123963503333333	0.123880158333333	0.060510448	-0.104569018333333	0.397217604	0.782832581
mmu-miR-5114	-0.106816571333333	0.738637653333333	-0.517867993333333	-0.103592622666667	-0.225895513666667	0.608244756333333
mmu-miR-5121	0.14887867	-0.263238383	-0.387001028	-0.221554104333333	0.697936639333333	0.965780426
mmu-miR-3473d	-0.0378725589999999	0.0439436796666669	0.642346400333333	0.32153435	0.296993591	-0.475114772666667
mmu-miR-5123	-0.284404183666667	0.353169702	0.549455999	1.137928236	0.66825717	0.342881181333333
mmu-miR-5128	-0.167883979333333	0.510756627333333	0.535985704	0.224797838666666	0.463039417	0.470886581666666
mmu-miR-5129-3p	-0.264335992666667	-0.489052001666667	0.095901463	0.473923713	0.200545873666667	0.691846527333333
mmu-miR-5615-5p	-0.107442140666667	0.776000130333333	0.0689999263333333	0.805446973333333	0.0141725663333333	0.333570224666667
mmu-miR-5622-5p	-0.0645712463333333	0.475053625666667	0.505386659	0.79255801	-0.096256864	-0.00939165066666673
mmu-miR-5624-3p	0.112075881	1.07063840966667	0.415137917	0.0531630750000001	-0.235244378666667	0.145417667666667
mmu-miR-5627-3p	0.153934922333333	0.136849100666667	-0.0651876113333333	0.0846894766666666	-0.0774490626666667	-0.301191732333333
mmu-miR-6240	-0.446183104333333	-0.603097900666667	-0.0369321559999998	1.02408365733333	0.485383248333333	0.767150046333333
mmu-let-7j	-0.727800615333333	-0.498697923	0.183619609333333	0.00911483766666699	-0.396562674333333	0.369341029666667
mmu-miR-6399	-0.250656008666667	0.158532385666667	0.472752190333334	-0.0988026623333334	-0.391297152	-0.820069531666667
mmu-miR-6537-3p	0.414279361666667	1.21443952733333	0.492342964666667	0.889510567333333	1.05628691366667	0.925920445333333
mmu-miR-6911-3p	0.0202119330000001	0.359087934	0.346797034333333	0.139162493333333	-0.00954466866666659	0.226238287
mmu-miR-6913-3p	-0.0271907513333333	0.504632229666667	0.631520762	0.823636753666667	0.266558208666667	0.160425753666667
mmu-miR-6918-5p	0.0645732533333334	0.145491957666667	0.388093132	-0.640704977333333	-0.225667607666667	-0.142324858
mmu-miR-6932-5p	-0.165897717	0.0321422563333333	0.280032487	0.238085917	0.0271960719999999	-0.01627176
mmu-miR-6936-3p	0.429237366	0.557880402666667	-0.132891640666667	0.265161907666667	0.729659417666667	-0.193950246
mmu-miR-6937-3p	-0.131911801	-0.258807553666667	-0.286275984	-0.443720101333333	-0.310069197	-0.426075499666667
mmu-miR-6944-3p	-0.423217108333333	0.50126013	-0.0609629456666666	-0.611134818333333	-0.085770143	0.227535512
mmu-miR-6948-3p	0.196359034	0.288381825	-0.0808760816666669	1.354265174	-8.78363333332762e-05	-0.266423212
mmu-miR-6960-5p	0.0798384520000001	0.836319585	0.0563430883333333	0.543434457333334	0.160445228666667	-0.0258468213333333
mmu-miR-6974-5p	-0.483001966	0.405273387666667	-0.294658882	-0.615363215	-0.910366211333333	-1.45069744933333
mmu-miR-6988-3p	-0.111424112666667	-0.0544808	0.198409330666667	-0.717363065333333	0.558879701333333	0.228325765666667
mmu-miR-6989-3p	0.168130494333333	-0.202173594666667	0.075434822	1.192549839	0.514277105666667	0.168958477333333
mmu-miR-6990-5p	0.0661284426666667	-0.420897646	-0.0806182	-0.244112278666667	0.0990324010000001	0.0580270653333333
mmu-miR-6992-5p	0.00981939233333332	0.142757946666667	0.478841128666667	0.0535610203333333	0.231080017333334	-0.596033801333333
mmu-miR-6992-3p	0.0586386356666666	0.00814259499999996	0.495090798666667	0.568064051333333	0.606625665666667	0.377834061
mmu-miR-6996-5p	0.403506683666667	0.86252275	0.431409659	0.715754645666667	0.107836576	-0.203887281333333
mmu-miR-6997-3p	-0.166474051	0.139535737333333	0.445149656666667	-0.0188455063333333	-0.133189247666667	0.891646373
mmu-miR-7012-5p	0.272009287333333	0.0666170373333333	0.385500816	-0.319372056666667	0.286176232666667	-0.258223517666667
mmu-miR-7015-3p	0.297238271333333	-0.0504717149999999	-0.28661077	0.468767295	-0.199676885666667	-0.0505564956666666
mmu-miR-7019-3p	0.171504976	-0.162653921	-0.404473283666667	-0.561048417	-0.450695658333333	-0.17146787
mmu-miR-7054-5p	-0.416791928	-0.155587500666667	0.0640598316666667	-0.055863712	-0.627253643666667	0.348890477666667
mmu-miR-7059-5p	-0.289603438	-0.165486832333333	0.154401888666667	0.358531519666667	0.0357305483333333	0.638094980666667
mmu-miR-7064-5p	-0.0833273866666667	0.341466662	0.568199866666667	0.539544065	0.550635847666667	-0.0299728773333333
mmu-miR-7068-3p	0.288469873666667	-0.124133614	0.32299525	0.335962618333333	0.214973486333333	0.185994575333333
mmu-miR-7081-3p	0.0460233610000001	-0.730302425666667	-0.603730004	-0.202717107666667	-0.815025238666667	-0.0620317600000001
mmu-miR-7082-3p	0.302714950666667	0.269529896666667	0.343209806333333	0.535866634333333	-0.0814036499999999	-0.431347039
mmu-miR-7089-5p	0.249219874333333	0.656901465	0.481965125666667	-0.304959103666667	-0.0981457476666667	-0.150792813
mmu-miR-7091-5p	0.216826669333333	-0.467524358	-0.0848310496666667	0.410054900333334	0.0692692623333333	0.27828875
mmu-miR-7116-3p	0.177414948333333	0.315693098333333	0.794596729	0.400983838	-0.455644370666667	-0.110463105
mmu-miR-7237-3p	0.188473841333334	-0.0402762616666667	0.00220513066666676	0.0201778383333334	-0.429222071	0.171853015333333
mmu-miR-7650-5p	-0.0176912029999999	-0.290584466	-0.30896831	-0.548863785	-0.373737433666667	-0.946694704333333
mmu-miR-7651-5p	-0.141997275	0.438284366	-0.0646923043333334	0.979898843666667	0.0931004953333332	-0.404455104
mmu-miR-219b-3p	0.543132836666667	-0.0274914773333334	-0.516544305	-0.252494125333333	-0.198976872	-0.164243184333333
mmu-miR-7036b-5p	0.443412797333333	-0.149469397666667	-0.326420231333333	0.347743302333333	0.112721286666667	0.324391662
mmu-miR-7653-3p	0.013533615	-0.114873308	0.160240871666667	0.094350283	0.422005956333333	0.373169545333333
mmu-miR-7655-5p	0.0322362773333333	0.885727496	0.307689030333333	0.484190296333333	-0.124189868666667	-1.259173351
mmu-miR-7661-3p	-0.165222719	-0.135201807	-0.259198238	0.119559479333333	0.174169618333333	-0.632470891333333
mmu-miR-7667-5p	-0.237555955333333	0.400382059666667	-0.114511678	0.699613117666667	0.273063965333333	-0.25840552
mmu-miR-7667-3p	0.0321419696666666	0.0411970643333333	-0.313265730333333	0.616774237	0.0343098126666665	0.135206975666667
mmu-miR-7668-5p	0.372503613333333	-0.109847454666667	-0.0431739579999999	0.848901679666667	0.286888102333333	0.731787466666667
mmu-miR-7670-3p	0.142885399	0.695875614	0.668704385	-0.054620137	0.0330174433333332	0.233541320666667
