I/C_0h	I/C_2h	I/C_6h	I/C_12h	I/C_18h	I/C_24h
mmu-miR-106a-3p	-0.921806152	-0.828428861	-0.943102452	-0.555957572	-1.53817203566667	-1.35231432
mmu-miR-106b-5p	0.0981570466666663	0.0312707999999997	-0.23303209	0.616304327	0.591050043333334	0.671142316666667
mmu-miR-106b-3p	0.245066972333333	0.239393879666666	0.276503044	0.183233923333333	1.04732723433333	0.785973243999999
mmu-miR-130b-5p	-0.361894496666666	-0.491428300000001	-0.44255863	-0.332338429999999	-0.73705711	-0.650719257
mmu-miR-130b-3p	-0.121582713333333	-0.0501343133333337	-0.149021663333334	-0.10364178	-0.364457633333334	-0.59355757
mmu-miR-19b-2-5p	-0.661944607333333	-1.166569172	-1.112156724	-1.59926765533333	-2.25262460366667	-2.29493880433333
mmu-miR-19b-3p	-0.398749116666667	-0.921607523333333	1.02127913666667	0.294275756666667	-0.990694606666666	0.0731406966666661
mmu-miR-30c-5p	-0.247909136666666	0.0237452296666666	-0.14026317	-0.02173235	0.0971482933333334	0.50803833
mmu-miR-30c-1-3p	-0.314355627	-0.191859753333333	0.0791608519999996	0.0293896326666664	0.072523049	0.0785734426666661
mmu-miR-30d-5p	-0.179545072666667	-0.228773239666667	0.0198951983333335	0.340373546	0.0738073133333335	0.460739453
mmu-miR-30d-3p	0.126963116	0.171052977	0.0411376866666663	0.0496692050000001	0.187240539333334	0.137298226666667
mmu-miR-148a-3p	-0.0209119816666667	0.214263697	0.035906383	0.254453469	0.170737345	0.256148552333333
mmu-miR-192-5p	0.286135266666667	0.11975477	-0.0567371599999997	0.0953323133333329	0.415960276666667	0.155304653333333
mmu-miR-200a-5p	-1.26016422866667	-1.26765890933333	-1.29095183466667	-1.715065154	-0.852181322	-0.767263499333333
mmu-miR-200a-3p	-0.976488198	-1.14657022166667	-1.233893959	-0.743392354	-0.579837311666667	-0.753623951333333
mmu-let-7b-3p	-0.245241692	-0.00270307433333331	-0.658606614666667	-0.0275157116666668	-0.699031263000001	-0.912652618333333
mmu-let-7c-5p	0.309522649666667	0.159766845666667	0.450468116666667	0.463364232	1.10570279533333	0.636979448666667
mmu-let-7f-5p	-0.350650273333334	-0.302525596666666	-0.43891211	-0.30506983	-0.317635536666667	-0.375147116666667
mmu-let-7f-1-3p	-0.464716765	-0.515180075333333	-1.15929287533333	-0.998700194666667	-1.27029462966667	-1.63906749333333
mmu-let-7f-2-3p	-0.298502236333333	0.260267577	-0.410085712666667	-0.355188671	-0.292075322	-0.0661991456666667
mmu-miR-15a-5p	0.135123913333333	0.125135236666666	0.212749446666666	0.607001643333333	0.425366586666667	0.451822529999999
mmu-miR-15a-3p	0.311009251	0.0967215400000002	-0.175045499666667	0.277647373333333	0.177517865333333	0.223977663
mmu-miR-16-5p	0.144232166666666	-0.0865253466666651	0.31666837	0.430129489999999	0.198478756666668	0.276110459999999
mmu-miR-16-1-3p	0.0879706243333334	-0.186464501333333	-0.251966057	-0.98621047	0.366089335666667	0.291585329333333
mmu-miR-16-2-3p	-0.0368219666666668	-0.0326576730000004	-0.0158813840000001	-0.157782718333334	0.175595085333333	0.140320208
mmu-miR-18a-5p	0.2302576	0.0815060466666668	0.0405556266666665	0.0383612800000002	-0.639550583333332	-0.573013263333333
mmu-miR-18a-3p	0.0247861006666668	-0.169733545666667	0.0302167663333336	-0.194511373	-0.281015833666666	-0.626079803666666
mmu-miR-20a-5p	0.0415206333333333	0.121408033333333	-0.0580640266666664	-0.157983143333333	-0.638164939999999	-0.818301203333334
mmu-miR-20a-3p	-0.217935267666667	-0.175238356666667	-0.320627856666667	-0.527816339333333	-0.795229282333333	-1.66859064366667
mmu-miR-21a-5p	-0.81494339	-0.81319522	-0.88580518	-0.50924242	-0.211592786666666	0.397964393333334
mmu-miR-21a-3p	-0.714928289333332	-0.630683500999999	-0.240779747666666	-0.657659724666667	0.236793238333335	-0.167204367666667
mmu-miR-22-5p	0.171793955	0.445968122	-0.103071846	0.711736655	1.570100778	1.781236774
mmu-miR-22-3p	0.121610130000001	-0.0196291633333328	0.418470706666666	0.585712013333334	1.09334258	1.6174017
mmu-miR-23a-5p	-0.136354505666667	-0.50457517	-0.592871519333333	-1.11409046833333	-2.07466297866667	-2.01499685133333
mmu-miR-23a-3p	-0.325815996666667	-0.143843646666667	-0.0659984833333329	-0.048515026666666	-0.752655206666666	-0.449590473333333
mmu-miR-24-2-5p	-0.2999784	0.0717453733333328	0.00709282999999949	-0.354802281666667	-0.804954178333334	-1.23777637233333
mmu-miR-26a-5p	-0.196523343333334	-0.00409697666666631	0.242673056666667	0.434468076666667	0.912935606666668	1.20367943
mmu-miR-26b-5p	0.443676623333334	0.33581439	0.368300786666667	0.61452821	0.661984996666667	0.686292856666666
mmu-miR-26b-3p	0.333003192666667	0.604785980666666	0.711796419333333	0.743188403333333	0.517178469	0.162534322333333
mmu-miR-29a-5p	-0.108777515333333	0.123083660333333	0.421393209666667	0.570245138333333	0.140503585	0.537647271666667
mmu-miR-29a-3p	-0.095387276666667	-0.18768036	-0.376253593333333	0.00717850333333322	-0.0807141433333326	0.36027729
mmu-miR-29c-5p	-0.0586916516666666	0.371850814	-0.333073736666667	0.650302145666667	0.705809159333333	0.988670709
mmu-miR-29c-3p	0.334485529666667	0.450523239666667	0.695769494333333	1.08847601166667	1.30941402666667	1.71401173066667
mmu-miR-27a-5p	-0.418882123333333	-0.835861836666666	-1.10337686566667	-2.14370942733333	-1.91891738866667	-1.87293416866667
mmu-miR-92a-2-5p	-1.01624434433333	-0.645110238666667	-0.917932704	-0.0695724623333333	-1.74308296633333	-1.3087625
mmu-miR-92a-3p	-0.14024347	-0.266141583333334	-0.362388356666667	-0.357636833333333	0.0684480400000004	-0.413873933333333
mmu-miR-93-5p	0.107958783333334	0.0966867533333329	0.0973565533333331	0.24256895	0.498668696666667	0.70957249
mmu-miR-93-3p	0.0437429406666664	-0.0544674459999997	0.120264556666667	0.569777577	0.621357889666667	0.670853411
mmu-miR-34a-5p	-0.345008684333334	-0.416107558	-0.921863555666667	-0.975933865666667	-0.970629656666666	-0.897962954333333
mmu-miR-34a-3p	-0.12347839	-0.721530448	-1.68947010466667	-0.666278234	-1.93889624066667	-2.08810244766667
mmu-miR-98-5p	-0.114209976666667	-0.155637266666666	-0.311067226666666	-0.27005551	0.0682906466666662	0.299738636666667
mmu-miR-98-3p	-0.478503837	-0.227063006	0.371926604	-0.172466429666666	-1.03428875166667	-0.788914049
mmu-miR-103-3p	0.22492539	0.376204953333333	0.335933246666667	0.350378963333333	0.364230046666667	0.637799576666667
mmu-miR-322-5p	0.0917141406666667	0.147040072666667	0.772278171666667	0.556814390666667	0.253543350666667	0.932223679666667
mmu-miR-322-3p	0.336662763666667	0.102502504666667	0.275623812	0.573743425	0.518259569333334	0.766128157666666
mmu-miR-324-5p	0.175488412666667	0.157148215	-0.193262404333333	-0.0829309346666666	-0.171018854	0.0731170926666668
mmu-miR-326-3p	0.453613475666667	0.821376155666667	0.419457166	0.582815593333333	0.54718517	0.547469478
mmu-miR-328-5p	0.211463636666667	0.617716936666667	0.228230567666667	0.651639813	0.624769133333333	0.554364864
mmu-miR-328-3p	-0.0446294053333336	0.165970302	0.153807268333333	0.357740337333334	0.581294782	0.868855583666667
mmu-miR-330-5p	0.164524064333334	0.528919477666667	0.699130170333333	0.0306183556666667	0.156094078333333	0.469210422666666
mmu-miR-330-3p	0.162045741666667	0.659413582666667	0.730026998333333	0.455122088	-0.100645173333333	0.313729289333333
mmu-miR-331-5p	0.000848697666666768	0.454113957333333	0.306825987666667	-0.531877701333333	0.309186116666667	-0.476273647666667
mmu-miR-331-3p	0.0807247403333333	0.386288722333333	-0.099288896	0.640324839	-1.22229185166667	-1.18992348266667
mmu-miR-148b-5p	0.200317979	0.202214214333334	0.254892031	0.489942161666666	0.0369125519999998	-0.070743473333333
mmu-miR-148b-3p	0.238632966666666	0.277883196666667	0.52615697	0.11588656	0.34522468	0.136432543333333
mmu-miR-338-3p	0.212475665	0.299425865	0.454953989	0.356959982333333	0.520644818333333	0.764140416
mmu-miR-339-5p	-0.110466243	0.280868497333334	-0.231107598333333	-0.0224799936666669	-0.513938594333333	-0.55395263
mmu-miR-339-3p	-0.223508992333333	0.514520678333333	0.14901162	0.283311456	-0.331679067666667	-1.87750131666667
mmu-miR-340-5p	0.0984122599999999	0.136120583333333	0.0125369133333339	0.139020483333333	0.369626553333333	0.5257753
mmu-miR-340-3p	-0.0481334730000003	0.261735309666666	0.353541992666667	0.828748285333333	0.041426345333333	0.209788998666666
mmu-miR-342-5p	-0.179560107666667	-0.450763157	0.129618799666667	0.803589532666667	0.380400883	0.288040432666667
mmu-miR-342-3p	0.101542047333333	0.510156773333333	0.312984284666666	0.875175254333334	1.20743756066667	1.27958827466667
mmu-miR-345-5p	0.544282742	0.584704456	-0.202550144333333	-0.150897580333333	0.0312906533333335	-0.0657062076666669
mmu-miR-345-3p	0.743716068666667	0.982814564666667	0.721954743666667	0.508340722666667	0.174144005666667	0.201007084333334
mmu-miR-350-3p	-0.310947913	0.125657011333333	-0.560333627	-0.0306343826666664	0.375213827	1.34591422066667
mmu-miR-351-5p	0.328462888	0.417431693333333	1.02632232866667	0.626082206666667	0.81455449	0.99229704
mmu-miR-351-3p	0.174814414	0.639229439333333	0.448746827	0.935755800666667	0.543053966333333	0.277037480666667
mmu-miR-101b-3p	0.321794947666667	-0.0891776593333333	-0.755615992	-0.0266709373333334	-0.513040418666667	-0.0203724943333334
mmu-miR-107-3p	0.563241819333334	0.601671056666667	0.331009378333334	0.441589648333333	0.330193451	0.416841716333333
mmu-miR-10a-5p	2.05310677666667	1.87293593666667	2.39272323333333	1.63077876666667	1.27753008	1.36369926333333
mmu-miR-10a-3p	2.13649506833333	1.73756421566667	1.33827898033333	1.10413628566667	1.24143081633333	1.23709545666667
mmu-miR-17-5p	0.442453090333333	-0.291630271	-0.358926836666667	-0.463112156	-1.03175302766667	-0.555183935666667
mmu-miR-17-3p	-0.155373171666667	-0.129768205666667	-0.0528808746666668	-0.135282967	-0.343381687666667	-0.742634941333334
mmu-miR-19a-5p	-0.160642729333333	0.022074039	-0.111115035666667	-0.607840912	-1.163086107	-1.057075993
mmu-miR-19a-3p	-0.328640285999999	-0.995250809333333	1.16322719766667	0.322132681999999	-1.062514093	0.183130827
mmu-miR-25-5p	-0.451790689666667	-0.0803737956666666	-0.104869697666667	0.484492931333333	0.201480470333333	-0.138576885666667
mmu-miR-25-3p	0.0463025833333332	-0.0613426433333336	-0.0187137100000007	0.156357116666666	0.584906676666667	0.653850206666666
mmu-miR-28a-5p	1.02097663866667	0.814034651	1.17104443933333	1.57759296366667	1.401640335	1.43758079133333
mmu-miR-28a-3p	1.33186141133333	1.33453792466667	1.43838082133333	1.334068152	2.32187147166667	2.47520607533333
mmu-miR-32-5p	-0.134373713666667	-0.146378972333333	-0.608835103333334	-0.756935186	-0.524135469333333	-0.182426279333334
mmu-miR-32-3p	0.0321551533333334	-0.477802718	-0.707617875666667	-0.471642426	-0.92203703	-0.894516452666667
mmu-miR-100-5p	-0.745867874666667	-0.794867793666667	-0.499147512	-0.233069571666667	-0.198890171333333	-1.19721593833333
mmu-miR-139-5p	0.034338698666667	0.0166938266666659	-0.407982255333333	-0.404443221666667	-0.498292870999999	-0.546034394000001
mmu-miR-139-3p	-0.564331051666667	-0.102372342666667	-0.609999736666667	-0.547735216	-0.825584964666667	-1.14462797633333
mmu-miR-200c-3p	0.327421870666667	0.507820993333333	0.150777226333333	-0.0373507600000001	-0.208276141666667	-0.129971712
mmu-miR-210-5p	0.2924947	1.28835678233333	1.79063076266667	1.07136383566667	-0.656639401666667	-2.78115365566667
mmu-miR-210-3p	0.375643735000001	0.788976049333333	0.831578809	0.901431773333333	0.725598614666666	-0.0353171873333332
mmu-miR-212-5p	-0.989669744	-0.532060271666667	-0.149652516	-0.0762127419999999	-0.371697355666667	-1.606081066
mmu-miR-212-3p	-0.441059627666667	-0.716317599666667	-0.185995513333333	-0.102602985666667	-0.423759727	-0.870201681666667
mmu-miR-181a-1-3p	-0.079089433333334	-0.449354780000001	-0.453738826666666	-1.04618429333333	-0.5460304	-0.613736880000001
mmu-miR-219a-1-3p	0.0296073383333333	-0.0639960639999998	-0.673625303	-0.556101224	-0.593400243333333	-0.850740892333333
mmu-miR-223-3p	-0.0162002653333332	1.018072848	0.40834734	0.909179449333333	0.998380371333333	2.063278297
mmu-miR-320-3p	-0.411274196333334	-0.403802187	-0.746392565333334	-0.800893412	-0.991138798666667	-0.967192468666667
mmu-miR-26a-2-3p	-0.280829537333333	-0.763220786	-0.491873325333333	0.266171822	0.472396743666666	1.302988048
mmu-miR-33-5p	-0.339904299	-0.147257732666667	-0.307361013666666	0.214255374333333	-0.255613743666667	0.047355767
mmu-miR-33-3p	-0.260900608	-0.0844742870000001	-0.343588653333333	0.598712352333333	-0.0802725720000002	1.01189402866667
mmu-miR-211-5p	-0.567696842333333	-0.866023922333333	-1.18304322966667	-1.30854224933333	-1.266429068	-0.721524658666667
mmu-miR-221-5p	-1.39925668133333	-1.65224434333333	0.179335594333333	-0.549264812666667	-1.82271362766667	-2.263102129
mmu-miR-221-3p	-0.913185143666666	-1.011583782	-1.18079971033333	-1.18221756233333	-1.30291683366667	-0.940648507666667
mmu-miR-222-5p	-0.447694195333333	-0.313780682	-0.570434820666667	0.298833405	-0.448037190333333	-0.608405264333333
mmu-miR-222-3p	-0.0755508046666669	-0.357848415333333	-0.427270129666667	-1.35442151633333	0.0980096663333332	-0.348675069666667
mmu-miR-29b-2-5p	0.1150927	0.140465973333333	0.327240512	0.516045785666667	0.381330793666667	1.26465306233333
mmu-miR-199b-5p	1.61274372166667	1.43013639766667	1.39329688333333	0.596545356	0.520005091	1.23156563933333
mmu-miR-19b-1-5p	-0.22181809	-0.478789129	-0.958787069333334	-1.460420991	-2.37563473966667	-2.058820106
mmu-miR-92a-1-5p	-0.365629516666667	-0.595488873333333	-0.99902736	-1.57213271333333	-2.50625522666667	-3.294623602
mmu-miR-181b-5p	0.0108440500000005	-0.187544789999999	-0.12477404	-0.33520977	-0.092238303333333	-0.159013636666666
mmu-miR-181c-5p	-0.330515533333333	-0.303476726666667	-0.426107763333334	-0.130439523333334	0.291278636666667	0.504232246666666
mmu-miR-181c-3p	-0.0697419799999999	-0.108406043333333	-0.103757953333333	-0.16827798	0.11703437	-0.104986696666666
mmu-miR-128-2-5p	1.61823082233333	2.292638783	1.15676617133333	1.20861923	0.946861965	-0.00488936266666669
mmu-miR-7a-5p	-0.564594482666667	-0.342980307666667	-0.0418557646666669	-0.819132553666667	-1.31734800733333	-1.68949079133333
mmu-miR-7a-1-3p	-0.367196869	0.00522301566666676	-0.334877553333333	-0.512313591666667	-0.781514439666667	-0.611788621333333
mmu-miR-7a-2-3p	0.811178377	0.538369436333333	0.043877834	-0.105549630666667	-1.05352814466667	-0.835118994666667
mmu-miR-361-5p	0.0991836910000004	0.414490856	0.466117688666667	0.658642993333334	0.797194136666667	0.861150311
mmu-miR-361-3p	-0.321932823333333	0.0658221770000003	0.506916275333333	0.392476286666667	0.0871373600000001	0.548422056333333
mmu-miR-362-5p	1.24734896533333	2.30299076266667	2.189138318	2.71294311233333	2.36809239533333	2.04190389033333
mmu-miR-362-3p	1.52947006833333	1.79792803266667	1.71085639366667	2.169401353	2.54916637933333	3.464452818
mmu-miR-363-5p	-0.744517853	-0.383666206333333	-0.478877254666667	-0.797996467	-1.15144884333333	-1.29464997166667
mmu-miR-363-3p	-0.66830839	-0.50646918	-0.610986593333333	-0.352931046666666	-0.735790406666666	-1.04867442
mmu-miR-375-3p	-0.557441248333333	-0.923317482666667	-0.312658882	-0.724834737333333	0.361784942333333	-0.68346921
mmu-miR-378a-5p	-0.222466284666667	0.0930104530000004	-0.440168200666667	-0.352616614333333	-0.139733028666667	-0.480602709666667
mmu-miR-381-3p	-1.22725367633333	-0.954948957	-1.01244130066667	-0.0624991806666667	-0.532788738333333	-0.920031836333333
mmu-miR-335-5p	0.0199866386666666	-1.11845572866667	0.661509812	-0.0437882143333333	-0.686640407	0.086489219
mmu-miR-335-3p	-0.638358032666667	-0.181423525	-0.338121766666667	0.566250195333333	-0.188977191333333	-0.386966454333333
mmu-miR-181b-2-3p	0.243643446	-0.236157684333333	-0.661821816666667	0.766410013666667	1.031902571	0.995317693
mmu-miR-409-3p	-0.657339876666667	-1.14393939066667	-0.929836011	-0.212144847666667	-1.22755757233333	-0.720133177333333
mmu-miR-410-3p	-1.63409176566667	-1.62109690133333	-1.78986317433333	-1.210369274	-0.928545955333333	-1.50185267433333
mmu-miR-411-5p	-2.15186603066667	-1.79598586033333	-1.482287958	-2.37691231333333	-1.85540831533333	-1.70040742666667
mmu-miR-425-5p	-0.0503611366666673	-0.262570076666667	-0.37936654	0.159978723333333	0.327100993333334	0.637357616666666
mmu-miR-425-3p	0.554310425	0.265127061333333	-0.0486656666666665	0.128127374333333	0.139216117	-0.057023454
mmu-miR-434-5p	-0.920263751333333	-0.775739261333333	-0.834768261666667	-1.187501309	-0.419833621333333	-0.811074793333333
mmu-miR-434-3p	-1.233711686	-0.773660559	-0.759992920666667	-0.299712944666667	-0.317489757666667	-0.784618069666667
mmu-miR-429-3p	-1.09750002666667	-0.992957389333333	-1.35789040366667	-0.681513738	-0.909645891	-0.808093008
mmu-miR-449a-5p	-0.227262903333334	0.111327253333333	0.0614344026666667	0.0159747173333334	0.535680515666667	0.676977879333334
