Protein	Ratio_0	Ratio_2	Ratio_6	Ratio_12	Ratio_18	Ratio_24
Cotl1	0.682040959899596	0.517401051156935	0.0800267370746693	-1.95006781790222	1.20415928683132	-0.362749472891605
Adh5	-0.713340044075692	-0.736645627398647	-0.494390823508789	0.284072947575841	-2.03403429186777	-0.130282310534307
Smu1	-0.565084063036539	-0.167362851612991	-0.629928266129099	-0.801148244797813	0.918982919051175	-0.627128707175258
Lap3	0.17670913738605	0.247805407866686	0.292343470671615	-1.61707609146365	0.978211178474772	-0.90646291594992
Trp53i11	-0.718860216202913	0.0779171787355579	-0.0500141167206719	0.50606577360586	-0.239776229364775	0.0260623180153866
Rfc3	-1.20053233734022	-0.697720834657243	-0.734252748278651	-1.07143776891318	1.14608104788018	0.550029432608434
Csk	0.151877423785053	-0.109257069690691	-0.155018787923308	1.14632336224449	-1.21709384602692	-0.0809396399546986
Rrp12	-0.579471290686851	-2.59982176980474	-0.208081416552073	-4.20721803032181	-1.2151634668629	0.256911353402826
Eif5	-0.237325380977245	-0.222350449328763	0.0330717113856629	2.90284651412844	-0.656152581895452	-1.10581557621072
Atad1	-0.154573561448158	0.839674250528745	-0.0356842448206501	0.51644399004162	1.96366413724392	0.614839831113314
Gpr56	0.11250716811529	1.78985667110059	0.447148028835244	-1.30017992251373	-1.17118716947704	-4.83012369172733
Son	-0.754390303775799	0.165454616291147	-0.387670417263431	-1.42157881157939	0.482116347945235	0.14428700446192
Psmb8	1.02620973221011	0.35848074412203	-0.732598266054813	1.22431641458741	-0.73857040516219	-0.964152649577433
Eif3m	-0.600187546891283	-0.42478501488251	-0.394879128574779	1.71856284129491	-4.99622110019706	0.855097996521554
Lta4h	0.660356552229674	-1.46462580426563	-0.0520731989076181	-1.03435451227542	-1.19314480420466	0.848686824070787
Mst4	-0.589892738509961	-0.2594770250779	0.388588376909275	-0.670806276717875	-1.04738739968392	-1.06603030111989
Srsf10	-0.926093215915051	0.636988985225195	-0.829492518259328	-0.0410224473698942	0.00861438094416596	2.99682551141538
Stk4	0.812620255802447	0.698416538132407	-0.0964119010608974	1.82411768556592	0.013090169909385	1.40675678322115
Msh2	-0.737402383722493	0.909664812371082	-0.596387114692134	-0.696989795546881	-0.593977112398107	0.589988810321164
Pik3ap1	-0.886993522714185	2.74607946667182	-0.3574596664805	0.0229013812580732	-3.46676212711953	1.67578721046914
Srsf9	-0.519366724968998	0.278665785891857	-0.336860549694601	-3.40416563434692	0.455776090984456	-2.79392442399004
Tmsb4x	0.629108832010845	-0.161907119828387	0.686083303361539	1.85911899914106	2.48061659493733	0.610367766453635
Skiv2l2	-0.480188672439477	0.971963956075463	-0.281586939671225	2.14984788397834	0.741611435149506	-1.5930144565233
Rrbp1	0.934511053802487	1.6287220579856	-0.526582980926009	-2.82064131620064	0.516078649303765	-0.366016716619933
Lrrc47	-0.416399911615091	0.191372692845139	-0.248490326584514	-0.144055817377724	1.54115615873254	-0.282884053275193
Skp1	-0.456155296864447	-0.0408664013110075	-0.670257842049974	-2.42718411976631	-2.40604453507931	0.91659716257681
Hmgn5	-1.73587558470335	0.414285257678859	0.386416368657721	-0.121290197075439	-3.07488570410498	-1.35622667615639
Snrpb2	-0.452754320171576	-0.59404498139656	-0.330885912454898	-3.88429901099217	1.45922209693296	-1.30984702526137
Rnh1	-0.721385204313739	-0.361887206831665	-0.738941424234959	-1.06198364959988	0.460478278481891	1.81740482725187
Xrn2	1.26160644520562	0.537339075666479	-0.0919755002539896	-0.608293637947881	0.837178130987746	0.692866520434475
Grpel1	-1.73873840697271	0.345780338497936	0.979798167679988	-0.718567131735109	0.459830294906829	-1.19155080490062
Actr1a	-0.728234949928018	2.08240108299219	-0.505580662069134	-2.72557423570319	-1.16470458728935	-0.430921293594417
Actr1b	-0.728234949928018	2.08240108299219	-0.505580662069134	-2.72557423570319	-1.16470458728935	-0.430921293594417
Phip	1.11071176232607	-0.336480784373155	0.170912513605327	-6.80475121819493	3.47384131562987	1.31116389419918
Arhgef1	1.16776237153532	0.246718903960748	-0.101646775073233	-0.0632952339329129	1.25207497508166	-0.546567771651668
Mapre1	0.313016097987383	0.583365382231802	0.674182308252695	-0.409858110106452	-1.06130597606824	0.225647727344534
Rfc5	-0.127920529196856	0.219793886863183	-0.055268414178844	-0.271490740535436	1.04642879602549	-0.509095402929182
Lypla1	1.68074757632193	2.57577090125549	2.16392424452659	-3.28086842011321	-0.747314012625567	-2.43129895230253
Foxp1	-0.17634087174065	-0.496343623178206	0.227527314032497	-0.833730825555804	-0.497630449356373	0.55831074194179
Pfdn2	1.56091564140055	1.13469446825851	0.346816675191848	0.311404583138263	0.379514195945463	-0.568767462378152
Hells	-1.00843486468094	0.611645456463227	-1.49502331421372	-2.31345448017844	-0.537928612248038	-0.312622871230141
Psmd7	-0.107031518980275	0.144922000385829	-0.0701235597509857	-2.29581755844543	1.0520090857084	0.368986131163853
Sumo1	-0.762058633121995	-0.0961503557396697	1.37961199584386	-1.84565168347825	0.779009851520523	-0.436526483834555
Rpf2	-0.829303041574284	0.0317963340157235	-1.06066248572755	-0.00341472974778867	-1.53668199349431	-1.8566900519242
Stat5a	-1.16933578637865	1.06448102594607	-0.0783635418341474	-0.776903038621948	1.14621544120429	0.610234957770349
Stat5b	-1.16933578637865	1.06448102594607	-0.0783635418341474	-0.776903038621948	1.14621544120429	0.610234957770349
Sap18	0.183529947976695	0.177367790547727	0.315164429366681	-0.540529973629	2.17382410683659	0.0460170497759466
Erap1	-1.32475214948809	-0.202345288276916	-0.286167738732605	0.513285441029005	-1.65749658511449	-0.549004399129859
Myo1c	-1.92591448435538	-0.576362202351206	-0.00137965788375283	-0.0350951682526214	-0.367562366520626	0.786295487789211
Kpna3	-0.870846643861749	-0.027052332307191	-1.89048002113053	-1.60797080232683	1.11787253737024	-0.441027709351273
Ncapd2	-0.411182605085366	0.742096264578647	-0.587556870850734	-1.07135560546802	0.929507662641924	-1.10605557835911
Acin1	-0.293365509253511	-0.454583836028705	0.379026823316424	1.30703853968564	1.13028469221154	0.0700820691853661
Gng5	1.00600635108411	1.65519731766391	-0.667654670223843	-3.38958089262369	2.06694397777849	-0.246729933416258
Ndufa10	-0.0573171345887058	-0.0282926168214092	-0.624945863120095	-3.77119537297293	-0.287659831230475	0.534450938479395
Eif5b	-0.566833529403393	-0.201416171177716	-0.616068770434148	-2.73849921457272	0.5225272768789	-1.13315480155468
Wdr43	-0.205750883334915	0.326170012575747	-2.29842592748032	-2.4572166170871	0.239797943653317	-0.807509310547973
Srp68	-0.27233697334827	0.0942220873671769	-0.01411382335398	0.85460946526431	0.0831993941237078	-1.39801177689362
Msh6	-0.503172474915288	0.193962527794319	-0.0782104811277768	-0.00962172790628557	-1.50122818826671	1.45114846889813
Dcps	0.805636169879883	0.221280377428088	-0.3019350286129	-0.296296074548474	1.26328124659358	-0.976600626206139
Tapbp	-0.84335266018702	-0.149416963283537	-0.702552594296489	-0.621606941132227	0.3095095534981	0.744242811329923
Psmd12	-0.182045806323911	0.341625003127376	-0.00473139498411139	-1.41042095168415	0.390500100220375	-0.85859676229113
Itgb1	-0.202155136230219	0.521294849421722	-0.465987082218643	0.297631417021534	0.524532011308615	-0.758190556374011
Prep	3.29097330335502	-0.173297538349492	0.202937718620274	1.82048953155306	4.47946998137694	-0.357422014541994
Eif3j2	0.175579109563616	0.526489672454874	0.354840391786269	-2.26120368372453	-2.49342075137545	-3.19266293147905
Eif3j1	0.175579109563616	0.526489672454874	0.354840391786269	-2.26120368372453	-2.49342075137545	-3.19266293147905
Csde1	-0.874929647429396	-0.0252825823349543	0.425996115158991	-2.78015719288534	0.153218519932889	1.01765645883048
Psmb4	1.82835082851882	1.70740550374558	0.680852219784086	0.691180422896853	0.12188698062693	0.544057711896852
Polr2h	0.731258219831923	-0.0256275304327822	0.61360619775847	-1.77499732289271	2.63060129107973	-1.28761337540321
Sod2	0.799810521373557	-1.78102944652343	0.725180038336119	2.78381652976033	0.423207032717584	0.0929591291821605
Rrm2	0.130398752011917	1.80424752020446	-0.258642216982429	-0.519874518383073	-1.55199236827918	-1.67617021129273
Arcn1	-0.276146280592455	0.605926848258267	-0.867322025048833	1.34259939540106	0.33957983705447	0.522323132118238
Tpp2	-0.512260985358661	0.38165463732957	-0.360929210176918	0.831741698459785	-3.781286746952	-0.193174517963114
Snw1	-1.64549107555511	-1.22906175980298	-0.503381437994136	-0.544169916348321	-1.49120495759439	0.0465760197904922
Tars	-0.953978856629555	-2.65833770706555	1.09654206385216	0.0909575319828129	3.21906963854931	1.93306322625975
Ide	-0.803846696530659	2.06084011083044	0.0874254002668853	3.17576743692745	-3.25799685694961	-0.126756676984498
Atxn10	0.0488634212889346	0.310725929677742	0.373634723066173	-0.990061250517706	-0.316683300602904	1.01616059954805
Ezr	-0.244220696077596	1.17015602468342	-0.183309217597438	-1.33729747070309	-4.00730746586213	-1.77110506290378
Rhog	-0.208964649274154	1.08675762727526	-0.654762148452224	1.21887846741091	-2.24573131856715	-0.0466501238160498
Marcksl1	0.431909701815979	0.596418889970351	-0.740133716155006	-1.37655625207904	2.83420276771933	2.64951061213354
Rab1A	1.43515021970122	1.01009777010482	-0.172052019502953	2.351506295859	1.97960293069774	-0.995559370000452
Mars	-0.29062512280712	1.27215532807873	1.22814218528032	1.38548964374689	-1.0747784514355	0.921731726143845
Iap	-0.792462317116179	0.273872977620619	0.358558172770823	-1.96048111098332	2.58153001182408	2.22941476088846
Rps27l	-0.370467655396228	1.26667494520972	-0.210636173988348	2.83527364647033	0.505124054605021	0.821750076283251
Hat1	0.268267054102263	0.221062823815744	0.268441470991769	-0.0210173923959882	-1.53802236407148	-0.563228849764088
Tomm22	-1.19805231530265	-1.52511980561823	0.596114863397923	0.310474713094943	-2.71944978398392	0.0443714111267249
Hnrnph2	-1.45055211837459	-0.154491936154934	0.321567429148091	-1.38137434617983	-1.35573177206912	0.943414944960784
Chmp4b	-0.129560944608058	-0.741464512709767	-0.394752961142061	-1.39884796797314	0.163484012248929	-0.0457912909685104
Acad9	-0.183632348517232	0.494341553966539	-0.361115983137854	0.969338795747008	-1.79383473351073	-0.0775202708740507
Tceb2	-0.719651085937742	-0.20195829457427	0.0747480793485066	-1.20691388002121	-1.23026739603569	-0.196633612383553
Manf	-0.298882405978893	-1.97574042735912	0.686541367368767	-0.154101274129899	-1.15134236002573	-0.582756321339739
Ppid	-2.12142002526015	-0.813238057072657	-0.150288064813777	0.935357729713598	-5.16150870047819	-0.215773606255939
Psap	0.696498042841279	-1.54597157184723	-0.412876663101124	-0.571093691910123	0.0249625606801131	-0.270797434086747
Magohb	-1.47028002453955	-1.17057314999805	0.981163530434149	-1.96574661469937	-2.03499555242703	-0.87471167915974
Magoh	-1.47028002453955	-1.17057314999805	0.981163530434149	-1.96574661469937	-2.03499555242703	-0.87471167915974
Ddx19a	0.136494953198911	-0.096448425857495	0.0729077397331389	-1.1160889753257	-0.324187166890008	1.05432912646436
Psmb6	-0.559646527068976	2.23610957337977	-2.51886272997474	-2.20468092792228	-2.8242643552465	0.324800411622835
Nhp2	-0.696106258345341	-0.737754642657671	-0.190595020336182	-2.54587137245425	1.09099186266777	-1.44468265768362
Rab5c	-0.33360058011994	-0.65200233825563	0.0504122027715646	-0.315218279215274	-0.298243867810785	0.00889255065444772
Tuba4a	1.73356190723777	-0.407445129900562	-0.0921555220403712	1.81274005284318	0.320580717638166	-1.19889583703875
Srrm1	0.0158508638765535	1.53174092247895	-0.569607447575084	-2.40060939948541	1.51783221115016	0.825626091806535
Gtpbp4	-1.78210140053899	-0.253321199975687	-0.293340487969038	0.226187283970908	-0.127982250805797	0.0707013218093593
Banf1	-0.846344768137451	-0.422825490483597	0.476604706235482	0.868074527715959	-2.42827435301812	-1.03400555135667
Pnn	-1.03570660454733	2.23294322659398	-0.50337242037155	-0.344271391270161	0.151422058926712	0.618783930920374
Pycr2	-0.133912421611365	0.981616848571422	-0.00470097797773169	-0.108061522584618	1.23978743888257	0.480989600622735
Ppm1g	-0.459333733405193	0.410127213460666	-0.0488590851731653	-0.0197033167476152	0.126791957168538	1.38616434963021
Pfas	0.970281046052416	1.24769610402465	-0.588016406360602	0.747626787696036	0.741386118352191	-1.03237995381453
Pax5	0.1429906890172	-0.88246381317226	0.0507782149039642	0.804979011919771	0.107100917987053	-0.00757425302202049
Upf1	-0.313375692584344	-0.296410298372246	0.705140977703948	-0.140623733535708	1.74692719127164	0.387889806988476
Farsb	-0.825986677088984	0.137506833182645	0.828515322296328	0.0466264887783539	-1.42230083231131	-0.162418454013512
Pdcd6ip	-0.0165450451560218	-0.430842127167544	-0.346209127389329	0.20633821286921	-2.12220090929214	1.22623461908007
Vamp8	-0.891943272527422	-0.400140699089349	-0.999824836388383	0.184046230318719	-2.33815171646718	-0.284594466880709
Dynll1	1.74502662890604	1.58789473659553	-0.266090730454222	-0.82143828949947	3.50223332297178	5.28492295285837
Ubtf	-0.390619127867817	0.117611385703484	0.100182234613378	0.999926513132789	2.10310186824079	-0.429528783414585
Pdha1	0.897660427618931	1.28502079506522	0.178660044320837	1.85557350745323	1.48304667719355	1.23272418478158
Cmpk1	-2.42351297925214	-0.442233551592096	-0.399658323977306	-0.29774376813195	1.35670873161182	0.502514486263681
Ndufs2	-0.929856768153344	1.17449070783748	-0.0823181484419653	-0.905944641918019	-0.312291192426436	0.228735334197372
Ndufv1	-1.04779799059859	0.135348140039069	-1.40922867830936	1.37075177017685	-1.97189877564925	-0.251073074365059
Rac3	-0.11775918804037	0.7491178464047	-0.53296026109491	-1.4930332174231	-0.969796441690924	0.936989272081523
Rac1	-0.11775918804037	0.7491178464047	-0.53296026109491	-1.4930332174231	-0.969796441690924	0.936989272081523
Nsfl1c	0.289157389164282	-0.144837069264385	-0.216655441288831	1.15190630208126	-2.13986897911281	-0.800131163012728
Eif4h	-0.435770153962049	0.814565337777031	-0.267976463926926	-0.71976201730751	-1.31510182491008	-2.03377004065843
Chchd2	-0.391130666184977	-0.396802153606824	0.30728803806327	1.78104859348591	0.65716428299851	-1.37726291906533
Dstn	0.608354185327334	-0.0978573852785575	0.26769280032342	-0.762089765724911	0.787326512855818	0.87766963737834
Psmd1	-0.0783955384614874	-0.0867531764336474	-0.697238802509183	0.700764623556163	-2.65737006215224	-0.174003334159957
Pes1	-0.266877440565059	-0.881640136865574	-0.35787791701145	-0.946346482530417	-0.54380814580124	-1.96924157971938
Mzb1	-0.260387807495708	-1.8396387584651	-0.0615774036814258	0.553492772019426	-0.708675429647121	-1.82803168129301
Celf2	-0.758224918487735	1.15900342624898	0.354548212741941	2.01358279735249	-0.844983961779932	-0.107722642786964
Tcof1	-0.522805965209724	1.06552648967107	-0.22974304520023	-1.4578038637431	-3.83085360851926	1.94326868076491
Sf3b5	-0.657015689209529	-0.283930743780269	-0.0732736901399876	-1.11820797163199	1.03875779409667	1.05864983633885
Hsd17b10	-0.623689624800717	-0.46374426045049	0.148684095400988	-0.165973895329534	-0.215071210849901	-1.64658289488569
Ppil1	-0.635749190965705	-0.441352660665139	0.422668269811278	-1.032651443484	-1.22557580154653	-0.303074456602207
Dnaja1	1.7911971834148	1.07308265393882	-0.158674051045439	3.96664137187719	3.27547808187077	-0.524505577401731
Timm13	-0.469809118580375	1.06626600446793	0.118465198738472	2.29514598607585	-1.17833938906571	-0.647885133542235
Ubap2l	1.8501712829456	0.803402475983679	0.125887597001854	1.29471300265021	0.489798420029351	-0.583955266893081
41893	-0.686525200764285	0.0322795502409801	-0.0304859136629313	1.36264017850091	-4.73309661051952	-1.32867568308226
Hcfc1	-1.7607325562553	-0.166794375058053	-0.0453764010637829	0.57020247997412	-0.271021336376904	-0.931174631419785
Rpa2	0.208895147297274	-0.221419150405737	0.471157249807526	2.41641397256184	-1.40264870441613	-0.53415077289481
Atp6v1a	-1.20491422072798	0.178466699383988	0.491722264871681	-0.508567501113243	-1.40747568661823	0.3785843622066
Me2	-0.723255519698546	-1.0323274706702	-0.00245401574916748	1.77239687144639	-1.00552808335624	0.384411298198731
Mapk1	-0.618462510853549	0.682753198704617	0.428575949559268	1.0903016416622	-1.63285904682575	-0.33343316620236
Hmox2	0.0697556615730903	-0.276914383710404	-0.809264937508741	2.18402302399804	0.0240583565676988	-0.115933024516329
Lamp1	-0.328994825214356	0.407937971130373	-0.309942693024132	-1.43227548569134	-0.787987569762125	-1.77936945546131
Fkbp1a	0.3544689410371	1.16409102029429	-0.267532121017864	-1.39720827823784	-0.462051439803885	-0.886419176064
Sh3bgrl3	1.10452800469386	1.12643861836036	-0.0536019918060185	-4.03381329620074	2.57738878798071	-0.826525150624295
Psip1	-0.0586596683353277	-0.158164001002315	-0.79574884103405	-0.913999457919724	0.121568545813367	0.587334682999456
Rbm25	-0.587041561963185	-0.377638517690669	0.0312424692790619	-0.761947014307267	1.63818856307754	0.28305643828887
Lman2	-0.360325717658368	-0.560476118436748	0.22185273167138	-2.04783183617876	-0.77520286571697	-0.408704329887531
Timm8a1	-0.932380141841646	-0.684762343428459	-1.53757477552064	-0.587174075393757	-2.66527628144934	-0.534627660883039
Ndufb11	0.447724719038954	0.482994132515823	-0.494894407884379	-3.00764012912366	1.814769855687	-0.29852847203347
Dlst	-1.87116426730442	-0.540352744683236	-0.487704890731767	1.41571842692108	0.375412015336806	0.483235993214203
Vapa	-1.13730923776962	-0.0249843016804737	1.3989718550121	-0.521820894737716	-0.344748443431674	-0.257517024812918
Rfc2	0.0163700373910706	-0.467001977658695	0.245642677147796	-1.86154568355781	-1.67414031579966	0.378325715061248
Rtn4	0.478446488062009	-2.20043548142065	0.00396657836467125	0.0690529215707922	0.92679863439132	-0.255739341454368
Psmb3	-1.33885452304	-1.44926147386815	0.0895309853128499	-1.13131563759538	-1.79129588690414	-0.0421301838721397
Fen1	0.439463721000019	-0.32906188765599	0.223937838585211	0.702129387131836	-1.01594489258205	-0.157558836684346
Lmnb2	-1.25107433283197	0.0991126786090923	0.185549397203124	-1.68341834766586	-0.359401023349186	-0.105071130980322
Cd79a	1.45192851708422	0.964628521780521	0.0749173224145559	3.25098601548113	0.483900601100037	-0.380238684279978
Galk1	0.505277104060247	0.721442867275968	-0.278647434277201	0.10856710996279	-0.779810949978091	-0.0652545193959817
Fis1	1.05042183739114	-0.469922773103549	0.0376922244469711	-0.586234069887354	0.891035177978287	0.108186663692698
Ssr4	1.33723265077308	-0.630895232949226	0.0989766188861629	1.91701051230329	-0.838949104364218	0.191337065321796
Tecr	-0.361350414769417	0.342525885748959	-1.47879879625369	-0.857369132349905	-0.529562802522534	1.06322408010143
Cyfip1	-0.0533187410490944	-0.123093506695851	0.000784813102405598	0.0467882688370972	0.929298835883143	-0.353927994101015
Cyfip2	-0.0533187410490944	-0.123093506695851	0.000784813102405598	0.0467882688370972	0.929298835883143	-0.353927994101015
Hdlbp	-0.954125604295965	2.15168942071649	0.053565282896147	-1.23690384565224	0.0829248555801652	0.545251035135552
Ptbp3	-0.336438856640958	0.465194719713952	-0.210972483788793	2.22082843968992	0.541116707270579	1.11931043730577
Rab8a	-2.34714011802672	-0.530087119843561	0.0280326191232595	-0.876445677184722	-2.23829305017677	-0.931821283107376
Sf1	-0.582851625110362	-0.0742137982307938	0.885520805494165	-1.62511923808178	0.712181169422606	0.546845523987373
Bax	-0.0400132986482351	-0.457565273774739	-0.726069462886551	-1.28882399343555	0.881755186715302	-0.639549134489873
Smarca4	-1.83298965863627	-0.0174101580525387	-0.145951152315263	0.876678614910791	-0.214076980047136	1.16271430597665
Sdc4	-0.264065659143275	0.287804425643586	-0.145012090601045	-1.97677640942001	-0.547199721375972	0.0671431447726961
Sucla2	-0.271655431595362	0.578302569928371	-0.469407581641513	-1.76586079244624	0.240655442683661	2.87678730298118
Uba2	0.248551237063335	1.34665199822774	-0.259910146867628	-0.949351260599839	-0.597538111549088	-1.69734325304546
Ybx3	0.599355710103151	-0.657262422044031	0.722772087724408	-1.63487120053216	-0.166173132386068	-1.08240905462017
Ecm29	1.44156811195683	-0.118500751023548	-0.536996088126222	1.38836258064534	0.937043117007952	0.493907580392259
Gnl3	-0.528586543765552	-0.787167281736935	-0.0433112234505325	-1.17928308965912	-0.776681745138015	-0.829321087989592
Psmd5	-1.04082510588735	0.664112610227409	0.582969529181896	1.92283628988324	-2.96051875265363	0.35236309315348
Myl4	0.264817732084665	1.54678541382102	-0.672078868645945	1.28774209474458	1.54594475686107	4.50616171001034
Naa15	-1.39223186437924	0.766207702062629	-0.375108002496424	-0.0174574334763543	-2.98029292312053	-0.319112274327712
Cisd1	-0.393757618952567	-0.836946605826548	-0.201527438732013	4.14820735094655	-0.988431973704205	0.793601770046973
Zc3hc1	1.16674282476536	-0.0218321731616834	-0.636605461094229	3.67217774091921	-1.33569007124415	0.59990792019026
Nap1l4	0.43729392609594	-0.0193157178816416	-0.0770426954178666	-1.34825963165266	-0.892004681436738	0.174292373462305
Tnpo1	-0.136887404416684	0.158447318809327	-0.0557102257201869	-0.348476035200305	1.29210596046395	-0.0619183565994176
Ddx18	-0.958257732348834	-1.48812909727985	0.607737219555609	-1.3694541293591	-2.10974775162731	-1.11512377367234
B2m	-0.281304547564709	-0.969958233460291	-0.156153234827891	0.125742611782728	-0.843021164444304	0.00791161554035054
Hnrnpul2	-1.07001226665012	0.969849434621635	-0.500977922155026	-1.4939471491383	0.362206465115809	2.71114397783941
Tpr	-0.0497338327558469	-0.0369539594355164	-0.72252983988118	-1.51215634081596	1.61577099019466	-0.484356491738467
Cpsf6	0.157929666522491	-1.00913582586062	1.1652271592542	-2.0118523181306	3.08184640938502	-0.82625659835688
Aimp1	-0.00869013153795114	0.799120561478998	-0.166914410789297	0.113085306332355	-1.47076967754734	-0.163917910761923
Smarcc1	-0.450251923530265	0.670313620061111	0.285317686380661	0.0670296588562292	0.824600921452844	-0.0753525046550063
Nup155	-0.628619845156314	-0.237681701045652	0.166946684381632	-1.12781291316972	-0.998263438327042	-1.08129553667291
Txnrd1	-0.450371533090966	0.997778547005498	-0.269418992178696	-0.86410721348615	-0.958324175952523	-0.725415364646216
U2af2	-0.853671602528173	-0.160282144701717	-0.171544333791854	0.451894376502947	-0.197164665591291	-1.1201189533954
Spock2	0.582494810139721	-2.63415095762938	-0.953814278647763	-2.57335399917632	0.770134784242976	0.700820719342669
Nucb1	-0.564184337047685	-0.170822819435289	-0.170713852242515	-2.62294198383021	-0.340109682117543	-0.773447767837293
Ndufb10	0.551148833168487	0.738421808662714	0.213638629593676	1.8733194071974	-0.188416063541093	-0.430044243607775
Rpl22l1	1.27338026463981	1.94716325789979	-0.705205501021222	2.84910186380886	-0.115551468993816	1.8117815396004
Abcf1	-1.26167439016404	0.18428411087426	-0.614842023006267	-2.79863451516445	-0.410332725470534	0.855048956701905
Ppp1cb	-0.372188010661321	-0.431921233554145	0.520426251575085	0.652841970149578	-0.439505130864142	-1.6003596459658
Ssr1	-0.275862084426327	-1.14488794843615	0.807164774949314	0.143096985154463	0.803473026178853	0.236440160626724
Psmd6	-0.232074561631706	3.05137260960233	0.00484666509509305	-0.8971691908942	-1.95665386879933	0.173751000448097
Cox6b1	-1.29091762414846	-3.90094536622939	-0.372318157915158	-1.61069199281887	-0.933821261606932	0.0751882525614711
Sec31a	0.19943384840141	-1.83465899140658	1.05537269557878	-2.04501454323374	-0.915125290921773	2.15995288806023
Psmb2	0.022032931342513	0.418892832904586	-0.548451001119213	-0.97049989242589	-0.860638594107204	-0.895889986764696
Slc25a4	-0.505932050673312	-0.165194895022	-0.167158366964181	0.0817981299818401	-0.340107381917548	-0.173706700014323
Usmg5	1.63092316998283	0.393377854036272	-0.425668352458475	2.3141579198488	1.78473022198663	1.21380613050069
Mrto4	-1.89887026079939	0.288472784081177	0.367346466763876	-0.909496925844639	-1.72860479596727	0.166260873115775
Snrpa1	0.250325144114039	-0.221392865993135	0.485786362030609	1.11981440124599	1.39169792253001	-1.46169963356818
Emd	-0.916148748764208	-0.45788723686422	-0.659192233020496	-0.888891310803475	0.104423227572087	1.05591477722022
Ube2m	-0.275019544294637	2.61256788833057	-0.0312059902938066	-0.888418339824988	-1.38205132941958	0.579678634517739
Arpc5	-0.950896430574277	0.29394745560054	-0.165923636308422	1.29436674322575	0.281816794863515	-0.364802704103478
Sptbn1	0.18063253373848	0.616983249253988	-0.0951489851767355	-0.119934703739957	0.969708934577814	1.66656950976285
Nucks1	1.4456110609252	-1.45044952702	-1.32584088681874	-3.53553291971691	1.57171377081709	1.31252947270684
Psme1	0.640319953890982	1.44226704899	-0.021925025339255	3.74283580230518	-0.997326539801266	-0.941168319875523
Clic4	-0.801737032442647	-0.287192178376008	-0.120341234091725	-1.01631399047015	-0.243513648980161	0.278280242896814
Gnb1	-1.5876006746158	-0.538601216861455	0.0373058319199817	-0.860370027235045	-0.353953320225295	-2.04353178843875
Tomm70a	-0.822768006026463	0.269487733994636	-0.20423065489132	-0.403146794478419	-0.954009252800687	0.654690988145079
Eif4b	0.587923207713025	1.38529126896999	-0.280823514231156	0.0143683236928792	1.46342029679813	0.813428058903159
Psma2	-0.323223685972717	0.419250156541243	-0.523734187979668	-0.604054934864915	0.989669363158121	-0.333987844164311
Mat2a	-0.00875533150637479	1.59198546022789	-0.139729315667838	3.96235214009079	-0.712520452649564	-1.51937246776742
Prdx3	0.469773578455306	-0.0109208569834743	-0.139313588764638	0.878935279216577	1.00712747215741	-0.254411992655767
Cmtm7	-0.115665990014143	-1.73537879720283	-0.737509521802545	0.855646063154612	1.45891639612725	0.232344999680624
Mki67ip	0.609504200409223	0.990541254789176	0.0458801389804518	0.96140374257951	0.777609539671315	0.108374868376107
Ube2v1	-0.0942926788835366	-0.994832567708432	0.142296070762979	-0.515929420988	-1.0692619074926	0.506901701594415
Ca2	0.32384727671713	0.764893471401757	0.538943581304802	-2.52791176078844	0.151575501622045	0.0559843103819612
Dnajc9	-0.0919409980782332	-0.324746524459194	0.811712430639525	0.780712980881244	0.335517458193862	0.296393010745733
Abcf2	-0.300452305683524	1.03072989902939	-0.407970728013032	-0.277957056469656	-2.66403166846776	-0.487151323643316
Dbnl	0.140700432325138	0.133703505108661	-0.284248976622186	-1.46029013435282	0.925399694213983	0.395220394017548
Psmd13	0.240137913285309	0.667350670223118	-0.743559062705968	-1.47060350334412	1.04640670621287	-2.03370255215283
Fxr1	-0.236031500042578	-1.15513098221584	-0.317711984357944	1.07168137945814	-1.39178682246593	-0.362242618096595
Fdps	0.875322156048895	1.28325535941746	-0.171881202735154	0.252661676588011	-0.531848735421007	0.296531669422518
Akr1a1	0.806087513656634	0.322952929379192	-0.155674057956454	0.954455138345776	-0.34146163599926	-0.0128892552571613
Rab10	-1.05928849147401	-0.493987072684239	-0.0863145374541154	-1.32474639523481	0.344762296849597	-0.241364698278013
Slc1a5	-0.478491166821579	-0.751495002899559	0.961246869245443	-0.482228519863614	-1.45739061921757	-0.770656805723959
Puf60	-0.0501854765131799	1.52572947295134	-0.469025530338436	0.822547251118502	-2.12886007891618	-0.575410002494853
Arf4	-0.451239232294395	2.30787984294127	0.41484978578747	-0.951570924617913	-0.822272269106151	0.800369215336066
Adsl	-0.181790407642556	1.10914149664794	0.0710421892845054	-0.0155214454447095	-2.15406424206104	-0.151688383558469
Nat10	-0.741745757931264	-0.0165446909234266	-0.69190424212156	0.847161560733762	-1.12350775327801	-0.464502184635383
Ndufa8	-1.57889075589476	-1.12846357109092	-0.155663477103397	1.89388602415137	-3.96092271646003	0.267753629469565
Esd	-1.02134010043655	0.0480611006322403	0.0713913753049251	-0.20071496961471	-2.63126947194971	0.462926657939642
Suclg2	0.460944837080843	1.70177094248044	0.0984797532829536	1.88134293578112	1.48119053865631	-0.241444455641391
Ndufs3	-0.66390252209138	0.991942133596493	0.0653841397251629	1.69943227756491	-1.83286406530682	-0.962342086680582
