Protein	Ratio_0	Ratio_2	Ratio_6	Ratio_12	Ratio_18	Ratio_24
Ostf1	0.321973363004332	-1.47312847000505	1.2361575532686	-1.22378173113478	0.643027691569429	0.520433185583249
Hmgn1	1.91717730265418	-0.301985584460507	-0.43279169510163	0.58871830741199	1.75012906753085	-0.613606541323701
Pak2	0.791497505349277	0.906881237777762	-1.20414600272556	-1.6555165451556	-0.70492476301113	-0.317837731261337
Bag2	0.181435710349685	-0.265629722591694	0.468487747703977	0.392248270183655	2.06946323869247	-0.570171054852144
Ddx27	-1.13598912384096	0.397454946047834	-0.564285116291692	-0.745282652653743	-2.03302222972509	-2.33304643495307
Ap1b1	1.19397942177528	1.08057836171945	-2.33589943992572	-3.83124076807132	1.28108780724332	-4.67631811702688
G6pdx	0.348175578594522	-0.607112078856301	-0.716133979802557	-1.09683768574298	1.73972171405945	0.453918414173337
Nup62	-0.809010582006266	0.199068098582819	-0.675766520248209	-1.04197000475625	-0.128547256535893	-1.4313578462774
Ubl5	0.0541446867326349	0.69203425200791	-0.0314554841770243	-3.20572047904451	0.734243442096784	-0.555164690431987
Ndufa7	0.765252023163004	0.208059140691648	-1.95479787425403	0.106896966361861	1.55542027694003	1.24827159682114
Fam98b	0.120490785828891	0.752498584646019	-0.0547111630749496	-1.75716346720735	2.26019338648744	2.96376182160684
Pdcd11	-0.417854194564901	1.56258135060095	-1.26003666039285	-4.8460948988025	-0.668636437380557	0.162782708312026
Nedd4	0.336314863144594	-0.187623921332691	0.546730662744655	-1.82198053026127	-1.18054038263216	-0.540608738191574
Gnas	-0.545545881819017	-0.237971340375002	1.40995224033555	-1.29138710172045	1.70428076031636	1.88996599015769
Timm44	-0.954168317355334	-0.50658041134362	0.338690701722736	-0.553525067733574	1.71499540704375	-1.8394948360009
Srsf4	-0.547627259242457	-2.98137862351483	1.67746408417455	-1.9516591431568	1.15686346785834	1.36483492534387
Ncaph	0.644407719531248	1.11880124943106	-0.22407719742483	-2.30219991501759	1.59590626372819	1.17733341283307
Cnpy2	-0.000221566690812007	-1.17815518017039	-0.369083325409127	-0.877198148211363	1.20528824578285	-1.42235402152099
Nxf1	0.657682535124522	-0.217633663255217	-0.409385128904214	-3.82636131379355	0.99524019440251	0.0473687748670132
Nup214	-0.902876703042426	1.47244060019323	-0.372360812981167	-1.30340700893636	2.28390781765107	-1.41459854924509
Rbm28	-0.701368802654814	-0.430850386019327	1.30591474073817	1.06857978592422	2.91861122125688	-1.46893343331814
Pitrm1	-0.876931918882925	-1.4259907277866	0.159188201302243	-2.42779257938493	0.712573173941436	-0.301279044983765
Stk10	0.737817031485109	2.43049031438599	-0.0372508162052766	-1.6047074943793	1.61650240816409	-0.440900600997628
Cyp51a1	0.324829561291641	0.246122412207673	0.385378809517233	-1.90079537407482	1.36759477172882	2.48167179855871
Ubqln2	1.24014331758138	1.88328377111142	-0.277643465535315	-2.17782518546225	2.9072259074926	-0.0670139189895886
Glod4	1.06560200433279	2.20208955453809	-1.47092917574153	-1.46776488478415	1.37084235685335	-0.459988036371077
Nup133	-0.104472879498105	0.0539717375715908	-0.229346338301137	-2.55553764538429	0.807643011116081	-0.91845094361994
Emc2	-0.0267335745394283	0.487361291876431	-0.879259478063588	-1.49738964079873	0.260394620476318	0.886868641478158
Ncbp1	0.484670516915435	0.669280990261427	0.976548104451458	-1.11773634447766	1.22864243065108	-0.221262258538156
Lyn	-1.18380060527069	0.505082481950646	-1.03741374151419	-2.14579977719864	1.30587952658839	0.415172471750259
Ndufaf2	0.126167527857903	0.239754624520586	0.313797545791687	-2.15367070778975	1.3591737365495	-1.21313551147988
Ifitm2	0.103435473591056	1.42390311570366	-0.100448271915911	-0.349007480528953	-1.21584987932059	-1.92444787998691
Ifitm3	0.103435473591056	1.42390311570366	-0.100448271915911	-0.349007480528953	-1.21584987932059	-1.92444787998691
Rrp9	-1.43574908242684	-0.194668980970214	-0.157621130222944	-3.50840860457397	0.0666189055572565	0.245551586985068
Dnajc7	-0.0226786985302946	0.980201994966698	1.10146614879961	-0.726465695766056	1.48923325077754	0.249989133193781
Cd93	0.0301133691391513	2.83282364814344	-0.453432391235777	0.887862066008582	-0.781779806562541	1.02607481851995
Nsf	-1.58035873903797	-1.81594011392703	-0.773840300109524	-0.8372795976687	-0.725757294440188	0.249241403446882
Nsdhl	-1.38485169670573	0.838025573709361	0.542853225328614	-3.74668365925365	0.690304857053163	-1.41002780181355
Ttll12	-0.698265094394874	2.43934862821848	-0.502195696006144	-2.35679772248926	1.36989493071905	-0.921082239935656
Noc2l	-0.745843502480072	0.505669291382366	-1.12162038203672	-2.80752259921925	0.569944429881954	-2.90054967640624
Pole3	0.22251284127219	0.0451042427488062	-0.845819586952029	-0.764011140464026	-1.00782193114046	-1.9955871875765
Pgm1	-0.527961145555356	2.26476297992094	-0.931199994628109	-1.41130009014878	-0.837133986640909	-1.31320666277903
Polr2a	-0.318104570505986	0.0169996255235721	-0.917508600218976	-2.02456659996488	0.925273555948049	-1.17291305847611
Ubxn7	-0.255008777914365	-1.7222102790263	-0.109334569773863	-2.15125014215508	2.32391219702216	1.33473987863744
Dnm1l	0.0437422942094787	-0.325784918759581	-0.158211766384396	-0.818304424547266	-0.444424935499588	-1.70785717451053
Mavs	-0.205568456847804	1.171844267076	-0.60602787005274	-3.32665597790476	1.1215159212728	0.0970463805624059
Ckap5	-1.25226235759076	-0.391197896370274	-0.519051022406314	-1.08092078244833	0.204767465173703	0.336434020230623
Sec62	-1.16320590564959	1.35217370685955	-0.962109609507765	-2.83214076450713	-0.2971213244122	-0.78823410131546
Endod1	-0.87439860833655	-0.786004010441986	-0.660101138396645	-0.363886064410207	0.458631098925064	-3.6417680323692
Hnrpdl	-0.188646371446096	0.0425338008239636	-0.427708328643603	1.48030583521553	-0.414241604313371	1.29214001075064
Fkbp8	-0.0412153904547949	-2.21597773714102	1.09324944063203	-1.00435110624823	-1.13886716372236	1.1300708541033
Dpy30	-0.578697043077497	-2.23622431061409	-0.305458351129831	-2.22870940204485	-0.083403423922937	-1.67699323215118
Kif2a	-0.0386079594186883	0.731916328517628	0.533581793845099	-0.429565848594457	3.0135544626672	0.0153320958135771
Otub1	-0.731503868509531	0.817679685655624	-1.13041665534541	0.174084555027102	0.118849495343565	2.02657034981716
Dazap1	-0.392403927804993	-0.591018809016978	0.266780604374089	-0.789232213148256	0.148364004300634	0.313561807521631
Gps1	1.09848562808278	1.52788952330881	-1.75787476666204	-1.32065820071302	0.0713061624632433	-1.02575586517083
Atpif1	-0.447375261414548	-0.770367369547641	-0.250344322029052	0.865088438532265	-2.55581027009876	0.1954534803373
Tomm34	0.411844712903306	0.343952942425244	-0.508110864599176	-3.73673950874669	2.20278213267944	0.0654171863176908
Spcs2	-0.602415063608306	0.451043050787778	-0.280526311946956	-1.08858294880491	-0.559568130480302	0.621703991923802
Reep5	1.71137694592301	-0.0208240360759972	-0.159455050013295	-1.38196509088654	2.74995950859463	0.736042312304539
Glyr1	-0.248120383464186	-0.621223942290993	-0.626362266209191	1.38391268232276	0.481786615224381	-3.31208776028343
Sugt1	0.874624116091122	0.0529620403568654	0.535548666392222	-1.14418680558428	0.646920664457461	0.454280730225643
Tial1	-0.0779795423075681	0.05874019996195	0.227519426890432	-1.00631085833792	1.30397313975858	0.673131561550106
Edc4	0.806688763066126	1.12420570118896	-1.34851756882356	-1.02446627843328	0.279521882172004	1.90276160718357
Prdx4	-0.586217462131582	0.625040273445024	-0.335657912627953	1.2678766046989	-3.71537123467216	0.321014913100756
Hadh	0.0273734454948332	-0.697445272645636	-0.0573789823611766	-1.01284454630534	0.320080431451183	-0.972788280273939
Kiaa0020	-0.703811833828293	0.403784433355232	-0.560567913633691	-2.77863708604598	-0.0417749334464534	-1.42737392835407
Napa	-0.105299408489666	-0.751507545235476	1.38465721155942	-2.46166123739196	0.302264593259026	1.0805496150738
Erp44	0.215057322021875	-0.0998008225799349	-0.877450459708169	-0.208891513084078	1.9482319639072	1.06871530948868
Cnot1	-0.655697993084969	0.0171211676570045	-0.173477334619356	1.37635038933985	-2.01601916966784	-1.49437205151626
Nt5c2	0.389976412631816	0.169901801568288	0.781409260318569	-0.311276279711328	-0.198636856942324	0.0585265808439891
Xpo5	-0.658508811042965	-0.382545926541894	-0.766903393597227	-2.75671860657813	0.703208458048021	0.645323147496978
Pds5b	-0.0601783023402038	0.40502179823219	0.170367776153553	-1.54382583852954	1.18184329573831	0.855459589203776
Apool	-1.33683438889814	0.0836059078709503	0.703756615423672	-0.916496753658183	0.381693972634426	-0.869954814022016
Dock2	-0.691624474959837	-0.112664059166343	0.525919791736891	0.195451638093887	2.65755644643287	1.91970220991667
Acot13	-0.327604420877482	-0.117700829126673	0.665602722009982	-2.09936410898024	0.331662632871822	0.756419599362538
Cyb5r3	1.07872848486095	0.535109475965296	0.952816931589047	0.837519481290094	1.9396824857763	1.78681608176003
Tmed2	-1.05549146374568	-0.136047457476388	0.0289176665876478	-1.01160412494888	-0.628879797854788	-1.53086677117366
Eif4g2	0.54632912582786	-0.887996545721054	-0.132527554532965	-0.0892300990336157	0.0512951199853096	1.28986408843108
Atad3	-2.70334536310587	0.379546722256352	-0.688077832071277	-0.260235676321231	-0.402122829647989	-0.575340627209223
Sec22b	-0.89647558750953	2.71480059203421	-0.84237902699825	-3.19602862824428	1.56805345381428	-1.47668498040727
Arhgef2	-0.361835951014281	0.569643827316935	-0.244602249721692	-1.21343411197118	1.19902184526596	-0.79656327785096
Drg1	-0.778248625765042	0.139614658085685	-0.325599683398451	-1.63268641889114	0.642222867203497	-1.08063259415728
Psmd4	-0.739887479366313	0.975549210522029	0.360922479127175	2.08023308929735	0.515242780763143	-0.642476617144643
Cops4	1.14454762332013	-0.73938172428455	-0.0428296138963713	0.104003429998735	-1.77892087058425	0.189904495450479
Pdcd5	-0.548051856695034	0.990718358130979	0.614232933072377	2.06395651338139	-0.855903161898721	-0.759299054133357
Cope	1.10580403552015	-0.678712997391556	0.041236650856239	-1.96204819989602	-1.04076340998262	0.129179772995718
Adrm1	1.25294385051648	0.235283840978652	-0.297143088154856	-4.09189538420388	2.48819935241179	0.798458310798312
Ndufa2	0.0566879583421726	1.16170308348319	-0.219577194838422	0.210937053312317	0.81417229855981	0.376813224413297
Sart1	-1.02958114720414	1.17395253454304	-0.977167037942232	-1.86333190331569	0.658226800722092	0.0858941199576447
Cstf2	-0.317463497490191	-0.0994712105728155	0.355818994287488	-1.95237256048848	-0.0303256246411022	-1.13588030502112
Larp1	-1.07954271033985	2.31566611511841	0.17837288646336	1.7950270589209	0.331890845512349	1.89464475183424
Fkbp5	-0.99313437726069	-0.431653577954535	1.04659842573696	-1.85889270590356	0.802838281456718	-1.43556258389998
Raver1	-1.87662270156901	1.17862968236782	-0.492972171050875	-0.305627218121264	-1.46307127478143	-0.322075414498155
Ube2k	-0.224640935384127	-1.86705832076864	-0.753051444953258	-2.79681913787569	-0.278548286112963	-0.684115395015605
Pgrmc2	-0.840520499626323	-0.312204629396524	0.941677159887778	-1.64553671793505	0.964911297143274	0.268845571371469
Nudcd2	-0.279332622915526	0.633369309236799	-0.435778201631971	-1.97074249866213	-0.289769195517662	-1.92618844673321
Polr2e	-0.788207501897418	0.611539513440704	-0.267249300932516	-2.49811312525667	0.799024731473554	0.592489017753099
Tmx1	-0.0779271450946138	-0.174095372153657	0.706964933320625	-0.184166088042654	-0.251562367167705	-0.372494046413477
Lman1	-0.187017348188253	-0.594325338201569	0.653846952137791	-0.373491389005571	0.633837870986635	-0.468214921466618
Mp68	-0.892069349153298	0.349018677451892	1.79587313387603	-3.09666167820805	0.03900801796794	-1.12629794492788
Hspa14	1.0218384498948	0.321245856300869	-0.492921465272791	0.164544943083997	-0.617460961943669	-0.595531129002686
Ikbkap	0.653602376511393	0.974066371586758	-0.190938879423525	-0.00627813769981482	0.666539539766722	3.05798304495769
Sf3b4	-0.457541394110953	0.674630842353013	0.167717358377615	-2.14740623908128	0.724156026187954	0.267058682290519
Gsto1	0.471740176986348	-2.05093716841904	0.784146230956954	-3.18512501919796	0.251908914522131	1.22461965693078
Gsto2	0.471740176986348	-2.05093716841904	0.784146230956954	-3.18512501919796	0.251908914522131	1.22461965693078
Ttn	-0.81977297231708	-0.037194268282585	0.245120077358492	1.3752770170258	-0.382331562132646	-0.695206708930734
Rrp1b	-1.57954907141777	-0.436923800288913	-0.771276032187445	-0.907782537500192	-0.754936628929627	-0.874152723999917
Gnai3	-0.216004031727705	-0.511237921575875	1.18396850628192	-0.546880292986055	-0.93044519550782	0.559310707683518
Utp18	-0.41848425620882	-0.100397188027594	-0.0140239464437553	-2.47635475073386	0.184867333616125	0.140353368723359
Cdc5l	0.293528321215669	0.402712965338402	-0.0144948916536733	1.75039563692288	0.512573679016562	-0.195895251824076
Lnpep	-1.06913333494991	-1.27662198126731	0.808742220878251	0.603890613747299	0.308215583234121	-0.568210531038028
Cdk5rap2	-1.44118923198638	-0.0649863701487299	0.00706561618799858	-3.34409753959342	-2.29101040550452	2.07340788008407
Ptrh2	-2.18034732461064	-0.321740084016739	-0.440867038044955	-0.822945820766837	-2.95096550063019	0.16812724677441
Akr1c13	0.440590741384029	-0.0345806431393569	-0.464837262475601	1.96679673724723	2.87688364499039	1.89212805791146
Ppan	-0.835207285769494	-0.195740950635057	-0.677226305317794	-0.75007553225746	-1.50830926532999	0.451414128969523
Coro7	-0.69209391486149	0.448528627885643	0.34414615615421	-2.83637235149374	0.0894204764286677	0.180633810082404
Prmt5	0.162311212759501	0.831603834343183	-0.659989351997303	0.780022273863654	0.391380315851148	-0.254244193281201
Acp6	-0.0520465659507465	2.38983323163994	-0.342061135078201	-0.279047542977947	-0.835614257915646	-0.364207891809594
Sdf2l1	0.164025071200484	-0.606137821208352	-0.234843488423847	-1.31637951277641	-3.14110972645228	-0.625141401153228
Usp7	0.148676762258383	-0.890209160220197	-0.433498237756311	-3.78592926513765	-0.310487601649216	0.584359949627293
Kif5b	-0.00957235016451286	0.278633977025022	-0.937228689782996	-0.832881467057808	-1.10280645452112	-0.414939798879846
Snx3	-0.117825666898184	0.710306679197966	-0.0725613589851305	0.981618770683411	0.0892405146427588	0.608849410260242
Nup35	-0.594243520152346	0.199562639128006	0.436426417165642	-2.19589978167319	2.46160784598549	-0.111654047982698
Znf22	0.494035199629589	0.635391949765108	0.0489727673312051	3.83634336295173	3.85709852385116	1.62747169472081
Btk	0.101936093084914	1.4027111336146	-0.80891378920236	1.28439269649516	-2.7034111863364	-2.05467259682886
Sri	-0.133475597745383	-0.966076916613774	0.366221858303441	-1.51985114993663	1.07929942503641	2.91878250067925
Ythdf2	0.203387849830189	1.12711532782111	-1.9797411330958	-2.10165250220283	-0.122970309460807	0.0155964997219566
Ranbp3	-0.307659853022149	0.783461684930687	-0.0871856801818473	-3.16741759553892	0.985431400431169	-2.73899131893014
Gstm1	-1.16078799759985	-0.817097431862899	-1.09532796135163	-0.00417008919322193	-0.897776003487326	0.910649382831159
U2surp	-1.12405689602223	1.0882961032118	0.0568209122495702	-0.100619316914326	-0.867937933749844	0.770803748350327
Prps2	-1.02445378035712	-0.573381720270008	0.0102664970291813	-1.14963744583873	-2.14896548501586	-0.42731662154445
Nmt1	0.502487358423287	1.85142997459802	-0.369508154577778	1.51021344613524	1.99785617482137	1.23289862457473
Rrs1	0.218095824663423	0.86647769076394	0.555085719200596	-0.096213615172213	2.68855916083911	-1.58880887775988
Vamp2	-1.05197776208051	-0.749625866674055	-0.293820036187552	0.0244649228913936	0.0710566958890387	-0.541855881092395
Vamp3	-1.05197776208051	-0.749625866674055	-0.293820036187552	0.0244649228913936	0.0710566958890387	-0.541855881092395
Gfra2	-0.810214094787419	0.0654576126303859	-0.599787282964239	-1.4980359186045	-3.74554739867548	-1.22577764478849
Luc7l3	-0.183667187709554	-0.567691229196706	-0.0298598525233439	-0.348659771274076	1.68063277277807	-1.35878787105521
41891	1.96339004759305	1.56712783201049	-0.60514036285739	-0.911389332540259	0.82613090019372	1.74264217422264
Ap2b1	-0.179741528117487	1.94828490305663	-1.00587554331863	-1.88118697305758	-0.579582945151741	1.21777637765277
Naa10	-0.560396277797682	1.33798375437264	-0.534954680903292	-0.290970596880445	-2.08890935770466	-0.272408298531136
Naa11	-0.560396277797682	1.33798375437264	-0.534954680903292	-0.290970596880445	-2.08890935770466	-0.272408298531136
Rdx	0.57871107823116	1.50305918361919	-0.877530880273564	-2.0337587086297	-1.62246019857419	-2.24521002825791
Copb2	1.1251791295821	-0.414192888122948	-0.157714739730818	-0.540024499172813	-0.169106527453071	0.417638280005815
Purb	-1.18602871516008	-0.039846796204167	0.0429602109411702	-1.92520160686826	0.499013597221023	2.75249775559886
Hk2	-1.03770109575012	-0.81366519468787	0.0752632342580064	-1.53544172192443	0.648008308511661	-0.35521497612651
Mthfd2	0.349493822358632	0.0607957330734739	-0.130955799178535	0.47389869417484	0.115247488476501	-0.939936852058779
Vrk1	-1.76037874920771	0.905085049881125	-0.420599562504711	1.54459424656726	0.381406269328984	-0.00423091396060175
Hars	-0.494749785030926	0.105008496927365	-1.27135957415383	-1.26741597090815	-1.23798004592123	-0.402698348372276
Elmo1	1.28173781894292	-1.00913795040507	0.09732725966958	2.46147141829242	2.9344574915732	0.305930360402538
Gpd2	-0.00445861248434494	0.265845986128663	-0.467097675707804	1.459174184068	0.0280188865987938	0.425355705854556
Rad23b	1.13312721507877	0.0502008747698488	-0.525586364436164	-1.95016905895478	0.246051508841118	1.16557352234987
Poldip3	-0.702118306918165	-0.213845190393615	-0.47624360438968	-1.91145693950038	1.54011533090198	0.0196939255174359
Pds5a	0.0793260512747125	1.19153898113808	-0.0920446456203561	-2.6082826572053	1.00419751898145	-1.19037707257133
Hnrnpul1	0.238220955949244	-0.715265569495569	0.636027935822246	-2.75340166048308	0.136842937427184	0.688831531887562
Wars	-0.26265258410888	-0.336781882621149	-0.196544188640545	1.07742297608495	0.0676001230816047	-0.776464171193033
Hm13	-0.705563835649503	1.32785375130903	0.734595687138882	-1.91058658108597	-0.129047333134668	0.425256859489573
Gsn	1.84882339018725	2.62848309346316	-1.12909171873553	-1.01284881794201	1.37134416549019	2.65055329706404
Safb	-0.105586309208836	0.0343657078985954	-0.176578445060593	-0.726540061695384	2.276098377546	0.772159689283418
Fam49b	-2.3642664145005	-0.461755909546362	-0.387718924746147	0.62874002434704	1.98745554090241	0.500998292171584
Gar1	-0.432482655915241	-0.991193017541513	0.191219594310375	-2.24616709439149	1.07397366991316	0.00261893410768662
Uqcrfs1	-0.0507244517112468	0.570407976757921	-1.47478800683919	-1.13789390723864	1.14502766847001	-0.566172989531072
Wdhd1	0.307624899170487	-0.0974240542599339	-0.238117076709876	-3.35523325666601	-2.60264387512127	-1.1889033599883
Acsf2	0.0572875713099676	-0.435076649933552	0.561019958845126	-1.88389572732995	2.26332074869775	0.373482973345562
Gls	0.618246761519197	-0.0645954544033209	0.548305566656862	-0.950069599284969	1.29223309864451	-0.231914180697994
Ssbp1	-0.334038456282942	0.110793481240143	-0.125833803141163	-2.80889338030351	0.414234931296172	-0.849384281338949
Atl3	0.692666308058718	0.0175300294007833	0.14871845252007	3.79163257621703	-0.728272189550423	-0.279652314735545
Prpf40a	-1.78344869604201	2.26429668417605	-0.106120435309923	2.19173627753395	1.35866627151653	1.06542562576855
Rad50	0.100110377170746	0.207234039800195	-0.470762258109423	-4.57182439399536	1.5389680224031	0.31326493590529
