#Gene name	I/C_0h	I/C_2h	I/C_6h	I/C_12h	I/C_18h	I/C_24h
ENSMUSG00000028180	0.697440178	0.328300293	-0.093285925	0.075306001	-0.057598842	0.08091084
ENSMUSG00000002010	0.455590245	-0.118550059	-0.209605356	-0.328016399	-0.347875183	-0.310972994
ENSMUSG00000002017	0.402604715	-0.065136069	-0.040513288	-0.115516334	-0.20509919	-0.089692022
ENSMUSG00000002015	0.815077504	-0.166537878	-0.088051593	-0.342914894	-0.270335759	-0.270034842
ENSMUSG00000002014	0.455590245	-0.118550059	-0.209605356	-0.328016399	-0.347875183	-0.310972994
ENSMUSG00000028189	0.208935181	-0.30633804	0.078783526	-0.177122589	-0.067113647	-0.116485883
ENSMUSG00000028188	1.234330943	0.467334508	0.825965249	0.17181677	0.433858711	0.357576584
ENSMUSG00000027173	1.04825459	0.068738981	0.163290256	-0.358353699	-0.169082111	-0.201317225
ENSMUSG00000053218	0.386537208	0.165168359	0.394363377	0.066829223	0.149348729	0.162298251
ENSMUSG00000083012	0.997247464	0.023358139	0.440368281	-0.013299894	0.172957322	0.167259082
ENSMUSG00000046020	0.886899205	0.098870552	0.373789369	-0.202089471	-0.128223739	-0.052723228
ENSMUSG00000046753	0.141833379	-0.194576674	-0.167287387	-0.231678179	-0.459681208	-0.328545352
ENSMUSG00000037339	0.979844643	0.120376373	0.286113924	-0.03670505	0.026263811	0.074659286
ENSMUSG00000046027	0.516272287	0.423889967	0.458821338	0.334982362	0.435095125	0.485182852
ENSMUSG00000046756	0.830355114	0.427692222	0.559766218	-0.097414988	0.379580483	0.108483534
ENSMUSG00000043505	-0.3112738255	-0.3909354275	-0.42855605775	-0.5202637835	-0.661625002	-0.704446195
ENSMUSG00000028187	0.101552543	-0.166272563	0.05205747	-0.276800777	-0.161639382	-0.221425806
ENSMUSG00000035139	0.667178571	0.05646717	0.28977712	-0.13484461	0.01350417	-0.02749139
ENSMUSG00000070074	0.738455269	-0.244573303	0.127359164	-0.298431299	-0.000844446	-0.161930837
ENSMUSG00000020755	0.233073249	-0.10652392	-0.113561114	-0.066532924	-0.076363691	-0.010128664
ENSMUSG00000020752	0.233073249	-0.10652392	-0.113561114	-0.066532924	-0.076363691	-0.010128664
ENSMUSG00000075553	0.646861274	0.026462263	0.122839169	-0.27541475	-0.206312856	-0.194319413
ENSMUSG00000032212	1.23403369	0.087672287	0.412004756	-0.352210411	0.069332651	-0.17480492
ENSMUSG00000069830	0.489476304	0.229745719	0.109304047	-0.219069074	-0.364674563	-0.294535493
ENSMUSG00000025521	0.732874512	0.170905028	0.214677626	0.002743731	0.145958435	0.122467548
ENSMUSG00000033863	0.221451903	-0.15416062	-0.061098341	-0.24838098	-0.06580289	-0.199235501
ENSMUSG00000028233	0.582248692	-0.071452113	0.099927452	-0.183790144	-0.197623324	-0.182792
ENSMUSG00000028232	0.582248692	-0.071452113	0.099927452	-0.183790144	-0.197623324	-0.182792
ENSMUSG00000028234	0.818369091	0.208559421	0.336049889	-0.030984835	0.017011958	0.068247097
ENSMUSG00000031878	0.896041176	0.252536812	0.508864814	0.013955592	0.372106854	0.193064638
ENSMUSG00000044533	0.611365246	0.079296911	-0.138264405	-0.162159638	-0.182600525	-0.133432647
ENSMUSG00000067833	0.472982446	-0.289874632	0.154354967	-0.158270608	-0.034132756	-0.113691943
ENSMUSG00000068129	0.399209035	0.248818046	0.016109513	-0.38587131	-0.063391185	-0.28090245
ENSMUSG00000019916	0.813156688	-0.007838845	0.104635479	-0.322283561	-0.19936593	-0.219083338
ENSMUSG00000019917	1.0347254	0.262550718	0.482013039	-0.060819451	0.350601618	0.188202375
ENSMUSG00000087026	0.41661159	-0.192450154	-0.400644433	-0.626506589	-0.404728865	-0.607626236
ENSMUSG00000078607	0.664346359	0.198074111	0.563035525	-0.079116639	0.030911719	0.08701493
ENSMUSG00000004947	0.262170702	0.129199073	0.195648843	0.263379951	0.130863204	0.340855388
ENSMUSG00000004945	1.094932184	0.10991001	0.110704562	-0.386018184	-0.303095884	-0.328713696
ENSMUSG00000027405	0.483179562875	-0.088732262125	-0.0208733398125	-0.3939677725	-0.167114758375	-0.267048935687
ENSMUSG00000027404	0.365177658	0.34224104	0.011470855	0.003259499	0.24105119	0.063378481
ENSMUSG00000020366	0.642322596	0.092993375	0.241893977	-0.047332769	0.060343996	0.086951609
ENSMUSG00000020361	0.231333633	-0.267126694	-0.148412477	-0.384101488	-0.156074065	-0.325576349
ENSMUSG00000038607	0.66697218	-0.20710333	0.468726256	-0.14317732	0.426821573	0.084912158
ENSMUSG00000020362	0.654643406	-0.106740891	0.088419224	-0.426896355	-0.143940368	-0.330143688
ENSMUSG00000064120	0.195317594	-0.219690158	0.250021873	-0.026584219	0.078818484	0.053407691
ENSMUSG00000064127	0.816740575	0.123613044	0.305885551	-0.205691707	0.069432174	-0.005471649
ENSMUSG00000020368	0.363610719	0.082114437	-0.118634916	-0.190540637	-0.228353291	-0.198765312
ENSMUSG00000018209	0.620492206	-0.267543344	-0.174587491	-0.299917896	-0.302793284	-0.284007933
ENSMUSG00000054074	0.402673127	-0.189372819	-0.345815257	-0.210447	0.163867526	-0.009366677
ENSMUSG00000042055	0.217615778	-0.022022304	0.365085273	-0.196866014	-0.225676479	-0.18008378
ENSMUSG00000032551	0.536368017	0.060078618	0.440366171	-0.094382137	0.070181464	0.015463695
ENSMUSG00000010392	0.090080215	-0.035827682	0.025550505	0.184523285	-0.038710646	0.180155243
ENSMUSG00000054079	0.842404691	0.015997028	0.356171025	-0.207404987	0.063586626	-0.0514724
ENSMUSG00000087575	0.546275313	0.05582368	-0.079885608	-0.399963077	-0.11443729	-0.4158401
ENSMUSG00000087574	1.41627587	0.138009611	0.475138404	-0.134536325	-0.052874382	0.158360148
ENSMUSG00000048285	0.882343049	-0.1355997	0.370002715	-0.218768916	0.082779805	-0.061611833
ENSMUSG00000030921	0.81164293	0.509814033	0.492562524	0.041644076	0.263330406	0.143699563
ENSMUSG00000048280	0.043150368	-0.098841371	0.060493445	-0.263774845	0.010823935	-0.159013423
ENSMUSG00000058569	0.225975989	0.133094212	0.171484216	-0.06663977	0.062468176	0.002581727
ENSMUSG00000036768	0.536368017	0.060078618	0.440366171	-0.094382137	0.070181464	0.015463695
ENSMUSG00000036769	0.359889302	0.104040741	-0.008262232	-0.289496341	-0.18957263	-0.218217479
ENSMUSG00000079036	-0.185218211	-0.274765725	-0.39179946	-0.382110189	-0.33183072	-0.378094554
ENSMUSG00000021583	0.069555103	-0.251693806	-0.14046887	-0.785582201	-0.416252694	-0.724768448
ENSMUSG00000073867	0.365531851	-0.230240098	-0.321548357	-0.403771593	-0.323256608	-0.357128564
ENSMUSG00000074384	0.188401272	0.282308109	-0.103290383	0.20203584	-0.085693975	0.132447496
ENSMUSG00000021585	0.311979469	0.076464756	-0.086721292	-0.216951428	-0.121268215	-0.180002298
ENSMUSG00000086993	0.256298111	-0.283869928	-0.040681253	-0.485337373	-0.231247269	-0.394274086
ENSMUSG00000001098	0.53047409	0.071817689	0.295831273	0.000424931	0.046201587	0.059347526
ENSMUSG00000037143	-0.0726884651818	0.0669337115455	0.166178826955	0.0269022346818	0.0467733901364	0.0748095794545
ENSMUSG00000037149	0.330359473	-0.441079331	-0.189096253	-0.330663171	-0.34347375	-0.387265563
ENSMUSG00000037148	0.624880775	0.217376749	-0.009372603	-0.30956278	-0.113404215	-0.226815595
ENSMUSG00000084845	0.34750157	-0.410873566	-0.289483135	-0.544885176	-0.125646127	-0.502436019
ENSMUSG00000001891	0.422565655	-0.010781651	0.139737992	-0.272427001	-0.084963422	-0.192027474
ENSMUSG00000097309	0.060584244	-0.036232145	0.008910783	0.04078538	-0.140588568	-0.0016346
ENSMUSG00000033688	0.665813641	-0.095835165	0.04387075	-0.309029046	-0.019656802	-0.194492636
ENSMUSG00000020982	-0.282570219	-0.190795148	0.090287273	0.166904119	0.018485226	0.165824016
ENSMUSG00000020986	0.748015476	0.257362336	0.201646211	0.047659299	0.103113212	0.077414198
ENSMUSG00000020988	0.809548295	0.130877381	0.170130609	-0.190983255	0.053614775	-0.073884492
ENSMUSG00000039652	0.17187331987	0.309938669391	0.225937549826	0.207077830435	0.223609201435	0.299618263565
ENSMUSG00000033684	0.359466843	-0.03397066	0.471511651	-0.250836625	-0.008492194	-0.140309179
ENSMUSG00000033685	0.682847099	-0.264496785	-0.172942443	-0.469576309	-0.244073539	-0.392384473
ENSMUSG00000079737	0.00953319	0.115108089	0.272890282	0.184502991	0.034074074	0.184220976
ENSMUSG00000055210	0.537338488	-0.033092649	-0.183534458	-0.02991879	0.046954907	-0.019603443
ENSMUSG00000075555	0.115227195	-0.234636115	-0.176506017	-0.104848156	-0.121324804	-0.167522604
ENSMUSG00000024539	1.13391433	0.337349204	0.530632901	-0.07822833	0.311654729	0.140439383
ENSMUSG00000097308	0.366684877	-0.071232003	0.063328762	-0.012140622	-0.003426368	0.036805423
ENSMUSG00000026208	-0.124765783	0.279421504	-0.289503062	0.134592938	-0.134967312	-0.040949775
ENSMUSG00000026209	0.402351182	-0.151909203	0.016954453	-0.249785378	-0.131295623	-0.135209938
ENSMUSG00000086191	0.904980604	-0.166262327	0.505231079	-0.156776065	0.009128151	-0.015076697
ENSMUSG00000079033	0.099843683	-0.130450302	0.070624352	-0.11373784	0.103511927	0.015216185
ENSMUSG00000026200	0.407057482	-0.027255215	0.020866046	-0.080932648	0.026670814	-0.02043486
ENSMUSG00000071713	-0.07689966	-0.337815788	-0.185774951	-0.451562707	-0.549579052	-0.521424814
ENSMUSG00000026202	0.181035161	-0.067013988	-0.400730172	-0.489009708	-0.314617821	-0.572364029
ENSMUSG00000026203	0.379143838	-0.05206337625	0.2619320425	-0.30749478225	-0.027182778	-0.17175475825
ENSMUSG00000030884	0.248944387	-0.122895225	0.019717008	-0.03224746	0.072370108	-0.001898664
ENSMUSG00000026754	0.577408597	0.271723148	0.269299998	0.047643478	0.105056087	0.131347284
ENSMUSG00000071715	0.345087774	-0.523454994	-0.552487968	-0.754318088	-0.53692539	-0.765293794
ENSMUSG00000054920	0.429599228	0.01029802	0.381775623	-0.146446873	-0.140066712	-0.12843195
ENSMUSG00000030084	1.422927614	1.004318966	1.282648461	0.009979654	0.5847156	0.409851659
ENSMUSG00000097174	1.148890699	0.149109702	0.384870144	-0.169553071	0.110463443	0.044180695
ENSMUSG00000030086	0.273240646	0.216616791	0.126440203	-0.018961148	-0.075806164	0.017956264
ENSMUSG00000059743	0.13859699	-0.271360761	-0.253230283	-0.200214353	-0.037112261	-0.099665312
ENSMUSG00000059981	0.318610385	-0.232540708	-0.384461193	-0.484670469	-0.39883401	-0.501650604
ENSMUSG00000059213	0.232069015	0.049358814	0.277651263	0.038006806	0.18373449	0.002375293
ENSMUSG00000097179	0.485747523	-0.047198147	0.210695663	0.013743173	0.121755892	0.138279176
ENSMUSG00000049488	0.721439669	-0.009617319	-0.014372792	-0.232860681	-0.12917001	-0.142434923
ENSMUSG00000056749	0.738161264	0.82300247	0.346175815	0.675558535	0.618216875	0.738806524
ENSMUSG00000073409	-0.225133301	-0.410532314	-0.382686559	-0.561271404	-0.292456822	-0.531880156
ENSMUSG00000073407	0.481099741	0.005821915	0.053113686	0.102594713	0.091585951	0.153032018
ENSMUSG00000041831	-0.367764951	0.553334402	-0.176197235	0.719479215	-0.34626781	0.586885949
ENSMUSG00000031938	0.741647046	0.140430198	0.50312055	-0.143519582	0.042101817	-0.014471986
ENSMUSG00000041341	0.720553201	0.024610724	0.08784832	-0.323044167	-0.096285763	-0.192098788
ENSMUSG00000041346	0.935051364	-0.315213448	-0.125403908	-0.453286944	-0.160972865	-0.353862687
ENSMUSG00000041837	0.212412455	0.136718538	-0.252221192	-0.22030576	-0.176397847	-0.183594463
ENSMUSG00000031422	-0.141035671862	-0.220915797759	-0.262939333448	-0.302572606138	-0.278269698759	-0.31444701569
ENSMUSG00000000326	0.0722860896667	0.350549464667	0.242753137333	0.0444441653333	0.117797460667	0.118496221333
ENSMUSG00000000325	0.761312789	0.212941182	0.659580668	0.166237009	0.162658295	0.279979127
ENSMUSG00000031935	0.363249991	0.019831107	-0.026080658	0.075750394	0.076730259	0.102794362
ENSMUSG00000038650	0.428405492	0.033576729	0.211065437	-0.102924066	-0.001792193	-0.05278919
ENSMUSG00000023186	0.027079505	0.0821011824	-0.1837691548	-0.1361215782	0.0045400318	-0.107601717
ENSMUSG00000038658	0.565052087	0.145845561	0.543149181	0.311077425	0.231931014	0.30456154
ENSMUSG00000003824	1.130540393	0.418968996	0.428012869	-0.083722118	0.291151916	0.078317667
ENSMUSG00000003531	0.229011312	-0.0510616847143	0.0696807197143	-0.273207677	-0.0422917131429	-0.218748874857
ENSMUSG00000031883	0.896041176	0.252536812	0.508864814	0.013955592	0.372106854	0.193064638
ENSMUSG00000062078	1.211627347	0.554346434	0.759030857	0.423211884	0.712330291	0.870276354
ENSMUSG00000085085	1.075565606	0.452994893	0.535699529	0.193397212	0.238650554	0.39214238
ENSMUSG00000062075	0.259276059	0.16491588	0.202091195	0.114404281	0.198800196	0.169955272
ENSMUSG00000030330	0.0887454081364	-0.184453258091	-0.127146188455	0.108502227955	-0.152486546318	0.0949303790455
ENSMUSG00000030337	-0.335703533692	-0.402472829692	-0.364469552154	-0.260792711538	-0.403386441462	-0.312281475154
ENSMUSG00000030335	0.588395512	-0.100710171	-0.170195512	-0.275533843	-0.298466703	-0.278657041
ENSMUSG00000062070	0.002996235	-0.194316568	-0.599623805	-0.420841157	-0.509063179	-0.46725261
ENSMUSG00000085550	0.075682834	0.046276112	-0.107883273	-0.183036205	0.090988905	-0.186488914
ENSMUSG00000002781	0.252923498	-0.053198143	-0.188517259	-0.334493324	-0.304607349	-0.324077959
ENSMUSG00000029131	0.561366665	0.138052562	0.079372496	0.050665234	-0.0116029	0.040905857
ENSMUSG00000056569	0.263487072	0.10413712	0.442231477	0.01634223	0.139225984	0.112431458
ENSMUSG00000051246	-0.372172086	-0.050273584	-0.116181369	0.08346268	0.049510753	0.171234678
ENSMUSG00000033862	0.454733829	0.11398	0.249507802	0.02523657	0.133548783	0.125637138
ENSMUSG00000051242	-0.148464921	0.351917253	-0.286277233	0.070262843	-0.115921631	0.05166843
ENSMUSG00000029009	0.661526006	0.048827461	0.224612022	-0.215677985	-0.148101825	-0.125953512
ENSMUSG00000025437	1.039398086	0.575722266	0.637627774	-0.024956778	0.152949806	0.151490372
ENSMUSG00000022051	0.82997797	-0.062783898	-0.037128962	-0.40754001	-0.074231662	-0.287277576
ENSMUSG00000045962	0.53080061	0.068681405	0.120029263	0.093483221	0.105371308	0.11814018
ENSMUSG00000022052	0.364323322	0.261326108	0.318059353	-0.068862886	-0.06580101	-0.007799249
ENSMUSG00000029003	0.321068866	-0.119163735	0.035626966	-0.080053946	-0.081835602	-0.059359991
ENSMUSG00000029001	0.492760584	-0.099156493	-0.096485109	-0.457991992	0.037084645	-0.382867846
ENSMUSG00000031683	0.410491543	-0.238928335	-0.081807572	-0.422695979	-0.391564412	-0.422272264
ENSMUSG00000097471	0.071201703	-0.150541308	0.438766562	-0.245304482	0.610117859	-0.032235692
ENSMUSG00000093085	0.917202582	1.517866077	0.915973879	0.543854545	1.103296427	0.733363786
ENSMUSG00000024927	0.954646678	0.549098413	0.419021718	-0.140818267	0.293285804	0.008265257
ENSMUSG00000065543	0.796194524	-0.097429962	0.251643118	-0.297853419	0.041874743	-0.153074208
ENSMUSG00000038260	0.672365096	0.245420566	-0.068545091	-0.145388408	0.003539083	-0.142624095
ENSMUSG00000026979	0.600125166	0.097951484	-0.121244419	-0.563850801	-0.113895524	-0.509551122
ENSMUSG00000026977	1.044003775	0.116177185	0.115455736	-0.033919214	0.070363287	0.145571527
ENSMUSG00000026974	1.328803854	0.100892956	0.668420562	-0.133372242	0.169728112	0.110049942
ENSMUSG00000026975	-0.027890559	-0.11832687	-0.250306382	-0.387492394	-0.533326211	-0.516973313
ENSMUSG00000026972	0.24196181	-0.08856245	0.021202169	-0.190306047	-0.058699979	-0.107572212
ENSMUSG00000038268	0.336976226	0.161301375	0.310272233	0.171308283	0.173811733	0.179246742
ENSMUSG00000085887	0.167103259	-0.046787021	-0.146260001	-0.251735243	0.051902494	-0.21021737
ENSMUSG00000085881	0.513220251	-0.002029182	0.51386673	0.170686565	0.421960762	0.329928369
ENSMUSG00000028759	0.752200064	0.152755372	0.34655763	-0.03519149	0.004766263	0.034463122
ENSMUSG00000085882	0.780668346	0.40951732	0.530513588	0.054476145	0.273883196	0.230700798
ENSMUSG00000028756	0.476000353	-0.362494514	-0.126909593	-0.317934745	-0.274871522	-0.315257876
ENSMUSG00000028757	0.304829528	-0.244339852	-0.359617828	-0.292632072	-0.33701433	-0.29990942
ENSMUSG00000025583	0.313653784	0.086287828	0.029480628	-0.414371271	-0.361404003	-0.395526836
ENSMUSG00000025580	0.761361727	0.16677692	0.236535537	-0.142216796	-0.069239639	-0.042572213
ENSMUSG00000043085	-0.042682908	0.398231487	0.114923319	-0.117302563	0.096142266	0.01960012
ENSMUSG00000029919	0.046314314	0.054732354	-0.2379431	0.210115468	0.044103651	0.152566812
ENSMUSG00000029918	0.761521029	0.112929088	0.192205156	-0.040478999	0.211451354	0.082876961
ENSMUSG00000029916	0.73869501	-0.095593318	0.158231459	-0.384736602	-0.478325778	-0.380827567
ENSMUSG00000029911	0.503098424	-0.069045919	0.058654213	-0.169911278	-0.171202988	-0.12687092
ENSMUSG00000029910	0.275191812	-0.039142474	-0.026798921	0.029842843	-0.081601638	0.052997748
ENSMUSG00000090192	-0.211668595	0.300599326	0.442826455	1.077170614	0.738300922	0.994889419
ENSMUSG00000022587	-0.177412005	0.015412984	0.376983424	-0.142630174	0.053608091	-0.196955584
ENSMUSG00000027215	0.265372942	0.034524977	0.306968443	0.04828534	0.332323832	0.16945066
ENSMUSG00000077545	-0.760239128	0.74911308	-0.313806274	0.435958519	-0.152048136	0.118224049
ENSMUSG00000066170	0.691168014	0.078141449	0.008056199	-0.042018525	-0.0010351	-0.002991853
ENSMUSG00000006179	0.626206492667	-0.032585753	0.181806955333	-0.0300460496667	0.143556538333	0.0973912793333
ENSMUSG00000095105	-0.0880873096667	-0.0141398916667	0.285257263333	-0.42085445	0.048556251	-0.321377204667
ENSMUSG00000020694	0.498048333	0.017973926	0.081972923	-0.026851925	-0.124933755	0.019449262
ENSMUSG00000020697	0.996170157	0.179381139	0.452207765	0.055032715	0.282243603	0.212328765
ENSMUSG00000020691	0.194236677	0.009648204	-0.093819955	-0.122087299	-0.054274017	-0.068911072
ENSMUSG00000020692	0.106513476	-0.092427498	-0.019843869	-0.121554087	-0.030561526	-0.104057954
ENSMUSG00000020698	0.326114489	0.021118257	0.27564807	-0.219536661	0.00185998	-0.088646959
ENSMUSG00000046567	0.300185942	-0.076791043	0.512046337	0.235528465	0.251839612	0.33140477
ENSMUSG00000043262	-0.050412502	-0.303451976	-0.057549396	-0.409672007	-0.283947734	-0.402826934
ENSMUSG00000046562	0.862077684	0.352765395	0.574578749	0.021368916	0.109020146	0.109410213
ENSMUSG00000052533	1.071058254	0.138349961	0.459466829	-0.161979515	0.21005022	0.040173144
ENSMUSG00000052539	0.998867584	-0.223888306	-0.06158592	-0.380408424	-0.328097913	-0.272457409
ENSMUSG00000037966	0.899075121	0.70475638	0.752122418	-0.059206242	0.47848118	0.149476594
ENSMUSG00000037965	0.634120274	0.314730652	0.438362232	0.080019931	0.21084899	0.217809899
ENSMUSG00000006019	0.565400545	0.050686007	0.041469551	-0.211319458	-0.251492169	-0.17506854
ENSMUSG00000037960	0.532451574	0.055367543	0.09903619	-0.133521093	-0.021986484	0.000280485
ENSMUSG00000006010	0.760526802	0.221833751	0.235214898	-0.029822713	-0.074486744	0.074544252
ENSMUSG00000038880	0.561060285	-0.187300842	-0.097070634	-0.472441855	-0.302116447	-0.425293611
ENSMUSG00000092591	-0.262135694	0.400355252	0.555631315	0.799308389	0.461302828	0.742081442
ENSMUSG00000045038	0.745640458	0.047637892	0.127286692	-0.108160594	-0.054625562	0.036492193
ENSMUSG00000038884	0.359904911	0.103810474	-0.025299314	-0.547030454	-0.382325222	-0.51901538
ENSMUSG00000092595	0.79305816	-0.055334747	0.378394505	-0.257411375	-0.174389797	-0.140597168
ENSMUSG00000042029	0.831685594	-0.049937402	-0.071795725	-0.305629739	-0.150123408	-0.174383978
ENSMUSG00000038888	-0.044232694	-0.14427983	0.045736985	-0.027744905	0.010889148	-0.001606169
ENSMUSG00000087012	-0.168474739	-0.148022128	-0.675492781	-0.389669219	-0.149373992	-0.454050978
ENSMUSG00000045031	0.439349915	-0.246959928	0.126730778	0.09351186	-0.078394554	0.092149207
ENSMUSG00000087017	1.502559619	0.283613527	0.549220132	0.138078964	0.232711023	0.457327909
ENSMUSG00000025050	0.07005113	0.25236604625	0.364950558	0.35666820525	0.51007924525	0.39603001825
ENSMUSG00000034430	0.48477727	0.285995649	0.29301837	0.412393679	0.245895086	0.50289494
ENSMUSG00000034432	0.531589828	0.107964181	0.726810567	0.063229627	0.372193823	0.291381861
ENSMUSG00000029716	0.460816892	0.091549386	0.209393364	-0.020557788	0.244183883	0.069816245
ENSMUSG00000025058	0.722380104	0.164212485	-0.017060953	0.072686766	0.050216399	0.089651592
ENSMUSG00000025059	0.724706493	-0.060511737	-0.021136425	-0.330780384	-0.14060348	-0.267469999
ENSMUSG00000025728	0.437488915	0.36661186	0.057215853	-0.113320684	-0.067821426	-0.05446406
ENSMUSG00000032308	0.602208397	0.144035121	0.178851504	-0.336119643	-0.200969582	-0.278773893
ENSMUSG00000032309	0.393326994	0.112163742	0.721546461	-0.014630193	0.111855341	0.12381207
ENSMUSG00000021610	0.674076112	0.459351304	0.548147194	0.305166417	0.173548611	0.387079569
ENSMUSG00000021614	-0.208780967	-0.482997094	-0.422102019	-0.305484673	-0.427612583	-0.391220574
ENSMUSG00000021615	0.401487017	-0.178653665	-0.086384445	-0.237449211	-0.092454959	-0.147887965
ENSMUSG00000032652	0.506409456	-0.042587697	-0.062056466	-0.115959474	-0.195224609	-0.109849628
ENSMUSG00000032301	0.543411888	-0.159359419	0.077570358	-0.192290141	-0.12789705	-0.155703048
ENSMUSG00000039130	0.012975535	-0.046661017	-0.001229528	-0.076782073	0.196190938	0.039852955
ENSMUSG00000021619	0.71664733	-0.007606266	0.372050599	-0.174554464	0.208717205	0.030558804
ENSMUSG00000032656	0.378788329	-0.057738314	0.009924202	-0.262237894	-0.092971138	-0.169505921
ENSMUSG00000032305	0.259805281	0.555911563	0.254262271	0.307679918	0.24707014	0.294460061
ENSMUSG00000032306	-0.067860134	-0.078411038	-0.147362207	0.273900663	-0.264767111	0.1349202
ENSMUSG00000028669	0.877080698	0.305200946	0.457135649	-0.097052634	0.173543661	0.104588525
ENSMUSG00000061322	0.563210085	0.139133338	0.180109628	-0.01512841	-0.066082323	0.077163972
ENSMUSG00000054823	0.609613861	-0.304855804333	0.208879371111	-0.252016644778	-0.110681826222	-0.122505652778
ENSMUSG00000029249	0.499843053	0.042031617	0.245031422	0.105238816	0.203439745	0.196426512
ENSMUSG00000030120	0.576150862	-0.113996598	-0.133681773	-0.375921053	-0.182769486	-0.312103055
ENSMUSG00000053914	0.416827322	-0.087041075	-0.207840317	-0.170991169	-0.308036512	-0.134866334
ENSMUSG00000053916	0.435975964	0.035825629	0.222139329	-0.078293043	-0.248292869	-0.054579497
ENSMUSG00000021779	0.434164066	-0.025065576	0.590066299	-0.300794918	0.152015745	-0.091649559
ENSMUSG00000074178	0.808017098	0.356197677	0.386260366	0.190210373	0.343576133	0.353130006
ENSMUSG00000017721	0.306182285	0.134808533	0.067010038	-0.054743585	0.073184914	-0.004215862
ENSMUSG00000021809	-0.311576202	0.173355911	0.077968933	0.344182436	0.074321615	0.344035416
ENSMUSG00000017724	0.334021671	-0.423568737	-0.013215678	-0.41068469	-0.224918377	-0.367785949
ENSMUSG00000021807	0.426350687	0.248069735	0.28622364	-0.10170666	-0.036823031	-0.051833395
ENSMUSG00000021770	0.502690383	-0.1529066	0.043432363	-0.043123047	0.138509749	-0.002835475
ENSMUSG00000021773	0.089015665	-0.272314414	-0.150159578	-0.261144238	-0.03383239	-0.20845472
ENSMUSG00000021775	0.784394494	-0.073206576	0.190070243	-0.223219166	-0.086149942	-0.108582315
ENSMUSG00000021774	0.985063526	0.239207142	0.66053911	0.087344183	0.508783302	0.325691275
ENSMUSG00000032215	-0.100183153	0.063285779	0.047048151	-0.062826601	0.034591283	-0.047558488
ENSMUSG00000049037	0.342875479	0.218366558	0.643007599	0.415813393	1.067267014	0.643486154
ENSMUSG00000049038	-0.190226388	-0.060499174	-0.240693877	-0.037524687	-0.146376334	-0.075417651
ENSMUSG00000086765	0.136757127	0.293948636	0.725780154	-0.029073438	0.297556606	0.059070809
ENSMUSG00000068663	0.105111715	-0.070537336	-0.106465018	0.220097837	0.067600299	0.2341384
ENSMUSG00000078812	0.437619193	-0.232867506	-0.253895849	-0.352540493	-0.23151648	-0.297602745
ENSMUSG00000015478	0.339197155	-0.269633744	-0.304393578	-0.221652636	-0.327204818	-0.191756368
ENSMUSG00000027203	0.49059882975	-0.00513124175	-0.031288912	-0.427183845	-0.19882773475	-0.35316122325
ENSMUSG00000033307	0.215353635	-0.218840014	0.251002472	-0.014353856	-0.073737855	0.01139498
ENSMUSG00000002204	0.355831619	-0.298439137	-0.129585423	-0.348880986	-0.1580136	-0.328829951
ENSMUSG00000002205	0.278053877	-0.06239801	0.035369897	-0.045167974	-0.083686207	-0.007244837
ENSMUSG00000036155	0.147974652	0.051125776	-0.058957079	0.174841778	0.071350712	0.099097505
ENSMUSG00000021816	0.829417426	-0.030328619	0.3769326	-0.219796029	0.037120913	-0.071525081
ENSMUSG00000050295	1.000689311	0.3390685065	0.84547952175	-0.43483712475	0.11626502	-0.1601900805
ENSMUSG00000086504	0.44993699	-0.177850565	0.099721002	-0.131815003	0.029097841	-0.035843488
ENSMUSG00000086507	0.629587778	0.136603901	1.521780985	-0.056718247	0.155606681	0.160089762
ENSMUSG00000086501	-0.316337876	-0.31251649	-0.268660237	0.222917086	0.032069686	0.181251489
ENSMUSG00000086503	-0.586566674	-0.176324534	-0.479248409	-0.144926796	-0.519171165	-0.30561435
ENSMUSG00000086502	0.2090468	-0.268817386	-0.396306527	-0.365207775	-0.303069113	-0.417335069
ENSMUSG00000038462	0.279486793	0.135814929	0.026640573	-0.124515184	0.099049214	-0.053311359
ENSMUSG00000064128	0.318602977	0.197454319	0.033811511	0.252395047	0.268809494	0.359119241
ENSMUSG00000038467	0.650516742	-0.003166599	0.206587304	0.056713618	0.098219355	0.192778787
ENSMUSG00000030659	0.458200441	-0.266110815	-0.038845593	-0.294177069	-0.192582758	-0.187951323
ENSMUSG00000044071	-0.269060668	0.031330493	-0.012821688	0.545883581	0.464098938	0.546282775
ENSMUSG00000097341	0.351955265	-0.310077341	0.076425757	-0.211801977	-0.096527463	-0.100791188
ENSMUSG00000030655	0.555610393	-0.158444656	-0.015046145	-0.303690529	-0.217251026	-0.206532183
ENSMUSG00000037685	0.648392323	-0.233718759	0.162754954	-0.267616124	-0.161311138	-0.10339494
ENSMUSG00000097613	0.242622176	0.024145409	-0.034877121	-0.302561138	0.142020297	-0.167183134
ENSMUSG00000030652	0.408955477	-0.117839939	-0.027448902	-0.154740465	-0.203473451	-0.149787898
ENSMUSG00000085413	0.115379122	-0.383084812	-0.465340624	-0.358594063	-0.226152526	-0.262370118
ENSMUSG00000036376	0.242405063	-0.255370121	0.104345161	-0.490475102	-0.285504457	-0.432029859
ENSMUSG00000036371	0.39309593	0.141606921	0.35367991	0.064576864	0.068136209	0.154748419
