#Gene name	I/C_0h	I/C_2h	I/C_6h	I/C_12h	I/C_18h	I/C_24h
ENSMUSG00000032855	0.58603717	0.074891155	0.251695132	-0.042747643	-0.073437198	0.067505298
ENSMUSG00000039804	0.786254792	0.22393955	0.056038651	-0.167195027	0.127201738	-0.009714287
ENSMUSG00000097177	0.568274386	0.06250291	-0.005419744	-0.114915588	-0.123131565	-0.154703295
ENSMUSG00000078838	-0.065137805	-0.209308753	0.050972257	-0.02548647	0.0613357	0.015069481
ENSMUSG00000078348	0.272257537	-0.194473125	0.13263124	0.022723791	0.066992375	0.129423561
ENSMUSG00000043131	0.580564997	-0.03716413	-0.145574538	-0.30000996	-0.143711819	-0.236386145
ENSMUSG00000033184	0.811378879	0.10233564	0.389463309	0.077340008	0.125080363	0.210903727
ENSMUSG00000033186	0.701853679	0.176428892	0.327565752	0.017083	0.053431291	0.137253003
ENSMUSG00000075284	0.656214244429	-0.100999062714	-0.0473035135714	-0.335968976429	-0.195787757143	-0.272975112857
ENSMUSG00000036352	0.857391634	0.042817646	0.340966579	-0.038849395	0.205424555	0.197073788
ENSMUSG00000020087	0.141822385	-0.25147034	-0.247819825	-0.281682973	-0.343022917	-0.302071329
ENSMUSG00000020088	0.644268307	0.041058096	0.331976409	-0.047453274	0.16642422	0.126860013
ENSMUSG00000020089	0.671899752	0.475118876	0.479057669	0.172603681	0.284094952	0.290065699
ENSMUSG00000022811	0.667763806	0.133022864	0.423232636	0.041728465	0.096970754	0.127429756
ENSMUSG00000022812	0.397788948	-0.085489643	-0.209756023	-0.306672707	-0.266455518	-0.289217751
ENSMUSG00000024941	0.913801278	0.15411072	0.639587753	-0.101346992	0.213725304	0.119231983
ENSMUSG00000024943	1.423715524	0.470527703	0.66962369	-0.073037765	0.258431714	0.150972464
ENSMUSG00000024942	0.031120575	-0.309453426	0.135477481	-0.16320288	-0.29257411	-0.289474915
ENSMUSG00000024944	0.79049804	-0.091380163	0.188741644	-0.233441972	-0.13371306	-0.175696028
ENSMUSG00000024947	0.0256491220357	-0.0790158956071	-0.179729607107	-0.0892372218214	-0.237047629607	-0.121714632929
ENSMUSG00000021420	0.786340926	-0.095746541	0.303180533	-0.244291926	0.054354523	-0.110298103
ENSMUSG00000024949	0.854979609	0.114707231	0.227412364	-0.265968507	-0.047068684	-0.045887102
ENSMUSG00000024948	0.856996773	-0.195007359	0.369213437	-0.300775457	0.175081513	-0.100462471
ENSMUSG00000072704	0.071300017	0.293587499	0.2682913	-0.133903827	-0.085441658	-0.082624408
ENSMUSG00000079615	0.156998621	-0.272396281	-0.331654784	-0.343692288	-0.263147362	-0.316664515
ENSMUSG00000001751	0.04474491	-0.117662051	-0.159001036	-0.26406908	-0.365340488	-0.26618864
ENSMUSG00000001750	0.713203418	0.235389501	0.476323697	0.132855345	0.254145172	0.230997019
ENSMUSG00000030982	0.612358722	-0.085799668	0.108805531	-0.433780039	-0.124304132	-0.338391639
ENSMUSG00000097360	-0.275427509	-0.111060403	-0.115272995	0.235723636	-0.052841257	0.219188291
ENSMUSG00000001755	0.398388623	0.17175627	-0.017186294	-0.122534246	-0.091688554	-0.095027666
ENSMUSG00000030986	0.573452129	0.168920414	0.609641972	0.256397078	0.325817564	0.348867022
ENSMUSG00000024145	0.417952228	-0.037514662	0.009332333	-0.154308276	-0.030427442	-0.085831189
ENSMUSG00000059534	0.116082932	-0.107254453	-0.008866433	0.087181493	-0.045305928	0.125429779
ENSMUSG00000087432	0.35250466	-0.100478678	0.030267213	-0.09440819	-0.212452694	-0.102948194
ENSMUSG00000020889	0.094791639	0.113202848	-0.069412951	-0.294444516	-0.031471419	-0.247865977
ENSMUSG00000051727	0.383211337	-0.409816696	0.200620278	1.145688882	0.438580372	1.067100443
ENSMUSG00000051721	0.049307538	-0.032772113	-0.040267301	-0.248775857	-0.163336296	-0.234824577
ENSMUSG00000087434	0.04086338	-0.403047633	-0.032549378	0.074175462	-0.38773079	-0.00134712
ENSMUSG00000051890	0.922022405	0.578722334	0.614700421	0.081658954	0.41399567	0.252725909
ENSMUSG00000027361	0.607624493	0.157022814	0.438964632	-0.055814249	0.258709515	0.091032812
ENSMUSG00000020883	0.74236223	0.23179432	-0.147631718	-0.568694251	-0.615858206	-0.632008751
ENSMUSG00000020884	-0.268147004	-0.217682267	-0.314347862	-0.176059341	-0.399913599	-0.283402419
ENSMUSG00000051728	-0.247229035	-0.319523941	-0.518435707	-0.491769977	-0.556002007	-0.575553159
ENSMUSG00000027366	0.114048682	0.144450531	-0.438403894	-0.351270529	-0.331837017	-0.386016958
ENSMUSG00000027367	0.340884288	0.053701501	0.078114574	-0.163131536	-0.178336801	-0.176903065
ENSMUSG00000064945	0.436968912	-0.129236739	0.37731851	0.43361281	0.152783824	0.391045862
ENSMUSG00000087252	0.104349673	0.418943305	0.260919832	-0.037405156	-0.090816303	-0.045291698
ENSMUSG00000039759	0.141820563	0.217529364	0.439204881	-0.164544712	-0.16254749	-0.113299874
ENSMUSG00000096946	0.935034796	0.078074586	0.275844412	-0.202577099	0.045241719	-0.02796566
ENSMUSG00000033728	0.730710223	0.131547153	0.257556091	-0.261599521	-0.015650095	-0.177594252
ENSMUSG00000029534	0.420882739	-0.498373003	-0.302876894	-0.742034241	-0.308848683	-0.581770366
ENSMUSG00000034224	-0.167317638	0.136105496	-0.167172825	-0.11872203	0.062986642	-0.050021899
ENSMUSG00000039756	0.579567866	-0.222752256	-0.310535775	-0.591666715	-0.255398589	-0.494357291
ENSMUSG00000063268	-0.355248309	0.07173134	-0.423281888	-0.219518469	-0.592929831	-0.406374567
ENSMUSG00000039754	0.390529184	-0.10827591	0.246308062	0.023722193	0.011771104	0.101096131
ENSMUSG00000005615	0.675300148	-0.002219412	0.248109614	-0.052039344	0.389179607	0.10810728
ENSMUSG00000031585	0.829817318	0.267464628	0.52519845	0.03026593	0.158481	0.195671666
ENSMUSG00000031584	1.033246509	0.267141628	0.562124749	0.019180118	0.277542901	0.232928271
ENSMUSG00000050410	0.488942081	-0.055592621	-0.3099626	-0.530392631	-0.450208437	-0.513473123
ENSMUSG00000005611	0.844827307	0.244550408	-0.002527063	-0.346576966	0.159832604	-0.236120303
ENSMUSG00000055172	-0.174640628	-0.090842727	0.225951578	-0.134683986	0.025126237	-0.12520353
ENSMUSG00000030188	0.771994402	0.370910165	0.258131382	0.215814562	0.266829437	0.233530553
ENSMUSG00000023286	0.304350021	0.120236065	-0.193630802	-0.1648534	-0.239266705	-0.156253114
ENSMUSG00000023284	-0.173013589	-0.117184631	-0.179890264	0.196149662	-0.067923919	0.134249813
ENSMUSG00000037400	0.685696365	-0.136747339	0.091283249	0.011524045	-0.07346093	0.104003018
ENSMUSG00000030816	0.239391479	-0.008189842	0.057080395	-0.025309332	-0.050483062	0.006241466
ENSMUSG00000097093	0.783563818	0.084988561	0.149707968	-0.11623088	-0.077892349	-0.035021736
ENSMUSG00000042742	0.555422818	-0.12239065	-0.103837282	-0.362186386	-0.221931444	-0.305594152
ENSMUSG00000030180	0.482705963	-0.157323318	0.189051632	-0.191749916	-0.076068872	-0.10984317
ENSMUSG00000037408	0.669807259	0.015286848	0.299087934	0.235388322	0.294537715	0.364073725
ENSMUSG00000019471	0.43108801	0.057722969	0.154402679	-0.002262344	-0.097879345	0.028834016
ENSMUSG00000019470	0.35812762	-0.067023347	-0.218342447	-0.379573708	-0.295238903	-0.332934884
ENSMUSG00000092254	0.238908366	-0.055972384	0.224692937	0.098696552	0.04759694	0.174727438
ENSMUSG00000051098	0.313232033	-0.055498032	-0.181511757	-0.192751723	-0.151220506	-0.153880988
ENSMUSG00000027944	0.193208067	-0.279711505	0.018015858	-0.229019455	-0.23088099	-0.201494659
ENSMUSG00000027947	-0.459812088	0.406890391	0.560677927	-0.096497298	0.131297896	0.070516741
ENSMUSG00000027940	0.455435653263	-0.216737182211	-0.162718339526	-0.304237330053	-0.141829045526	-0.242037017053
ENSMUSG00000036867	0.30724516	-0.254044076	-0.377166134	-0.499970964	-0.160300671	-0.357283242
ENSMUSG00000027942	0.693775676	0.100428555	-0.001380267	-0.271899932	-0.051875594	-0.160528946
ENSMUSG00000031429	0.126964218	0.1457685	-0.010342284	0.127510789	-0.031431816	0.110784945
ENSMUSG00000048772	0.563606469	0.380959459	0.593312386	0.368792306	0.555856296	0.501493355
ENSMUSG00000031939	0.741647046	0.140430198	0.50312055	-0.143519582	0.042101817	-0.014471986
ENSMUSG00000031767	0.42154929	0.042383307	0.287086019	0.094677386	0.107779591	0.177957152
ENSMUSG00000026019	0.658142339	-0.136614185	0.035621043	-0.025697757	-0.106155705	0.035588724
ENSMUSG00000030814	0.607306330727	-0.174883882818	-0.0288365360909	-0.534828549182	-0.237290017909	-0.423887768636
ENSMUSG00000023068	0.821846525	-0.157384718	0.220040961	-0.507683901	-0.207030707	-0.351921044
ENSMUSG00000026012	0.311466231	-0.103472237	0.028267062	-0.153413165	0.062807	-0.136297651
ENSMUSG00000023067	0.742745936	-0.200516193	-0.131547026	-0.899297338	-0.423769592	-0.78905195
ENSMUSG00000023066	0.283542763	-0.09967013	0.271256503	-0.028851606	-0.070670098	0.046654362
ENSMUSG00000026017	0.658142339	-0.136614185	0.035621043	-0.025697757	-0.106155705	0.035588724
ENSMUSG00000092203	0.649164586	-0.112140583	-0.01589085	-0.233820845	-0.325145645	-0.281119507
ENSMUSG00000040797	0.517776244	0.959645965	0.337567007	0.267692372	0.386854115	0.334948101
ENSMUSG00000040795	0.359062203	0.12905605	0.225365269	-0.075452088	0.013150765	0.013287837
ENSMUSG00000025933	0.351720106	0.072688742	0.298642797	-0.24125135	-0.031133705	-0.163066006
ENSMUSG00000025937	0.517158331	-0.008778776	0.161212958	-0.314982751	-0.119014962	-0.223746394
ENSMUSG00000025935	0.675686945	0.108283932	0.630595213	-0.101932092	0.105891083	0.010880925
ENSMUSG00000056153	1.183971133	0.152340385	0.455019861	0.008133863	0.170826988	0.195307693
ENSMUSG00000025939	0.696511441	0.064834055	0.429460686	0.003814895	0.044600013	0.083201013
ENSMUSG00000073616	0.174418669	-0.097999033	0.320904803	0.057598033	0.230700564	0.154284661
ENSMUSG00000063882	0.4619917	-0.144370347	0.212939344	-0.136654972	-0.080107591	-0.04413233
ENSMUSG00000063884	0.44733125	-0.09549137	0.100827482	0.021834262	0.013589018	0.075104611
ENSMUSG00000063886	0.723904957	-0.023835751	0.202687118	-0.038540864	0.18012719	0.081631531
ENSMUSG00000063889	0.710406619	-0.031113475	0.145563402	-0.019563056	-0.035247131	0.067150421
ENSMUSG00000063888	0.119443652	-0.197383833	-0.055997569	-0.214086988	-0.251245598	-0.26164436
ENSMUSG00000009614	0.181177596	-0.189324654	-0.38604459	-0.49941204	-0.484007578	-0.53937718
ENSMUSG00000022623	-0.943780515	-0.017396202	-0.140632418	0.052627851	-0.317204375	-0.073287867
ENSMUSG00000022620	0.395931625	0.283584706	0.112378695	-0.038583439	0.201229027	0.054667841
ENSMUSG00000022621	0.079201154	-0.304961022	0.039903748	-0.248914673	-0.199438249	-0.23585672
ENSMUSG00000049577	0.69344892	-0.047587842	0.147755308	-0.198582703	-0.134466402	-0.102916609
ENSMUSG00000093126	0.794464953	0.16646954	0.445654647	-0.04208526	0.126404147	0.091155782
ENSMUSG00000069308	0.352383486	-0.171311347	-0.355983963	-0.273506138	-0.333290157	-0.29373047
ENSMUSG00000069309	0.352383486	-0.171311347	-0.355983963	-0.273506138	-0.333290157	-0.29373047
ENSMUSG00000069300	0.063109873	-0.191091849	-0.187083583	-0.129834705	-0.404786567	-0.189931689
ENSMUSG00000069301	0.063109873	-0.191091849	-0.187083583	-0.129834705	-0.404786567	-0.189931689
ENSMUSG00000069302	0.151822946	-0.11781062	-0.182125907	-0.062943475	-0.163487749	-0.075015745
ENSMUSG00000015337	-0.195980365	-0.110373104	-0.269109455	-0.279289106	-0.043559729	-0.269385503
ENSMUSG00000015335	0.575723155	-0.128276744	-0.174904288	-0.212632564	-0.288494627	-0.217217595
ENSMUSG00000085274	0.492195767	1.046097044	0.725980153	0.210168155	0.785649258	0.425221363
ENSMUSG00000046152	-0.261262639	0.082001385	0.039704966	-0.158376752	-0.289916997	-0.279139377
ENSMUSG00000055994	-0.036455221	-0.01040601	0.264666851	0.199050362	0.246753223	0.15717404
ENSMUSG00000096917	0.362959902	-0.12357358	0.049772516	-0.101880566	-0.176065787	-0.082531147
ENSMUSG00000047221	-0.008680057	-0.135338052	-0.322823184	0.023972537	-0.12912428	-0.027824331
ENSMUSG00000047227	0.325378462	-0.048791666	0.188763142	0.024255536	0.064070007	0.137430605
ENSMUSG00000038180	0.233272672182	0.0232181756364	0.185955873636	-0.245735828273	0.0774352875455	-0.167362176636
ENSMUSG00000038181	-0.040838086	-0.290113609	0.13600249	-0.091575166	0.067046508	-0.020825162
ENSMUSG00000036918	0.736825782	-0.014891126	0.420487848	-0.034527779	0.134027814	0.067854618
ENSMUSG00000038187	0.197827521	-0.039293863	0.017644886	-0.130633245	-0.294973202	-0.133887581
ENSMUSG00000045917	0.700876045	0.330086573	1.166167564	0.363588821	0.566808107	0.527585287
ENSMUSG00000036916	0.332029365	0.317784149	0.233084349	0.070838194	0.095656622	0.073118619
ENSMUSG00000042632	0.403059128	-0.105485881	-0.095520038	-0.304538133	-0.247422865	-0.248925424
ENSMUSG00000075511	0.883176121	-0.263322457	0.162817505	-0.291906332	-0.090581329	-0.105160599
ENSMUSG00000020712	0.138819393	-0.424383082	-0.233425322	-0.583682773	-0.821906657	-0.634071117
ENSMUSG00000075514	1.876109244	-0.250294621	0.441223506	-0.78936357	0.222530057	-0.354982558
ENSMUSG00000020715	0.742984457	0.330621643	0.311339043	-0.118253963	0.056977083	0.003187162
ENSMUSG00000020716	0.620327307	-0.13666579	0.128645454	-0.314997991	-0.158619848	-0.257860353
ENSMUSG00000020717	0.192548431	0.180160131	-0.175417265	-0.118698059	-0.027558472	-0.110830829
ENSMUSG00000020718	0.427042044	-0.170431231	0.223603139	-0.232640962	0.259580756	-0.07075813
ENSMUSG00000020719	0.519513188	-0.182232767	0.062393946	-0.392740822	-0.222198393	-0.331368757
ENSMUSG00000002055	0.164884314	-0.147201833	0.028672662	-0.012525171	-0.228522162	-0.060328625
ENSMUSG00000053253	0.651412663	0.208772493	0.388030326	-0.069102683	0.229843894	0.104032265
ENSMUSG00000002052	0.277562721	0.020001687	0.125811273	-0.144488702	-0.107311465	-0.103957043
ENSMUSG00000007570	0.445413225	-0.470992683	-0.432859115	-0.47176358	-0.258437352	-0.307387596
ENSMUSG00000043549	0.808791784	0.380991862	0.40581132	0.530113508	0.631529141	0.695004924
ENSMUSG00000034848	0.26622703	0.079476554	0.172123735	-0.287963411	-0.159220844	-0.187511436
ENSMUSG00000043542	0.1875888	0.309451957	0.297254346	0.100873682	-0.131214088	0.047532171
ENSMUSG00000046791	0.434970052	-0.121647425	0.030984415	-0.186766488	0.01848774	-0.081879142
ENSMUSG00000046792	0.935170198	0.080273955	0.304215455	-0.103164451	-0.061348633	0.000446589
ENSMUSG00000013275	1.091735217	0.16602098	0.432241418	-0.13308149	0.193027355	0.018804607
ENSMUSG00000035469	0.866849964	0.678145273	0.781042437	0.234636256	0.326360826	0.359035528
ENSMUSG00000038982	0.246592201	0.018584535	-0.004851722	-0.131356586	-0.221031524	-0.169123273
ENSMUSG00000072889	0.285391269	-0.032120277	-0.072611997	0.033547964	0.007177589	0.117052378
ENSMUSG00000069874	0.1224217805	-0.477990245	-0.138514277	-0.217840785	-0.116640992	-0.2164927605
ENSMUSG00000054400	0.668977698	0.324470026	0.466534561	0.234906011	0.274183191	0.365348684
ENSMUSG00000028277	0.981378196	0.362236591	0.945545371	0.300945103	0.55048177	0.612253121
ENSMUSG00000064302	0.091714135	-0.175406514	-0.187385425	-0.190139466	-0.339396452	-0.243974398
ENSMUSG00000028274	0.392871731	-0.020283717	-0.057578959	-0.143618261	-0.045732909	-0.08322847
ENSMUSG00000028273	0.670309689	-0.064802543	0.472292867	0.063703903	-0.017339519	0.14468597
ENSMUSG00000028271	0.34459559	-0.278357429	-0.215374152	-0.227896659	-0.433933005	-0.284380746
ENSMUSG00000018796	0.458040469	-0.098107737	-0.093249475	-0.22993273	-0.235678902	-0.164202689
ENSMUSG00000034354	0.862335642	0.335354167	0.478152254	-0.102132659	0.097066302	0.064406525
ENSMUSG00000049916	-0.197591383	-0.063714521	-0.145657124	-0.143052227	-0.170711079	-0.235395967
ENSMUSG00000052253	0.056041629	-0.231475655	0.001163587	0.017372962	0.060659198	0.07788505
ENSMUSG00000028124	0.942853248	0.476975635	0.524395498	0.007479032	0.066464301	0.159114953
ENSMUSG00000052707	0.825277808	0.142568012	0.648151179	-0.137243061	-0.211545725	-0.083383064
ENSMUSG00000092416	0.254502584	0.382120185	0.01096655	0.160176612	0.268234472	0.205068083
ENSMUSG00000092417	0.940824581	-0.108656347	-0.120529668	-0.243074636	-0.108267229	-0.119365546
ENSMUSG00000077612	-0.46666157	1.283057292	0.044618504	0.600153019	0.525054191	0.547200781
ENSMUSG00000077404	0.167585673	0.45198516	0.202698276	-0.264799403	0.881335026	0.064234304
ENSMUSG00000078640	-0.5802911	-0.490197648	-0.549045235	-0.192947024	-0.246150066	-0.232783453
ENSMUSG00000045268	0.317850439	-0.057816303	-0.120065658	-0.069644237	-0.151869961	-0.06162811
ENSMUSG00000087601	0.153136486	0.250038958	0.078895956	-0.077047857	-0.106036082	-0.115608003
ENSMUSG00000031755	0.302965099	0.086945525	0.113776833	0.017896084	-0.182076502	0.011283737
ENSMUSG00000014195	0.426241687	-0.135089831	-0.129722243	-0.506848703	-0.519266419	-0.533391212
ENSMUSG00000004446	0.274659082	-0.217928202	0.048631893	0.061556287	0.288388742	0.123451907
ENSMUSG00000035513	0.37177391	0.171046007	0.343614201	-0.435212339	-0.407113361	-0.366123854
ENSMUSG00000064168	-0.18681797	-0.27471038	-0.171408805	0.035779819	0.037992227	0.015374739
ENSMUSG00000032119	0.288075771	-0.216546297	-0.093285907	-0.178888899	-0.148786545	-0.13432015
ENSMUSG00000032449	0.142756473	0.016024476	-0.039680599	0.061796382	-0.078596156	0.115106809
ENSMUSG00000032349	0.312629175	0.047853697	0.011067478	-0.203128051	-0.161609304	-0.164221165
ENSMUSG00000032113	0.275012428	-0.058614926	0.42992438	0.101453246	0.299601741	0.217504952
ENSMUSG00000032112	0.556831208	0.028083995	0.258781147	-0.108391949	0.151650126	-0.001088346
ENSMUSG00000032115	0.819656482	0.084752221	0.184595803	-0.013858597	-0.032883276	0.096473985
ENSMUSG00000032116	-0.001134502	-0.157980001	-0.21073533	-0.133595715	-0.307200955	-0.143542117
ENSMUSG00000044794	-0.043854312	-0.26451346	-0.247941453	-0.238085513	-0.326954682	-0.251683437
ENSMUSG00000044795	0.171717749	-0.102589391	-0.021969715	-0.168351476	-0.169766918	-0.116852708
ENSMUSG00000054708	0.124756146167	-0.419164919167	-0.269918657667	-0.630397836333	-0.566060431167	-0.629750345
ENSMUSG00000044791	1.223332332	-0.13421536	0.260571538	-0.377536838	-0.093896049	-0.137631661
ENSMUSG00000001506	-0.535730891	-0.463139862	-0.198279209	-0.513400283	0.081732173	-0.354612187
ENSMUSG00000054702	0.355180982	-0.014267967	0.366451226	0.052703637	0.237494255	0.155560376
ENSMUSG00000084806	-0.145825921	-0.389634535	-0.624544056	-0.230668734	-0.508060959	-0.306570971
ENSMUSG00000084807	-0.472580427	-0.240929982	-0.372466618	0.120742852	-0.160758699	0.008412961
ENSMUSG00000084805	-0.622867468	-0.065346414	0.087806346	0.072444032	0.26073052	0.196990061
ENSMUSG00000073987	0.347195403	0.471442671	0.539919846	0.398090359	0.629492691	0.500554436
ENSMUSG00000020483	0.501392183	-0.315577162	-0.102363172	-0.529173982	0.014659316	-0.328666975
ENSMUSG00000019261	1.138419012	0.04707455	0.274355095	-0.298920442	0.138789624	-0.072135902
ENSMUSG00000084808	0.837018014	0.87349542	0.568356546	0.080912254	0.402321573	0.208586503
ENSMUSG00000092060	0.849224871	0.025111436	0.599688684	-0.030333741	0.172276279	0.136501882
ENSMUSG00000036721	0.147003767	-0.022707105	0.123731318	-0.032626357	0.320723371	0.04741806
ENSMUSG00000017550	0.159654811	-0.035145522	0.178721579	-0.011250168	0.041736227	0.051599473
ENSMUSG00000017221	0.223028853	-0.028795667	-0.109425142	-0.088466285	-0.25525783	-0.122947976
ENSMUSG00000079511	0.462505566	-0.134702809	-0.251242071	-0.436436678	-0.449787729	-0.457431048
ENSMUSG00000024712	0.822006488	0.129350803	0.564471666	0.127843194	0.232502189	0.330214765
ENSMUSG00000029007	0.488737855	0.731577833	0.321432893	-0.018986921	-0.068556237	0.022032909
ENSMUSG00000060510	0.602217264	0.542586672	0.085820796	-0.002581874	0.163798602	0.066285931
ENSMUSG00000038517	0.252568311	0.387899997	0.4179364	-0.098401817	0.156496631	-0.079492111
ENSMUSG00000060519	0.39278449	0.09325712	0.221498219	-0.189836393	-0.34183305	-0.210061005
ENSMUSG00000040747	-0.353629181	0.016354466	0.263977185	0.742143453	0.401594672	0.662558
ENSMUSG00000071757	0.122262872	0.505955776	0.371675494	0.358072799	0.238690821	0.348646441
ENSMUSG00000085154	0.109825461	-0.273149643	-0.04071031	-0.223422648	-0.094307206	-0.205673774
ENSMUSG00000033411	1.045226045	0.100215345	0.307838461	-0.173579167	0.07578586	-0.042788952
ENSMUSG00000044134	0.921048954	-0.047128123	0.331085444	-0.02628304	0.213968149	0.143285917
ENSMUSG00000033917	-0.109013586	-0.066054621	0.156040419	-0.047341721	-0.211281505	-0.112524845
ENSMUSG00000028309	0.589164872	0.20528182	0.183514074	0.024574749	0.128284963	0.089950342
ENSMUSG00000026718	0.437494285	-0.251526232	0.134107842	-0.331347385	-0.177411209	-0.316305958
ENSMUSG00000010025	0.164889658	-0.240415711	-0.203223405	-0.332870079	-0.401899307	-0.344367335
ENSMUSG00000029208	0.583584764	0.274778672	0.209323117	0.23003872	0.299671403	0.263578532
ENSMUSG00000030766	0.314772131	0.11429932	0.327354393	0.02937302	0.193631636	0.204694997
ENSMUSG00000038518	0.725457858	-0.31381931	-0.10030756	-0.7119926	-0.444294386	-0.577047685
ENSMUSG00000041560	0.044475198	0.092213339	0.292047139	-0.13254923	-0.138613441	-0.068338737
ENSMUSG00000030761	-0.3401833064	-0.2503969178	-0.0044982184	0.0887001582	-0.0734193952	0.0265377448
ENSMUSG00000024570	0.677017624	0.264044795	0.438386117	0.037945708	-0.007452725	0.109118728
ENSMUSG00000050627	0.726311223	-0.111227048	0.15217107	0.004753665	-0.031898354	0.038241011
ENSMUSG00000024576	0.60484501	-0.162629913	0.311360304	-0.118017377	-0.104724158	-0.060988717
ENSMUSG00000050628	0.181746398	-0.240135096	-0.381753157	-0.457912991	-0.40444334	-0.431134892
ENSMUSG00000060475	0.70606513	-0.09241022	0.151494555	-0.106886248	0.026970991	-0.015112321
ENSMUSG00000065954	0.918447565	0.284811127	0.476386222	-0.134479648	0.295035171	0.094022236
ENSMUSG00000060477	-0.080136968	-0.321235237	-0.254713162	-0.124280508	-0.292427087	-0.220512974
ENSMUSG00000003865	0.394102958	-0.350175481	-0.368798715	-0.464166096	-0.401242258	-0.452604614
ENSMUSG00000038611	0.669171959	0.036082446	0.39283046	-0.131926753	-0.09663023	-0.064493683
ENSMUSG00000038612	0.761963778	0.182208327	0.29108655	-0.021694004	0.01549364	0.050818788
ENSMUSG00000081816	-0.100893975	-0.052606311	0.388780231	0.105366803	0.371240099	0.158737445
ENSMUSG00000038615	0.320118774	-0.268826734	-0.306930267	-0.356308697	-0.375630814	-0.361436613
ENSMUSG00000003863	0.659269194	-0.177640293	0.16577848	-0.356282167	-0.040960238	-0.250067888
ENSMUSG00000038618	0.494574819	-0.285898953	-0.025032574	-0.437299453	-0.298702301	-0.399754855
ENSMUSG00000086236	0.194052656	-0.064480824	-0.008858881	-0.043787584	0.109084114	0.004471715
ENSMUSG00000003868	0.394102958	-0.350175481	-0.368798715	-0.464166096	-0.401242258	-0.452604614
ENSMUSG00000097131	0.481180225	0.145168784	0.142245442	-0.092282899	-0.123305073	-0.063265571
ENSMUSG00000059706	0.661332928	-0.056579088	-0.045764952	-0.383145651	0.106086428	-0.257484198
ENSMUSG00000007379	0.341070077	0.058958937	0.136407777	0.027271206	0.196798957	0.132240888
ENSMUSG00000059708	-0.220789408	-0.478222945	-0.445118972	0.176439919	-0.265359108	-0.009731567
ENSMUSG00000041308	0.639686659	0.056848736	0.316061122	-0.152977498	0.497266162	0.052929437
ENSMUSG00000041303	0.504835103	-0.136246324	-0.020894295	-0.232679311	-0.148709624	-0.24035221
ENSMUSG00000031976	1.155705115	0.314540525	0.881614017	0.079880717	0.376929639	0.293261057
ENSMUSG00000031974	0.2453618	0.141418678	0.521897368	0.104883313	0.196094813	0.235553512
ENSMUSG00000031971	0.781301924	-0.01599055	0.293089731	0.049881304	0.305555597	0.190323916
ENSMUSG00000045482	1.12983817313	0.377218721	0.80130288225	-0.00801962425	0.329086564875	0.2157386935
ENSMUSG00000093337	-0.029997784	0.068647187	-0.312197276	-0.022294145	0.035359992	-0.012858724
ENSMUSG00000031979	0.501034935	0.201545714	0.494904437	-0.0951206	0.18202532	0.02253715
ENSMUSG00000081601	-0.393624947	-0.297376299	-0.008778506	0.06545159	-0.210346313	0.075807539
ENSMUSG00000030374	1.38739282	0.420129614	1.152073347	0.072130522	0.579992602	0.448532683
ENSMUSG00000029204	-0.03654075	-0.357405651	0.076576253	-0.226820479	-0.070204122	-0.144892912
ENSMUSG00000085042	-0.391689896	-0.167872355	-0.221688499	-0.14347885	-0.305007206	-0.055299742
ENSMUSG00000085511	-0.061141804	-0.185289303	-0.358013428	-0.61871348	-0.286379164	-0.651837943
ENSMUSG00000027001	0.578623631	-0.166818542	-0.12666156	-0.368110016	-0.235019517	-0.287379769
ENSMUSG00000014859	0.278499387	-0.078782944	-0.115299192	-0.099189404	-0.313096056	-0.186730368
ENSMUSG00000027007	0.770447594	0.219201791	0.54609055	0.227946737	0.105668629	0.374319235
ENSMUSG00000027006	0.595008844	0.271114721	0.345101276	0.061138218	-0.04520646	0.119938676
ENSMUSG00000027009	0.289923348	-0.137509273	-0.169774296	-0.481097787	-0.346524525	-0.479259771
ENSMUSG00000014856	0.417157567	0.088591978	0.052837589	-0.00570734	-0.053990342	0.038891119
ENSMUSG00000014850	0.597756916	-0.047123286	0.226729899	-0.196444073	-0.104948849	-0.089899939
ENSMUSG00000056708	0.2509281465	-0.1425143265	0.0291255145	-0.07424025575	-0.012641173	-0.0135244455
ENSMUSG00000022014	-0.190594581	-0.11529723	-0.311736305	0.661916192	0.052160859	0.453979867
ENSMUSG00000022016	0.700999201	-0.090659897	0.097692863	-0.26032137	-0.060589757	-0.115577411
ENSMUSG00000032342	0.78008414	0.254766465	0.217683505	0.059573836	-0.165781939	0.106455436
ENSMUSG00000022013	-0.752142162	-0.569773465	0.300137661	-0.715992833	-0.542439393	-0.625905573
ENSMUSG00000022019	0.9300166	0.025319604	0.544459129	0.279569612	0.673443945	0.394749495
ENSMUSG00000022018	0.265504855	-0.04339804	-0.057426311	-0.396098378	-0.229540811	-0.334705281
ENSMUSG00000031392	0.923689903	-0.260471808	0.74239853	0.137444121	0.34189274	0.383250736
ENSMUSG00000031393	0.687272799	-0.075199525	0.222458668	-0.030138658	0.064754773	0.105707397
ENSMUSG00000031391	0.151060603333	-0.387292790667	-0.107002620667	-0.21785983	0.0698457226667	-0.203423484
ENSMUSG00000006423	0.195945667	-0.3587075746	0.0652160988	-0.1473399464	0.0715988406	-0.1208191336
ENSMUSG00000031398	0.558248007	-0.069981794	-0.015398819	-0.158979075	-0.151586905	-0.155856228
