Gene name	Ikaros/Control_0h	Ikaros/Control_2h	Ikaros/Control_6h	Ikaros/Control_12h	Ikaros/Control_18h	Ikaros/Control_24h
ENSMUSG00000030330	0.0302780180485	-0.0366126570048	-0.0255475317178	0.0320884622329	-0.0279283900942	0.0295544013028
ENSMUSG00000030335	0.138396328746	-0.0232071588818	-0.039283712325	-0.0681788004553	-0.0706227962702	-0.0673400082526
ENSMUSG00000070808	0.0111302870188	-0.000204698114806	-0.110720772105	-0.111221726995	-0.0471554886706	-0.111329825451
ENSMUSG00000030035	-0.0188065383746	-0.0757964931656	-0.0905071257478	-0.0735878079498	-0.0897891840491	-0.0864287345534
ENSMUSG00000051246	-0.107732314479	-0.0142680750863	-0.0291022463615	0.0204113836681	0.0140749339867	0.0439041917736
ENSMUSG00000022051	0.196824360868	-0.0127626858193	-0.00854424459713	-0.0960847980107	-0.0181204552344	-0.0695000794429
ENSMUSG00000022052	0.0647265386495	0.0858433611166	0.147243176953	-0.0181906021385	-0.00429802683039	-0.00258338088049
ENSMUSG00000029001	0.125875697882	-0.024333482954	-0.0248106927156	-0.122604018891	0.0119387408868	-0.107786640296
ENSMUSG00000031683	0.0978157463689	-0.0406305367118	-0.00898805210986	-0.0938295843015	-0.0712880321033	-0.0877205923976
ENSMUSG00000038264	-0.0412344478805	0.0700908169983	-0.0554988019923	-0.0715592425247	-0.0734307876703	-0.0917681329755
ENSMUSG00000038267	0.0541665758277	-0.0563482232856	0.0191404507087	-0.00707982411028	-0.0571894390184	-0.00164030021109
ENSMUSG00000026979	0.154304508025	0.0281899877705	-0.0314190465758	-0.154347817891	-0.0312573604678	-0.14184460792
ENSMUSG00000026977	0.0865464194604	0.139877494447	0.0751813829556	0.0762943653186	0.105658950261	0.101043517587
ENSMUSG00000026974	0.335639056177	0.0247539670492	0.167152889369	-0.0327502163456	0.0408183039575	0.0281823415359
ENSMUSG00000026975	-0.00657203303687	-0.0291242835588	-0.0663228385842	-0.104374384075	-0.138402009138	-0.138747112025
ENSMUSG00000038268	0.0781491996921	0.039857691908	0.0758197766547	0.0447169106491	0.0413811103305	0.04384095701
ENSMUSG00000028758	0.284441635315	-0.00716799874407	0.0662497240956	-0.0265140746564	0.0588136891997	0.0303165473178
ENSMUSG00000085882	0.196905128346	0.10323762729	0.135161055052	0.0117679996917	0.0692056932581	0.0584155717256
ENSMUSG00000025586	0.0748785754223	0.0105454804101	0.238317700986	0.255812515608	0.225308735306	0.262469936121
ENSMUSG00000028755	-0.241718745283	-0.0246893017072	-0.205985989204	-0.0394846147529	-0.228643343901	-0.0947449678615
ENSMUSG00000028756	0.129589819939	0.0475630477644	0.0331815122314	-0.0579396464946	0.0732101273255	-0.0192169180114
ENSMUSG00000028757	0.0644528441027	0.052655701376	0.0408920200652	0.0908253403409	0.057728329615	0.0553871457396
ENSMUSG00000025583	0.0414856866416	0.0327081996049	0.016210030232	-0.0563989183376	-0.0641058861331	-0.0583196319886
ENSMUSG00000025580	0.175904797989	0.0395546526126	0.0538705633922	-0.0324288241679	-0.0157302703313	-0.00922239941791
ENSMUSG00000029911	0.0977313793799	-0.011447395749	0.0229449703681	-0.031325555245	-0.03554941604	-0.0201275561492
ENSMUSG00000020935	0.0561134650626	-0.00334287963572	0.00868881118576	-0.0126023831937	-0.010741037565	-0.00450461273634
ENSMUSG00000066170	0.160280180492	0.0191054892139	0.00103860240348	-0.00768899832929	-0.000896696613835	-0.000224112841129
ENSMUSG00000006179	0.0990249404874	0.0211057078998	0.0596875267197	0.0378750592352	0.0432749652427	0.0517878311161
ENSMUSG00000095105	-0.175442218765	0.0157998189115	-0.124793270083	0.0669291420801	-0.0539780815441	0.0339523015581
ENSMUSG00000020694	0.084327757322	0.00793080241066	0.0266755535719	0.0477356969532	0.0025087485168	0.0480497278049
ENSMUSG00000020697	0.239736074485	0.0435831142542	0.109581336872	0.0135287866061	0.067587420251	0.0522851705491
ENSMUSG00000020691	0.0521099249869	0.0045652428674	-0.0242462853398	-0.0319410757884	-0.0144218574103	-0.0185910662883
ENSMUSG00000020698	0.078137429765	0.00552987372248	0.0656302312152	-0.0513993571562	0.000588722249294	-0.0209739239079
ENSMUSG00000046567	0.074707891195	-0.0181656963655	0.131546318516	0.0592420834935	0.0627290384943	0.0833169971583
ENSMUSG00000043262	-0.01561288071	-0.0782151334188	-0.0157914376293	-0.106416527232	-0.0739710722889	-0.105710378773
ENSMUSG00000052533	0.257926313568	0.0327291982107	0.11056021707	-0.0397259092369	0.0512511950125	0.0102888524779
ENSMUSG00000052539	-0.205863879052	0.103329298624	0.0640828935864	0.239066000199	0.0349739743894	0.153395233427
ENSMUSG00000037965	0.157901287221	0.0818258478553	0.103486350579	0.0242918696847	0.0485811694453	0.0567427979432
ENSMUSG00000037960	0.115130837142	-0.00167582778011	0.0228943530043	-0.0211912534048	0.0111667600733	0.00931537527145
ENSMUSG00000092593	0.0895804971222	-0.0533657671672	-0.00850311232534	-0.0920725973107	-0.0553468156691	-0.0744002687826
ENSMUSG00000038880	0.158917104184	-0.0513551384226	-0.026510216497	-0.1323158703	-0.0848701062797	-0.120208038406
ENSMUSG00000038884	0.0842942171454	0.0268646607401	-0.00631513960018	-0.129583046948	-0.0906688142259	-0.124151871118
ENSMUSG00000092595	0.163756611599	-0.0342679528193	0.0673870322555	-0.0699981895443	-0.0494444123995	-0.0414318663309
ENSMUSG00000038886	0.456712661255	-0.0245789186047	0.122158295182	-0.0637423699038	0.0145194161864	0.0152403733031
ENSMUSG00000087011	0.138985959317	-0.0191019289728	0.258601656461	0.123462774738	0.172190716529	0.142122758939
ENSMUSG00000045031	0.106815228752	-0.0586898683197	0.0311172819938	0.0271207494083	-0.0192316666355	0.0233265665839
ENSMUSG00000028530	0.0752134828547	0.0078179663523	-0.0125568484401	-0.0347001598444	-0.0120413799728	-0.0236218858855
ENSMUSG00000097220	-0.121170420991	0.0673703073503	-0.0767787728262	0.00964427350751	-0.0535277749737	-0.018238665725
ENSMUSG00000025058	0.174698652475	0.0683122729593	0.00106540228281	0.0689621687301	0.0250070407744	0.0599122881416
ENSMUSG00000025059	0.206846791288	-0.0150683465116	-0.00394306213154	-0.0967042437158	-0.0405932768418	-0.0794876626713
ENSMUSG00000025728	0.11878926376	0.112770325671	0.0147180354693	-0.0353472001693	-0.0178129545822	-0.0151725638842
ENSMUSG00000032309	0.102747415904	0.0288723580307	0.199256124459	-0.00284348014714	0.0291012007055	0.0334827780842
ENSMUSG00000021610	0.153840738782	0.104267281971	0.123110087875	0.0711849122625	0.0375959258976	0.0885486007046
ENSMUSG00000021611	-0.0708507348007	0.0365816102221	0.0358948878167	0.0574100882957	-0.0596997609122	0.0246290618139
ENSMUSG00000021615	0.087621399305	-0.0367815991068	-0.0181512941788	-0.0495720291279	-0.0194605177958	-0.0319920652604
ENSMUSG00000032652	0.239043149964	-0.00494793377172	-0.0581086284098	-0.101719889853	0.0674383698225	0.0119446546341
ENSMUSG00000032301	0.133386469811	-0.0386088335573	0.0192984164627	-0.0492631215493	-0.0304579128593	-0.0401165657883
ENSMUSG00000039130	0.000592351053941	-0.0114329290492	-0.00127876595649	-0.0196244351064	0.0539267902428	0.010634251115
ENSMUSG00000021619	-0.033739995403	0.0181177160908	-0.0600121262858	-0.0285086175898	-0.159848151158	-0.0857925396463
ENSMUSG00000032305	0.0258124504079	0.122501097825	0.051031305031	0.0926109438482	0.0624116158922	0.0787991107946
ENSMUSG00000032307	0.304723965085	0.190327292613	0.109233826728	0.0376617860999	-0.020057050509	0.0545015838959
ENSMUSG00000061322	0.129057326459	0.0325758537249	0.03973696113	-0.0025337215065	-0.0132427772552	0.0166640191374
ENSMUSG00000054823	0.116834445801	-0.0803384732591	0.031631988269	-0.0619959050239	-0.0378845702726	-0.0364174856242
ENSMUSG00000029249	0.139403622688	-0.0251094137068	0.0387112563026	0.0267041561247	0.0282783097378	0.0455943410328
ENSMUSG00000022528	0.107800105198	0.0203017570093	0.0332866574283	-0.00449523045562	0.0296570211602	0.0147103720139
ENSMUSG00000053914	0.09245897671	-0.0166362899837	-0.0417071682536	-0.0336791245034	-0.0616373191997	-0.027780959105
ENSMUSG00000053916	0.103394042214	0.0100157673542	0.053212417488	-0.0185103560772	-0.0567786922442	-0.0122871678212
ENSMUSG00000074178	0.229887225481	0.102411271631	0.106814663369	0.0536912169992	0.0935355344271	0.0989174183755
ENSMUSG00000021809	-0.0753856668001	0.0406399616254	0.018011563614	0.079203774311	0.0170380205925	0.0772994519343
ENSMUSG00000021807	0.0505256742402	0.0639464306142	0.0253944505092	-0.038796267664	-0.0188338414251	-0.0280467937935
ENSMUSG00000021773	0.0199738220173	-0.0671711054008	-0.0373306307325	-0.0649485906555	-0.00687728046972	-0.0531708383166
ENSMUSG00000021775	0.15278654521	-0.0137607970702	0.0261429606242	-0.0486111311692	-0.0240174706356	-0.028230611302
ENSMUSG00000049036	-0.0551933081185	-0.24681691319	-0.175501004924	-0.341713635472	-0.262297203944	-0.362628656922
ENSMUSG00000049038	-0.0426612953543	-0.0130117071895	-0.0538677137505	-0.00684412250796	-0.0328108137073	-0.0175888487322
ENSMUSG00000068663	0.0163559773881	-0.0102711025221	-0.0230432447817	0.0449301600608	0.0130661307619	0.0486450593617
ENSMUSG00000078812	0.0891740482217	-0.043991340519	-0.0430531995555	-0.0672662181294	-0.0422001381113	-0.0567109000892
ENSMUSG00000078813	0.0164777366052	-0.0652019919985	-0.0423248903989	-0.0406185098892	-0.0307998358648	-0.0411152152527
ENSMUSG00000033306	-0.0456735880675	0.111470329263	0.0371575763458	0.242234916565	0.180881728542	0.197424722925
ENSMUSG00000002205	0.0596565994108	-0.0123400890855	0.00772817775715	-0.00954677067902	-0.0173992026046	-0.00213137663192
ENSMUSG00000036155	0.0860723594555	0.0981097992146	0.539245036487	0.346074165185	0.622257459371	0.492091355078
ENSMUSG00000056682	0.173635196519	0.0597011351857	0.106284103725	-0.0253719157433	0.030030797897	0.00876420986891
ENSMUSG00000050295	0.283119168809	0.100655687085	0.320289636318	-0.118546055432	0.0335443069291	-0.0430250032659
ENSMUSG00000086504	0.103171415975	-0.0395329798131	0.0225913862371	-0.0286786759042	0.00654618297063	-0.00877920057611
ENSMUSG00000086501	-0.0819424423516	-0.0727670624878	-0.0648252028549	0.0566521842891	0.00937888377871	0.0434293858808
ENSMUSG00000038467	0.0711034404447	-0.00875748967834	0.0433091205925	0.0081842726192	0.00479716483996	0.0286484952363
ENSMUSG00000044072	0.0211379891649	0.0401973391245	0.0644714989131	0.0477754332304	0.0576685730827	0.055095664973
ENSMUSG00000030654	0.0631147496586	-0.0250813132528	-0.0386021540105	-0.060213643058	-0.0332009435093	-0.0477377653772
ENSMUSG00000030655	0.103573939875	-0.030385472793	-0.0151487859343	-0.0548652795633	-0.0457568026378	-0.041409367169
ENSMUSG00000097613	0.0597786596851	0.00741881747279	-0.00852223226764	-0.0737411046585	0.0368591865374	-0.0411625384784
ENSMUSG00000030653	0.170223198368	-0.0261329703449	0.0975816923369	-0.099051729821	0.0265260308553	-0.0706454787903
ENSMUSG00000036371	0.03597268884	0.0219662305313	0.0421337272096	0.0224153339283	0.0175144402185	0.0372361958311
ENSMUSG00000022878	-0.0489262446114	0.143855951	-0.150799278292	-0.0213108510398	-0.0305265378824	-0.0660976511001
ENSMUSG00000014077	0.118717093192	-0.0272323333501	0.0744665593298	0.0207760360833	0.030638084635	0.0418652548037
ENSMUSG00000014075	-0.0339999405539	-0.0815585579611	-0.112061296536	-0.0285656467672	-0.0404350411215	-0.0424974526842
ENSMUSG00000041130	0.0455321410499	0.0154026732659	0.000271831198564	-0.0303747312492	-0.0601042728617	-0.035348464381
ENSMUSG00000041645	0.0471634047374	0.0373104606074	-0.00848167219023	-0.00603135999453	-0.0256470727748	-0.00297281908235
ENSMUSG00000041132	0.0979721609386	0.0649828251683	0.127629319931	-0.00183102690715	0.0635627707578	0.0218548553343
ENSMUSG00000041135	0.108297775664	-0.0359707286092	0.0224306265005	-0.0398288207089	0.0141660430637	-0.0110408122
ENSMUSG00000022876	-0.0118414221772	-0.024669936181	-0.107451606204	-0.0583623764221	-0.0910604511539	-0.0764159491281
ENSMUSG00000076435	0.234556273932	0.00988414547159	0.0884972702039	-0.0182458787842	0.0461271918527	0.0199411803059
ENSMUSG00000076432	0.083582983707	-0.068996475727	-0.0475479800758	-0.0713355394718	-0.0507682569907	-0.0569230173801
ENSMUSG00000038797	-0.0177392964135	-0.0370043111154	0.000598673817457	-0.00186953246323	-0.0113681097247	-0.00584132241898
ENSMUSG00000040669	0.382333738792	0.0480999949161	0.188091164051	-0.0510155498956	0.137946164258	0.0292462404673
ENSMUSG00000072723	-0.0133410848136	-0.0867558681398	0.0413307267829	-0.0443773573573	-0.00305905169243	-0.0224447861451
ENSMUSG00000059518	0.0666885413923	-0.00201195283768	0.046738074562	0.0109737406646	-0.00412353529874	0.0255020460347
ENSMUSG00000027346	0.257514848828	0.0230927539856	0.0559143245285	-0.0164005361242	0.0367356725279	0.0185788377859
ENSMUSG00000048347	-0.112098038007	0.0636129895821	-0.0582397891815	0.0214834943436	0.091583520532	0.038115049435
ENSMUSG00000027341	0.0392884121692	-0.0383144155284	-0.0830247632526	-0.0896152746757	-0.101997768718	-0.0942432284828
ENSMUSG00000027618	0.0734598007778	-0.0268163116246	-0.0148965188149	-0.116422211669	-0.1262386106	-0.120313325639
ENSMUSG00000027349	0.0185062665793	0.0296075090231	0.0329133854358	-0.0454032587859	-0.065776869182	-0.0568974011476
ENSMUSG00000014402	0.086381369196	0.0523530593966	0.148503694365	0.0317757993977	0.0843494168436	0.0777483079259
ENSMUSG00000090698	0.0147128562267	0.00982881234105	0.0911196812694	0.00562237234831	-0.0601397906128	0.0138572477194
ENSMUSG00000062661	0.0230582694848	-0.0340750807995	-0.0431993641117	-0.0440629204554	-0.0290249768023	-0.0492680148423
ENSMUSG00000055403	0.0970504705437	0.21576417736	0.0532360117925	-0.0103258867187	0.0545488063587	-0.0125720799099
ENSMUSG00000050439	-0.00307643355189	-0.0806172993065	0.043402497376	-0.0755820044815	0.0773943983296	-0.0560219187911
ENSMUSG00000037351	0.0512783335492	0.000842666908282	-0.0136130090015	-0.0096629577288	-0.0273611338196	-0.00906305987857
ENSMUSG00000030432	0.0343121292576	-0.0318133309923	-0.0471731530606	-0.0388088386207	-0.0528530056915	-0.0451474692562
ENSMUSG00000037353	0.219404952895	0.101901123744	0.126897466106	-0.00409073351402	0.033555692649	0.0172379734121
ENSMUSG00000037355	0.074803858331	-0.0259917257232	0.0447549271138	-0.0545542618838	-0.0459211785618	-0.0338183180967
ENSMUSG00000092279	0.0939914323019	-0.183465481571	-0.103182199838	-0.139562123382	-0.0881623668238	-0.154139083035
ENSMUSG00000092277	-0.0160246723508	-0.0418151832981	-0.0587029847945	-0.00588838507606	-0.0970655695283	-0.0431179333265
ENSMUSG00000096968	-0.00352134479783	0.0151295768503	0.0629881158714	-0.000320607021636	0.0540894268574	0.0117932693541
ENSMUSG00000096969	0.0924265103652	-0.00195691765694	-0.0319157160811	-0.120152193386	-0.0578956860133	-0.105980755489
ENSMUSG00000096960	0.100895054414	0.0401696374141	0.0538761386349	-0.0216623399872	0.0813366032817	0.0139349979617
ENSMUSG00000027963	0.0243804602363	-0.0227478871749	0.0876303125034	-0.0349465566543	0.0229054451406	-0.0171844842105
ENSMUSG00000048755	0.0774937616638	0.0942510652698	0.0237327717088	0.00186414003806	0.0281671422429	0.0206896743656
ENSMUSG00000027968	0.178660700528	-0.0111447500615	0.0336199011718	-0.0606502686799	-0.016360051645	-0.0386599035052
ENSMUSG00000051124	0.170532895343	-0.0736008491716	0.00576958913739	-0.0956295029004	-0.0327352243888	-0.0782589882464
ENSMUSG00000031216	0.27703426983	0.0233177161743	0.0893413324165	0.0045256078372	0.0983580143418	0.0629258797505
ENSMUSG00000090523	0.10855408237	-0.0570973653467	0.0033986464265	-0.159516567399	-0.0299455011377	-0.14548117719
ENSMUSG00000031749	0.0501647751445	0.00323593797074	0.0788872534856	0.0340331337997	0.0207947283682	0.0430164105804
