Prot_name	Ikaros/Control_0h	Ikaros/Control_2h	Ikaros/Control_6h	Ikaros/Control_12h	Ikaros/Control_18h	Ikaros/Control_24h
Skiv2l2	-0.00820353142282651	0.0308249945962919	-0.016147018214818	0.147007221373944	0.0777490105945172	-0.113844109462456
Chmp4b	0.0212582962636618	-0.0561306162636232	-0.00918843214797903	-0.0707201621314231	0.0274836980469218	-0.0185058541583078
Slirp	8.76353269163267e-05	0.000834163629723053	-0.0695959188318728	0.0436414630786047	0.135485518085319	-0.0793341663937996
Psmb3	-0.0476239293364502	-0.0520202187124635	0.01280602918702	-0.0462103011407674	-0.066926430477374	-0.000388470510234245
Copb2	0.100188225670453	-0.0470758339658809	-0.00667575784662449	-0.0183822202042586	-0.000322134837619737	0.0234936943922195
Sap18	0.0357339525904882	-0.00178686171234216	0.0217135976406054	-0.0105016214487234	0.182036120264613	0.00293913203557435
Vamp8	-0.0140175023888808	-0.0408635798476463	-0.0573130420419044	0.0323612157692529	-0.115189340357924	-0.0142268105681409
Nap1l1	0.0889014020496939	0.00338067280003171	0.00362282140128804	0.115874024833497	-0.059997350244704	-0.0240786720067253
Msh2	0.00148381077214906	0.0960964376702053	-0.029407786236299	0.00887656318625457	-0.00403958826796404	0.0317591322358412
Ppp1cb	-0.00623462651187751	-0.0295306378234	0.0365947521961706	0.0531522664667418	-0.0380058884075688	-0.0813201727172285
Fau	-0.0300568767206444	-0.0216065364347867	-0.0294268462432363	0.140366007519254	-0.0994512654317655	-0.0148727588749604
Psme1	0.0403604008776192	0.0231624882621873	0.0478244588570913	0.266136178979377	-0.0663560431945752	-0.0737558105046702
Trp53i11	-0.00348319393714626	-0.00438915845842305	0.00298155680214451	0.0494697135887465	-0.00985351678758992	-0.00499797780146952
Cyfip2	0.0113644888067605	-0.00492832555016167	0.00545452911452054	0.0236573809154162	0.0663160723179458	-0.0231185381128989
Eif4g2	0.0810865448946607	-0.146976661295409	-0.00592618449160109	0.0137220038693134	0.00909269696518052	0.054841633970994
Cdc5l	0.0669282241245413	-0.000110512155702023	0.00856777203908438	0.108938999186193	0.064599096122873	-0.0213850489345107
Cpsf6	-0.000958542374183727	-0.0729216473223308	0.0716169977960611	-0.0994189815798632	0.217824879411788	-0.0348369164877629
Larp1	-0.0155704126859633	0.123229482880145	0.0213236872482455	0.168347769825479	0.0104082866628846	0.089950482289467
Dek	0.00561177426737366	0.00209744342974384	0.021926533355558	0.156707617170653	-0.0469473693436869	0.0108211183820722
Polr2e	-0.00904598204950168	0.00361331423327486	0.00454061642578761	-0.114044422502534	0.0638434506797759	-0.0857210665453074
Cstf2	0.00984081610060736	-0.0392123038195845	0.0335655396753185	-0.105632974478491	-0.0109402191625727	-0.0944403585669924
Acp6	0.0170676705597215	0.115042973425615	0.00496236635152454	-0.000588659827383534	-0.0604006824820813	-0.0581289470650975
Gpr56	0.00925739339207342	0.113157974302925	0.0420479689993107	-0.0615873784827036	-0.0534726824296213	-0.319120462520777
Ncapd2	0.0172643265167841	0.0160830384573825	-0.033840442554189	-0.0440889924355165	0.0613763208115693	-0.0949869072849317
Acsf2	0.0760532700829298	-0.0572160383135455	0.0359994633016573	-0.102142584411868	0.187096551282316	0.0162178053596915
Ddx1	-0.0448370898232539	0.0383933928740711	-0.00567966568755132	0.00897645092956365	-0.17658024408754	0.019134769974343
Sh3bgrl3	0.171272552331456	0.0522877649718423	-0.000598978541129841	-0.220526856879478	0.170947510207222	-0.0689332331876097
Psmd6	0.0176470195767661	0.142188681856278	0.000599295704548826	-0.0356266066078973	-0.154558610805035	0.0060693596852318
Tomm70a	-0.0143602517312486	0.00352689077371058	-0.0105109141051268	-0.00672714924817177	-0.039426124352236	0.0342203882758449
Mzb1	-0.00338482120601796	-0.0921213026370923	0.00279706517080969	0.0533194949573057	-0.0347729750905295	-0.206627873402702
Gnai3	0.00157763228414637	-0.0374285771222684	0.0805116495651316	-0.0438477238857551	-0.0480935124991698	0.0222059138086272
Dync1h1	0.0035459116011775	0.061513867124045	-0.031698565468378	0.0956526218595472	-0.0507603276683277	0.0391270404170417
Arpc3	-0.0286507553337151	-0.0534538669822099	-0.00561451537605179	-0.00172889158960161	-0.063990760274867	-0.026129300269143
Txnrd1	-0.0130470605766476	0.0296981641605862	-0.0133459545978069	0.0193587621750355	-0.0579806986603083	-0.0715396157677904
Psma6	0.00663835555559362	0.0223919084770489	-0.0375750231282759	-0.0112935686202973	0.00143672961796539	0.0878994919887484
Son	-0.0639306750487551	-0.0225241689452881	-0.0126074349503662	-0.0658307073440413	0.0388523620979523	0.00316684457716375
Farsb	-0.0154996629495689	-0.0143609529948629	0.0467731942265303	0.0264825776717166	-0.0717888647498958	-0.0070435243942521
Emd	-0.0287758983615712	-0.0376078062458726	-0.0361527727615582	-0.0478458575335119	0.0137113690063059	0.052082653653974
Gsto1	0.0812342300430267	-0.074576365775006	0.0648098672095892	-0.178497297721178	0.0525164789542034	0.0229059389155759
Nme1	0.0802875231342189	0.0427323524128271	0.0108693955788409	-0.0348162638647184	0.036633833517985	0.063875336625127
Eif3a	0.0563898481201916	0.11703750407825	0.00249344862399098	0.13518103678106	0.000598357413615941	-0.0336800444177483
U2af2	0.00696587330654592	-0.0213254205350101	-0.00778952107672802	0.0224992630777993	0.0216616738817927	-0.0682681822335592
Psmd7	0.0347633106956566	-0.0129623465359796	0.00187556406226744	-0.105724628890283	0.0440184367592455	0.00846965249554337
Atxn10	0.0230402390147195	-0.0350504225417185	0.028891691583899	-0.0394837868151127	0.0143333382672248	0.0347246123122389
Aimp1	0.0428437975608786	0.0289793557567391	-0.00862767053794242	0.0170917936665829	-0.00361680670243368	-0.000143645505777932
Stat5a	-0.0617865490928282	0.0380405637282448	0.00919803476689125	0.0115946374256936	0.0815292867636554	0.0266188113257711
Shmt1	-0.00432696366042304	-0.053992040678349	0.0146466314283761	0.0324260083075834	-0.0573737857630092	-0.0135500737910293
Slc1a5	-0.019501880237058	-0.0469778098444353	0.0510874011815801	-0.0107688309487006	-0.106582248582283	-0.0349118247245317
Stmn1	0.0869513105984382	0.0449781253108895	-0.0257180633764044	-0.0172478086279094	0.124078627885071	0.0454736098493973
Cox6b1	-0.00457105911385877	-0.224894357057521	-0.0291513889108054	-0.0837451316729675	-0.0337328505885621	0.006612395596593
Arpc4	0.0742346212973119	-0.00344593748003133	-0.00227953390012177	0.162866897358903	0.0817914660139224	0.0159037877205308
Magoh	-0.0699823616571051	-0.081140511787813	0.0630915787462613	-0.0969132049175324	-0.0963311620806046	-0.0504158084910177
Psmc1	-0.0542396314363923	-0.00831115094239226	-0.00817047644475578	-0.00724369070996366	-0.128367729689502	0.0267054547548006
Psmc6	-0.00544122321028051	0.00303744461703203	-0.0232678171497791	0.123777442915731	-0.172095684598749	0.0191245768229877
Hnrnph2	-0.0556443977784061	-0.0342927378441659	0.0254123309947212	-0.0610883925109318	-0.0465596106178399	0.0515065290267528
Tceb1	-0.0384957665117999	-0.026602638503267	0.0396896715475302	-0.0180439001694592	0.0418646693184446	-0.0266509246924707
Eif5b	-0.0132003613431374	0.0272353710212414	-0.0335505903632789	-0.141894083655501	0.0436345093088002	-0.0611994511815991
Lyar	-0.0555911625943725	-0.057456457886561	-0.00140257111707151	-0.11954102307132	0.0292268642112566	0.0155908074994817
Psmb6	-0.0144006091393427	0.107227928737428	-0.142432270092212	-0.138553483750876	-0.159556649033326	0.00482479435633925
Ssr4	0.129044120056608	-0.0457638688963327	0.00570304557596822	0.13004403348146	-0.0167960061685004	0.00959151632098199
Snrnp70	0.0209039413028548	0.128730589845934	0.00196832339068813	0.00488015070179979	0.0248681485043575	0.00493733256004006
Top2b	-0.011706950743476	0.0104051317724588	0.00604951663300744	-0.0395658668314181	0.0589902157632192	0.0418061285981915
Srm	0.134028598933199	0.0236446099245155	0.00262912428408182	0.207396255967242	0.158482672063584	-0.0418226928403179
Pds5a	0.0355335877449929	0.0395733194239363	-0.00285626561533749	-0.127321918993948	0.0648469989514241	-0.148556832533292
Usmg5	0.0839245933345635	0.0140433324443797	-0.0262595879040909	0.153935552801551	0.111017874055921	0.0631267464960267
Apool	-0.0562888323270929	-0.0206676653092493	0.0487540183637351	-0.0316003233574964	0.00859531461104291	-0.0874050051017679
Nup214	-0.00201327894459534	0.0562654807083767	-0.02336072602572	-0.0622454534351752	0.095726593407115	-0.150964652389866
Etf1	0.00241505537387573	0.0599747849856445	0.0148365228518239	-0.014411125310497	-0.00999319472045148	-0.0325223657084092
Dock2	-0.0129023160002588	-0.0627265693833028	0.0433933635962839	0.0638223899624944	0.187271920995787	0.103226155814304
Mki67ip	0.0638724725898055	0.0490581975443708	0.00364174247784209	0.0649278726111747	0.0488540485588137	0.00440008809563837
Ndufs2	-0.0348879704629524	0.0447209894216992	-0.0060278371640221	-0.0213152309099484	0.0235351826471505	0.00881483768158097
Atl3	0.0531717583813753	-0.0170714793316903	0.011506897891751	0.218130324688622	-0.0360895823957465	-0.00862981632791255
Ndufv1	-0.0331970016938153	0.00275244653581325	-0.0792546008771414	0.100917760099166	-0.0944665172876138	-0.0383392884943237
Me2	0.024326416289988	-0.0730783634425363	0.00256310330158827	0.123823525434243	-0.0307849935571016	0.0187852630089547
Gtpbp4	-0.0722837767420255	-0.0355030177852899	-0.00766755867927911	0.0375396806765408	-0.0105639231183846	-0.0156526826404535
Kars	0.000408298264866248	0.0456689220126987	0.00119411686834968	0.0668193995024105	-0.00319046225440662	0.0219751032944864
Rtn4	0.0209162401844808	-0.146146317645644	-0.00378733902507017	0.0270706415191515	0.0587396999418783	-0.0147523340586059
Nup155	-0.0294804238387285	-0.022686469955073	0.00868612057435068	-0.0517086720956765	-0.0830166504819156	-0.0477158963738131
Tomm22	-0.0489381355056273	-0.095329228207213	0.0315886516291772	0.0400716006472388	-0.14341766731505	0.00177717556820438
Ssbp1	0.036744545968312	-0.00962412031535466	-0.00724406858810767	-0.154104589570965	0.0456966919503584	-0.0907681552207936
Chordc1	-0.0438333030929304	-0.0328002260866347	-0.00289077841868965	-0.049783323156441	-0.030390248145494	0.050570162091666
Atp5o	-0.0115091619835428	0.0233863290772214	-0.00428502839233575	0.0820790549479104	-0.0692238294652965	0.0303133388855268
Erap1	-0.0558329540252474	-0.0375724511376887	-0.00297571179063593	0.048327650852087	-0.0697857458905608	-0.0276995392734312
Prmt1	-0.0124254917926684	0.00963656100806615	0.0214737384269549	0.182699435171514	-0.102681126440857	-0.0280435375502168
Prep	0.206879166495535	-0.0394730026222909	0.0127845375385581	0.13623157468579	0.198453186424845	-0.0181355708300635
Nup210	0.0126300738952752	-0.0390590630569271	-0.00877682877739211	0.0574844626781052	-0.0224360630616588	-0.0078027871044803
Incenp	0.0196110452767096	-0.0728886172511055	-0.031483344641814	-0.0836016383651161	0.0491870048033969	-0.136907390695942
Rfc2	0.00329774679355756	-0.0463573933033899	0.0216664338162238	-0.0927102741511146	-0.0974412048674761	0.0181763273303266
Ilf3	-0.079020173399359	0.0115691321099163	0.00981349346780393	0.0260985014565379	-0.154443499054224	-0.0111940148415261
Psma5	0.0287790866641779	-0.00472484125577223	-0.0352009712057716	0.0694267989616076	-0.0252232084625022	-0.0120140764219514
Safb	0.037734468770077	-0.0375302457158466	0.00175237249512116	-0.0266374860971638	0.158306131794391	0.0412951687166608
Gls	0.0994392050458788	-0.0288608506781508	0.0347658245578107	-0.0367031778093447	0.0891698967806356	-0.0138048972410996
Hsd17b10	-0.00861872122143041	-0.0380318154859206	0.00602820154315916	0.0111584521285905	-0.00803108458237424	-0.0787575417334772
Prkcsh	0.0180246612300893	-0.00483820271306418	-0.0172576312086363	-0.0607400487424742	0.0554189259014895	-0.0114203744461214
Phb2	-0.0325380928453286	-0.00646305995972615	0.00388916865387579	-0.0212526877824454	0.0233655272066834	0.0173464891043583
Dhx15	-0.0075630908097089	-0.0312270342971596	-0.00159119536156882	-0.000685152031140714	-0.0812074833655826	0.00115288090774449
Kpna3	-0.0341872908741309	-0.0346085695644007	-0.080741556177202	-0.0723665067957548	0.0763571435072673	-0.0499119627276065
Pnn	-0.0432904426049774	0.116821624296503	-0.0263797339923125	-0.00415625192847739	0.0251468731779544	0.0369930507530207
Hnrnph1	-0.00108905359538443	0.006708374009172	0.0205316829611544	0.0414295913945284	-0.035771605821148	0.0264230470774789
Rpl35a	0.0389057205176091	-0.0469524623410107	-0.00463214848214188	-0.0767671724457291	0.042790991998293	0.0121551275918516
Atp2a2	-0.00499446429224969	-0.0284252766282844	-0.00664127472914103	-0.0416393116839121	0.00563656664939212	0.00878224085409223
Psma3	-0.00598340924878853	0.0542191291694903	-0.0143487688129503	-0.102739236049535	-0.0208502182217657	-0.0548339802281807
Hsd17b12	0.0213917208532714	-0.0149656006065972	0.00327833664439253	-0.0111123490661273	0.0472514898233113	-3.87745170322143e-05
Coro1a	-0.0166893187740597	-0.0169084955180326	0.00359823356829117	-0.0482548903869865	0.0597915046726239	0.0267061584783029
Aldoa	-0.0238786115597711	0.0193379309547954	-0.00173053266109364	-0.0286528606462367	0.00441995528851079	-0.0219639650032486
Tuba1b	0.0248057495775418	0.00783503576364987	0.00710401922858367	0.0456567005753667	-0.0136055673846651	0.00115020637846734
Ldha	-0.0170930484192485	0.00866424966770764	0.00788970519817732	-0.0159114258598936	-0.0328442142971951	-0.0182057401441073
Rrm1	0.00714841534446699	0.0413772023128795	0.00704555166500071	0.111549411203353	-0.0461159954523719	0.0444169484052457
Pdia4	0.00462115906337984	-0.0354232147933859	0.00651466096505979	-0.0779466531609043	0.0372541557311293	0.0148353264980995
Hsp90b1	-0.0017302387086565	-0.0127775778988456	0.00139284551951553	0.00305460294982691	-0.0395939895222356	0.00689571903779455
Sod1	0.0135011098780203	-0.00878647525298043	0.00654465065033616	-0.0242623154169237	-0.0116078890284518	-0.0181225931009093
Mdh2	0.00842944807388885	-0.00117379474960448	-0.00438013137803297	-0.0217413269027211	0.0112061910943728	0.00127722000409759
Gnai2	0.0140960947556947	0.0145334152222489	-0.0112709316380774	0.109971069578378	-0.00972562191586395	0.048733231752932
P4hb	-0.0104993060435791	-0.0177665919458855	0.0231300614773309	-0.0367754810768731	0.0131662279568455	-0.0119297635597281
Alpl	-0.0316012924692887	-0.073911702463333	0.0197517904744017	-0.0976419155567583	-0.0361204486647711	-0.0679377637751732
Tcea1	-0.0172773985023087	0.0296488203309136	0.0197456727310303	-0.0857612420345346	-0.0200798010843063	0.00495817520202828
Slc3a2	0.0224804270312601	0.0244616695385239	-0.00520400106518214	0.0287760366197927	0.00606244795646667	0.00778771214303747
Hsp90ab1	0.0145449445568149	0.0313587891159207	-0.00866305473585263	-0.00902000874576601	-0.00624693116370067	-0.00224845679484612
Tcp1	-0.00922175758115503	0.0315259419152982	-0.00325214638027359	0.0161647827618892	-0.0187737020432709	0.0304677220910285
Rpl7a	0.00700469198062877	0.0208809096553568	-0.00249854262528708	0.000139206293611719	0.00801711343515648	0.00533866152993426
Umps	-0.0394561875453893	-0.00339954560371906	0.0245796832011244	0.0379656436524732	-0.107485131867589	-0.0433979170551514
Rpl27a	0.0264882386166603	0.0233359850145212	0.0214819825280225	-0.00491542209037396	-0.0110412921699229	-0.00983942704724708
Rpl7	-0.00769797628951848	-0.0148735940088621	0.00163566611009628	-0.0131980953372451	-0.00766179082562442	0.00438808831908338
Lmnb1	-0.00564880344777767	0.0164550898908259	-0.0114901727779943	-0.0243289649473609	0.0468520404960477	0.0271462419575887
