gen	0_Ik	2_Ik	6_Ik	12_Ik	18_Ik	24_Ik
ENSMUSG00000022412	1.01392761	1.054477619	1.151556179	0.962601216	0.988501113	0.915144934
ENSMUSG00000042406	1.001184088	0.973350043	1.021158853	0.998556383	0.758330144	0.822193434
ENSMUSG00000051518	1.079302018	0.972622589	1.08019285	0.89384182	0.958947721	0.846724758
ENSMUSG00000022416	1.088651777	0.982600641	0.977812496	0.976803592	0.941833708	0.957652055
ENSMUSG00000022416	0.834750882	1.027441948	1.184079195	0.917403345	1.017483593	0.848120448
ENSMUSG00000022416	0.814657097	1.005755266	1.004536394	0.758518052	0.938452839	0.756466403
ENSMUSG00000022416	0.705360833	1.086270894	1.056071847	0.915332488	0.99917435	0.916869975
ENSMUSG00000088740	1.172088278	0.842922585	0.824275621	0.848937535	0.865760316	0.900181026
ENSMUSG00000047888	1.262405845	1.063451797	0.924474054	0.872494472	0.957453115	0.85380971
ENSMUSG00000047888	0.933319093	0.935489324	1.017971599	0.943483556	1.026118974	0.972655978
ENSMUSG00000022407	1.129728617	0.953366093	0.630937097	0.747662968	0.757510357	0.737430827
ENSMUSG00000022407	1.342445655	0.792136881	0.762696484	0.948739524	0.783983103	1.035735996
ENSMUSG00000042303	1.016384462	1.185158936	0.98355813	1.027276636	0.975933481	0.965767746
ENSMUSG00000039828	1.015305598	1.016893769	1.013985513	1.005100814	1.024679758	1.00854328
ENSMUSG00000042303	1.089829573	0.924991019	1.160498362	0.940115653	1.062751864	1.017191565
ENSMUSG00000042292	0.762633651	0.864759255	1.153253301	0.931322922	0.995853903	0.889549843
ENSMUSG00000042292	0.965119701	1.050986608	0.907197675	0.986651936	0.996754097	0.990720838
ENSMUSG00000022142	1.012656032	1.044331649	1.05366804	1.005368686	1.026716411	0.973258166
ENSMUSG00000042292	1.045179296	1.080264048	1.045060096	0.919224373	0.997391546	0.892115777
ENSMUSG00000042292	1.092101877	1.171193613	1.133747127	1.014826472	0.977652077	0.909427197
ENSMUSG00000047938	0.744268934	0.944678657	0.970748722	0.962619335	0.589395535	0.670170134
ENSMUSG00000022404	0.994184927	1.038888984	1.025966146	0.952657273	0.876055554	0.840370519
ENSMUSG00000022403	1.174345229	1.181754224	1.14120869	1.019541509	0.847163759	0.838854677
ENSMUSG00000022401	0.78570704	1.361930157	0.832427361	1.172594383	0.895230481	1.015230059
ENSMUSG00000022400	1.005462521	1.036419572	0.941113086	1.020911632	0.827559909	0.935055114
ENSMUSG00000022400	1.151348501	1.112414851	0.831894744	0.748165784	0.894421282	0.726083652
ENSMUSG00000080527	1.121969162	1.053400988	1.047966199	0.994070979	1.008810381	0.981386605
ENSMUSG00000022394	0.902405775	1.023537215	1.065991402	1.098307984	0.837210422	0.922996129
ENSMUSG00000039801	1.116259085	1.052770415	1.058918179	1.032201543	1.055900305	1.032063224
ENSMUSG00000063765	1.079848329	0.865308464	0.970147921	1.10794604	0.758094714	0.944535009
ENSMUSG00000022391	1.053584267	0.994909444	1.093214919	1.011799822	0.914066908	0.939180892
ENSMUSG00000097613	1.081522689	1.388633692	1.056753152	0.950550482	1.029756696	0.821340391
ENSMUSG00000097613	1.038404901	0.936372705	0.899418876	0.861103079	0.808243496	0.822409709
ENSMUSG00000022389	1.057293784	1.030402129	1.03355925	1.010320629	1.002929959	1.005679034
ENSMUSG00000078960	1.057801772	1.058785388	1.04656402	0.968526074	0.957143755	0.906941341
ENSMUSG00000061360	1.145013638	0.980801653	0.946235959	0.888667388	0.886435299	0.877032371
ENSMUSG00000022476	1.003273547	1.083135033	0.904155565	0.964249046	0.922966298	0.912451505
ENSMUSG00000022474	1.101148155	1.144286645	1.022771186	0.95749642	0.954434532	0.889855477
ENSMUSG00000022471	1.039345539	1.106727053	1.06105734	0.981669487	1.012186856	0.953286182
ENSMUSG00000022472	1.079645053	0.593628817	0.44413717	0.720329949	0.70718512	0.913067988
ENSMUSG00000063480	0.999327013	1.211817404	1.023099558	1.004493629	0.967671277	0.873029484
ENSMUSG00000068117	0.952684355	0.881638399	1.188400994	0.940472872	1.164573608	0.997066453
ENSMUSG00000068117	0.909305971	1.063854312	1.075271615	0.865221472	0.87968857	0.724033309
ENSMUSG00000068117	0.929545606	0.920774141	1.054706564	0.880616883	1.1190253	0.946245461
ENSMUSG00000068117	1.085798428	0.852776337	0.984712317	0.82399024	0.749820171	0.735279323
ENSMUSG00000068114	1.12290173	1.076516373	0.994261492	0.94720341	0.910673956	0.870161059
ENSMUSG00000022463	1.041490845	1.013710779	1.016620339	0.949807107	0.995700761	0.935986518
ENSMUSG00000022463	0.824883644	1.146188483	0.740684428	0.975083015	0.88345883	0.97117622
ENSMUSG00000022463	0.831079078	0.937495588	0.720014131	0.821987607	0.826834507	0.856082998
ENSMUSG00000068105	1.029837816	0.834208557	0.620147324	0.714731275	0.799714454	0.833793708
ENSMUSG00000068101	0.946242067	1.087179635	1.058386752	0.984093932	1.025523771	0.94009354
ENSMUSG00000068099	0.91649578	1.18214733	0.772282009	0.867255574	0.92944431	0.825613216
ENSMUSG00000068099	1.021093614	0.987149349	0.922321063	0.908679094	1.025820459	0.976610171
ENSMUSG00000022456	1.589941606	0.981581042	0.759670509	0.858167638	0.833614469	0.902326151
ENSMUSG00000022456	0.955358895	1.034837705	1.1534212	1.026420164	1.018451035	0.981946017
ENSMUSG00000022453	1.014129783	0.777608169	0.847455248	0.748176765	0.716915257	0.703783102
ENSMUSG00000022453	0.870517226	0.847130216	0.665070443	0.750345438	0.932307254	0.938781374
ENSMUSG00000022453	0.871596672	0.954179826	0.989082437	0.945701121	0.843058744	0.84006677
ENSMUSG00000022453	1.127463441	1.101761084	1.049546584	0.899968882	0.869809307	0.783282407
ENSMUSG00000064959	1.037008923	0.960282139	0.765366001	0.8180576	0.925879054	0.899383515
ENSMUSG00000022450	0.974492825	1.07204015	1.157820584	1.028445503	0.909014075	0.88343821
ENSMUSG00000061740	0.82899936	1.068632788	0.698070363	0.823268429	0.997891416	0.932032241
ENSMUSG00000061740	0.801711339	0.836665936	1.179100411	0.788199168	1.057419416	0.794176602
ENSMUSG00000094806	1.242191804	0.89307922	1.000799156	0.909265727	1.051850618	0.999921434
ENSMUSG00000075517	0.956939829	1.018103673	1.040644402	0.96247523	1.111283422	1.006613144
ENSMUSG00000068083	1.121130977	0.894598215	1.336347403	1.084246729	1.229780595	1.196363456
ENSMUSG00000058613	0.856196945	0.932549134	1.179089291	1.002134879	1.050475539	1.051020704
ENSMUSG00000058613	0.71911811	1.060676069	1.208203655	1.098534455	1.281617487	1.142047532
ENSMUSG00000058099	0.969727902	1.192363537	1.01995532	1.048324586	1.063785853	1.026743192
ENSMUSG00000058099	0.965773813	0.990083641	0.748798732	0.998783524	0.881116892	0.982134041
ENSMUSG00000058586	0.982151723	1.050466392	1.106918307	0.803246277	0.935015749	0.72007058
ENSMUSG00000018040	1.113772828	0.974428056	1.029747628	0.909683164	0.803980483	0.806787777
ENSMUSG00000018040	0.923445598	0.992158856	1.025288917	0.859734201	0.936932278	0.822006233
ENSMUSG00000041815	0.969562745	0.809174103	0.72505083	0.867684163	0.986378509	1.070044959
ENSMUSG00000041815	1.098216774	1.050623011	1.035290502	1.014921166	0.917677556	0.948568486
ENSMUSG00000018042	1.215770028	1.028932892	1.006556745	0.980137229	0.958639324	0.931693315
ENSMUSG00000054277	1.101874469	1.088662653	1.076103132	0.962493724	1.021213675	0.917437615
ENSMUSG00000075511	1.134101543	1.034745586	1.034359969	0.98255032	0.987496645	0.922450158
ENSMUSG00000016664	0.980722455	1.180065122	1.101953625	1.020019578	0.996808873	0.928111854
ENSMUSG00000016664	1.043986833	1.055278478	1.021874607	0.996681208	0.957794769	0.938153781
ENSMUSG00000016664	1.148276171	0.325000916	0.576309484	0.462865851	0.543627953	0.4567214
ENSMUSG00000022442	1.044587966	1.151291404	1.131327745	0.913156192	0.971127501	0.810534601
ENSMUSG00000048755	1.007001972	1.078032433	1.123427283	1.007285764	0.942498657	0.902764526
ENSMUSG00000041736	1.070117877	1.119661317	1.076892906	1.03427096	1.089004163	1.04413567
ENSMUSG00000016757	1.104041789	1.208139614	0.948408123	0.953276953	0.951563678	0.87343323
ENSMUSG00000016763	1.020677615	0.944153502	1.029740241	0.962364862	0.961721463	0.96694916
ENSMUSG00000016763	1.394447658	0.574135589	0.897072613	0.637878128	0.896947946	0.794746149
ENSMUSG00000016763	1.34551074	0.965415436	0.702771961	0.813663297	0.73594792	0.782266299
ENSMUSG00000016763	0.886890302	1.066637411	1.061855713	1.054804462	1.035203225	1.004673929
ENSMUSG00000022441	1.027902118	1.147364869	0.726456358	0.863711293	0.933224097	0.870363927
ENSMUSG00000022441	1.045928137	0.918204702	1.339329428	0.825736566	1.181938581	0.875432059
ENSMUSG00000081925	0.733372227	1.10282882	1.003809652	0.929129959	0.884149817	0.893548115
ENSMUSG00000041653	0.936606591	0.789398488	1.018335576	0.956678531	1.006034516	1.01040978
ENSMUSG00000022437	0.909343644	1.097478182	0.862203098	0.875871893	0.872459954	0.792372728
ENSMUSG00000022437	1.204387242	0.880436601	0.758077944	0.928823331	0.913806791	1.029466252
ENSMUSG00000022438	0.875413388	0.750978881	0.611128837	0.658268709	0.88458991	0.8115479
ENSMUSG00000022438	0.893884109	0.724241676	0.671040327	0.799034362	0.772583278	0.83233859
ENSMUSG00000022438	0.812873113	0.940655192	1.019003385	0.856555081	1.101724466	0.951880998
ENSMUSG00000022438	1.085146077	1.01890191	0.989743156	0.951831666	0.945417465	0.931345069
ENSMUSG00000022439	1.093227963	1.015337834	1.070969588	0.962426908	0.987557627	0.94774782
ENSMUSG00000022439	1.213823589	1.121568363	0.911035641	0.971686504	0.919908919	0.894522256
ENSMUSG00000022141	1.247523285	1.077426669	0.990964042	0.994287061	0.929978213	0.919397665
ENSMUSG00000055745	0.966495281	0.813611012	1.019126441	0.878454842	0.962908176	0.87149476
ENSMUSG00000036106	0.954540746	0.958687379	0.885035221	0.786826592	1.297228219	1.04566039
ENSMUSG00000036106	1.131869823	1.017551249	0.949514851	0.96188419	0.852115633	0.928195604
ENSMUSG00000016624	1.004063508	1.138396217	1.13236211	0.997291914	0.847314981	0.801550922
ENSMUSG00000016619	1.068589025	1.09567732	1.058199457	1.013042202	1.008815826	0.979271927
ENSMUSG00000036046	1.232390412	0.764292952	0.944495268	0.91956787	0.74387192	0.693300135
ENSMUSG00000022434	1.293858035	0.932305099	0.972479798	0.902285662	0.913836132	0.877003474
ENSMUSG00000022432	0.965860389	0.939353362	0.875598743	0.975397788	0.712382901	0.760406225
ENSMUSG00000022431	1.108383849	1.261808686	1.297529085	1.215826228	0.934850313	0.973002404
ENSMUSG00000006369	0.966168895	1.054735624	0.711392964	0.73366463	0.880761119	0.747618388
ENSMUSG00000006369	0.872125098	0.988923659	0.894474102	1.04706657	0.964922522	1.027345612
ENSMUSG00000006369	0.91090392	0.799864969	0.991193508	0.878500239	1.048470165	0.937347871
ENSMUSG00000016541	1.127742051	1.161104326	1.059911967	1.002618219	0.93300792	0.862483224
ENSMUSG00000022382	1.178819493	0.618078205	0.617478559	0.642179542	0.820929064	0.811681562
ENSMUSG00000022383	1.115327023	0.958159292	0.8460283	0.956590819	1.178827921	1.111014059
ENSMUSG00000064284	0.913339471	1.095641449	1.056577474	0.985507694	0.973805692	0.915171959
ENSMUSG00000035944	0.988545949	0.933982629	0.791389764	0.924262345	0.89558313	0.920264558
ENSMUSG00000035944	1.018129876	0.941544895	0.89132959	1.103509468	0.861599566	1.066303367
ENSMUSG00000035944	1.023501183	1.110059566	1.050383317	1.019597226	1.036472402	1.00843817
ENSMUSG00000022385	1.012746776	0.975941485	0.991477621	0.939422631	0.860123289	0.833456012
ENSMUSG00000022386	1.060579081	1.115735774	1.061477499	1.006144133	1.007338778	0.930231399
ENSMUSG00000016028	1.097488677	0.932163189	1.179687549	1.160365574	0.874236208	1.068296589
ENSMUSG00000016028	1.180783448	1.103092261	1.007116179	1.017824934	1.147774616	1.104317602
ENSMUSG00000035900	1.077541564	1.087020301	1.128711878	1.016387082	1.041158142	0.970261353
ENSMUSG00000035900	0.778645625	0.997383532	1.11062054	0.862729446	0.86821472	0.735215494
ENSMUSG00000035900	1.263768724	0.821478386	1.029599214	0.874919734	1.111524466	0.997981558
ENSMUSG00000035900	0.695067284	0.86851652	1.022794787	0.864643094	1.006425374	0.943017553
ENSMUSG00000035900	1.006416404	0.51208577	0.933612954	0.684431445	0.586062024	0.504972686
ENSMUSG00000035891	1.14476764	1.092232192	0.992204547	1.020475369	0.989823161	1.021088721
ENSMUSG00000051864	1.017741443	1.150152347	1.036992104	0.994229858	1.010273254	0.94301925
ENSMUSG00000051864	0.920838788	1.021928204	0.798580295	0.899685617	0.707497352	0.802541596
ENSMUSG00000022387	1.188091757	1.256532002	1.128050693	1.130610437	1.015837044	1.009191164
ENSMUSG00000034333	1.019473825	1.100961873	1.119194535	1.002320853	0.97623091	0.919088159
ENSMUSG00000035845	1.174472209	1.045243828	1.073730877	0.951794679	0.920126986	0.85527506
ENSMUSG00000023272	1.284237036	0.747354805	0.955147256	0.857960107	0.835149608	0.911952357
ENSMUSG00000035828	1.018835009	1.107208488	0.986571271	0.963327027	0.958105103	0.860323365
ENSMUSG00000035805	0.907528683	0.942196714	1.490917595	0.984210439	0.867953197	0.768447015
ENSMUSG00000015365	0.935039111	0.896027929	1.000631474	0.963814741	0.971134588	1.038080468
ENSMUSG00000015365	0.975847099	0.86646901	1.032385581	0.75509703	1.131441756	0.921276487
ENSMUSG00000058441	1.111023091	0.801248887	1.317867712	1.149954752	1.072451996	1.192737051
ENSMUSG00000087331	1.008779603	1.069246489	1.030004447	1.030136489	0.999674618	1.005653183
ENSMUSG00000035757	0.985193762	0.844147799	1.21040759	1.031388684	0.922043497	0.962599527
ENSMUSG00000051786	0.784366404	0.963177982	0.861773747	0.984788308	0.855160915	0.904206722
ENSMUSG00000051786	1.417411683	0.754744896	1.039125461	0.970260778	0.909229336	1.049644492
ENSMUSG00000051786	1.073947651	1.146717039	1.012598583	1.017425906	1.003680711	0.960318939
ENSMUSG00000062906	1.098085742	1.161247892	0.948870829	0.980635835	0.908855612	0.907351766
ENSMUSG00000022610	0.996895213	1.020090977	0.963761998	0.977233177	0.988838287	0.986993164
ENSMUSG00000053137	1.246882973	0.761139542	1.328638898	0.948657689	1.124500124	1.154820917
ENSMUSG00000053137	1.185170366	1.133007876	1.024804714	0.997171182	0.937901562	0.901740015
ENSMUSG00000036606	1.025091463	0.896317555	0.979873025	0.970809724	0.965097214	0.96046153
ENSMUSG00000036606	0.859620598	0.805909576	0.964769018	0.913862005	1.020103322	0.940647944
ENSMUSG00000036606	1.0795365	0.71743873	1.034375932	0.893944873	1.031306764	1.03278389
ENSMUSG00000015377	0.810127145	0.981448078	1.041201867	0.837196244	1.000198758	0.813202563
ENSMUSG00000015377	1.130958957	1.15303517	0.741965471	0.973343006	0.990439391	1.045413775
ENSMUSG00000015377	1.238511426	0.824506299	0.914250552	0.846100923	0.995797128	0.978824327
ENSMUSG00000015377	0.986751233	1.098920687	1.019583106	0.987428554	0.998845315	0.954391332
ENSMUSG00000036561	1.085099067	1.146606525	0.8495539	0.723708337	1.030994585	0.736017216
ENSMUSG00000036561	0.944923912	0.709885499	0.826852897	0.762010144	1.001203728	0.938391652
ENSMUSG00000036529	1.126765099	0.896380136	1.457534697	1.131366698	0.903425304	0.924686941
ENSMUSG00000036529	1.162546207	0.910543396	1.323344688	1.008541978	1.083206445	1.03110803
ENSMUSG00000036529	1.088059076	1.149607334	1.026181017	0.990641783	0.970460675	0.905576567
ENSMUSG00000022613	0.996833621	1.214589213	1.179988259	1.017916945	1.098661112	0.969673825
ENSMUSG00000022614	1.04700717	1.056345455	1.114598418	0.940705197	0.959809986	0.879103603
ENSMUSG00000022615	0.990776815	0.99983075	0.799629914	0.888761748	0.803940082	0.814304253
ENSMUSG00000022617	1.033791161	1.050248061	1.042166449	1.024289502	0.992070099	1.007270875
ENSMUSG00000022620	1.078945278	1.184861116	0.977281614	0.972954588	0.967088579	0.902459033
ENSMUSG00000022623	0.900662399	0.920869122	1.154809056	0.915199148	1.11052324	0.971580187
ENSMUSG00000022623	0.859483425	0.838413202	0.744252157	0.861682209	0.887914734	0.878135065
ENSMUSG00000022623	0.885463212	0.984334279	0.862947011	0.913539843	0.972953807	0.896321767
ENSMUSG00000022621	1.011217113	0.92372414	1.01933674	1.005980437	1.039768552	1.068287225
ENSMUSG00000075470	1.044353535	1.058738142	1.004269316	0.998176889	0.976571029	0.959332018
ENSMUSG00000048424	0.919116196	0.730213884	1.048095544	0.782112158	0.884388222	0.709923567
ENSMUSG00000022253	0.873322248	1.099282207	1.106451188	0.949454465	0.954222506	0.798210038
ENSMUSG00000022629	1.021615194	1.443392641	0.986007644	1.038951334	1.043916517	0.937062002
ENSMUSG00000054115	0.958751037	1.009440761	0.992957234	1.022461129	0.990809159	1.002003952
ENSMUSG00000036298	0.874840236	0.778573925	1.107094391	0.891875983	0.898460664	0.87128711
ENSMUSG00000036273	1.147110667	1.083150514	0.990562345	0.913348657	0.871409459	0.816788256
ENSMUSG00000036273	0.858989109	1.021504997	1.052985745	0.992119984	0.691609787	0.77781745
ENSMUSG00000047295	0.837470588	0.941363429	1.139778589	1.143865874	1.016554551	1.10484097
ENSMUSG00000044021	0.779048921	0.967660086	0.856502945	0.782001569	1.029006624	0.846853945
ENSMUSG00000044021	1.038128604	0.993642409	1.032276675	0.817106244	1.065824528	0.865223892
ENSMUSG00000044021	1.291664686	0.851669137	0.686804419	0.967159729	0.662802541	0.931083592
ENSMUSG00000044021	1.294471114	0.85017865	0.944455459	0.849834487	1.065573312	0.928547159
ENSMUSG00000044021	1.857132106	0.897700456	0.509797974	0.835119997	0.699738927	0.817752725
ENSMUSG00000036218	1.089043091	1.499032772	0.782020916	0.977664138	1.028359739	0.993291895
ENSMUSG00000036197	1.045775936	1.100534725	1.039036158	1.007732169	1.003846135	0.965514967
ENSMUSG00000022634	1.102315258	1.556360911	1.005493357	1.032290747	0.753138192	0.630631583
ENSMUSG00000022634	1.131192257	1.07721367	1.02137115	0.996422933	0.89447048	0.869012376
ENSMUSG00000022635	1.07673001	1.116661585	1.211607712	1.013225412	0.912637965	0.868569456
ENSMUSG00000036158	0.991300706	1.087803259	1.272339162	1.132085266	1.11813173	1.09086871
ENSMUSG00000036158	0.770996606	0.900809111	0.914073506	0.939947531	1.070913411	1.013465088
ENSMUSG00000022449	1.143337213	0.840293204	1.143591902	0.917590173	1.169191991	1.059350207
ENSMUSG00000022449	0.846636689	1.032703007	0.943596253	1.047555722	1.089050066	1.12646791
ENSMUSG00000033356	1.160707934	1.131396167	1.017264641	0.973329184	0.882766548	0.849446544
ENSMUSG00000022451	1.146986564	1.051229337	1.096601362	1.003927075	1.027240676	0.987582368
ENSMUSG00000003882	1.476478425	0.947513893	0.432107197	0.688981692	0.887486538	0.752877706
ENSMUSG00000097643	1.002655864	1.046004696	1.030264852	1.00845781	1.039923367	1.023988026
ENSMUSG00000072663	1.152859567	1.179201313	1.317528761	1.05862975	1.13104591	1.068848317
ENSMUSG00000097536	0.982345041	0.941272106	1.205056972	1.189552774	1.266563537	1.296406672
ENSMUSG00000033237	1.076496959	1.124003462	1.139906142	0.983325247	0.900785898	0.827437962
ENSMUSG00000033237	1.076054197	1.071610265	1.127298013	1.064473442	0.989856169	1.012162196
ENSMUSG00000033228	1.036886429	1.015770155	1.116188774	0.992405955	0.979558297	0.93518388
ENSMUSG00000023169	1.077125337	0.919414863	0.914778155	0.947003404	0.859747044	0.902917643
ENSMUSG00000023169	1.109028252	1.028540351	1.044947677	0.976821003	0.986906175	0.95911624
ENSMUSG00000023169	1.15585542	0.720388992	0.823290892	0.77715888	0.566118202	0.629936063
ENSMUSG00000022462	1.14108941	1.125432654	0.858667871	1.01304352	0.952299361	1.053184519
ENSMUSG00000022462	1.134966436	1.040443071	1.154931596	0.993449975	0.969093858	0.910119035
ENSMUSG00000022462	1.052789843	1.078208319	1.099642461	0.970949771	0.981720184	0.909008686
ENSMUSG00000044250	0.910721577	1.020450253	0.924942665	0.958735385	1.079991617	1.043910534
ENSMUSG00000044250	0.955528606	1.128757428	1.036317418	1.058064835	1.047680679	1.039476853
ENSMUSG00000072663	0.96489008	0.972646621	0.990175795	0.987819421	0.989994477	0.990676272
ENSMUSG00000022466	1.131293443	0.932537347	0.953333532	0.966340288	0.959904016	0.978409247
ENSMUSG00000022468	0.981490349	0.737982854	0.884922655	0.652647544	0.84311557	0.634014779
ENSMUSG00000022469	0.975120483	0.949514484	0.926583729	0.905013784	0.823889914	0.85170007
ENSMUSG00000022469	1.116098799	1.060440776	1.059532695	0.96420852	0.924944475	0.895216379
ENSMUSG00000022469	0.840483411	0.709465927	1.100252307	0.888627143	1.042788602	0.982931458
ENSMUSG00000022469	1.03729437	0.837437627	0.883015068	0.928758996	0.901525623	0.9440161
ENSMUSG00000022469	0.868531811	0.885843321	0.936491878	0.784126606	0.912054439	0.827189535
ENSMUSG00000087397	0.896240194	0.72135938	0.844469876	0.876279486	0.905291382	0.966035772
ENSMUSG00000022469	1.034456021	1.067379209	0.865579246	0.920447302	0.87327796	0.872624044
ENSMUSG00000081534	1.047213212	1.041051134	1.045681079	0.984288729	0.915602237	0.906670713
ENSMUSG00000081534	1.107751952	0.924383506	0.664751435	0.865747704	0.740454369	0.873069778
ENSMUSG00000022475	1.182742141	0.491215616	0.555164723	0.608453664	0.618624366	0.64464305
ENSMUSG00000022475	0.895599634	0.892638082	0.827708282	0.828798788	0.894449	0.845237899
ENSMUSG00000022475	1.006779745	0.826658119	1.098570436	0.841130175	0.881309168	0.856327763
ENSMUSG00000022475	1.019338275	0.918166574	1.121882475	0.917070276	0.969199269	0.87513033
ENSMUSG00000022475	1.015131124	0.849234059	0.832140891	0.818728489	0.761836952	0.798247303
ENSMUSG00000022475	0.817661137	1.051508355	0.999824275	0.885549963	0.953325977	0.805032903
ENSMUSG00000022475	1.073008523	0.846142091	0.795197503	0.788643602	0.827653457	0.803018192
ENSMUSG00000022475	0.973822824	1.098505781	0.806161823	0.867854185	0.842311036	0.801062084
ENSMUSG00000022475	1.095531907	0.995717885	1.075350825	1.03400773	0.833240604	0.903266103
ENSMUSG00000022479	1.006350872	0.861103573	0.722744137	0.818165075	0.792762431	0.833303792
ENSMUSG00000022479	1.13272599	0.886116786	0.74023244	0.764980057	0.855559879	0.781246901
ENSMUSG00000022479	0.76920075	0.85057601	1.001555251	1.01262652	1.114100129	1.127995715
ENSMUSG00000022479	0.861453247	0.88789012	1.04061819	0.839700317	0.956848855	0.84024706
ENSMUSG00000022479	1.037707045	1.102361492	0.997784088	0.992714517	0.99144173	0.952671578
ENSMUSG00000022479	1.033836804	0.820595791	0.850706548	0.799235032	0.909097835	0.882530133
ENSMUSG00000022479	0.926075658	0.882473503	0.843211832	0.834801835	0.977254962	0.954326515
ENSMUSG00000052369	1.114950364	1.026773579	0.99085555	0.976402771	0.968097687	0.961729512
ENSMUSG00000052369	0.855136066	1.242376454	0.800394509	0.995551311	0.825644701	0.8777503
ENSMUSG00000052369	0.724256038	1.016429338	1.149345482	0.96140559	1.026253616	0.959999986
ENSMUSG00000022483	0.716221854	1.093636605	1.224907362	0.9230034	1.128234174	0.867986895
ENSMUSG00000033075	0.704397232	1.023475797	1.143416506	1.100127058	0.973488363	0.983706781
ENSMUSG00000033075	0.928095545	0.821053364	0.729756175	0.720127543	0.797261155	0.681341234
ENSMUSG00000088325	0.849727669	1.057017534	1.082953974	1.054126085	0.973787594	0.947591278
ENSMUSG00000033075	1.048424682	1.117606635	0.993550276	1.055407445	0.930887003	0.997021581
ENSMUSG00000033065	0.978819471	1.044552319	0.981199882	0.935337663	0.926564271	0.881477463
ENSMUSG00000033065	0.959286432	1.09002442	1.017321325	1.001220575	0.989897268	0.963658112
ENSMUSG00000033065	1.021650654	1.101282145	1.059463907	0.933192439	1.126890351	0.92913698
ENSMUSG00000048175	1.172891346	1.096023753	1.020989645	1.007553	0.923543425	0.960981375
ENSMUSG00000022992	1.329326329	1.014642166	0.873797891	0.738585968	0.989724231	0.766793603
ENSMUSG00000091050	1.096785711	1.058602046	0.975345365	0.94801332	0.893328213	0.866146086
ENSMUSG00000022994	0.803172791	0.755247335	0.804849324	0.626032618	0.803421534	0.683577058
ENSMUSG00000022994	1.353510006	1.071683626	1.095485487	1.04906406	1.023093974	1.025500678
ENSMUSG00000003360	1.033330094	0.668205125	0.933811265	0.866177679	0.85752303	0.896456716
ENSMUSG00000003360	1.221567146	1.199177394	1.017763606	1.002639924	0.895304595	0.823495292
ENSMUSG00000054855	1.113058854	1.027909549	1.048391962	0.967532157	0.980173159	0.950189979
ENSMUSG00000054855	1.038817309	0.985954855	0.948077452	0.904897359	0.865653748	0.836259908
ENSMUSG00000003355	1.323854239	0.746339354	1.145915187	0.902585602	0.73488291	0.78953822
ENSMUSG00000003355	0.981298133	1.029266824	0.94433965	0.859683752	0.869890044	0.80010929
ENSMUSG00000051853	1.163002033	0.903860634	0.953950364	0.93035756	0.779634757	0.810920733
ENSMUSG00000059213	1.100451164	1.086289608	0.929592381	1.034806326	0.912012567	0.976178851
ENSMUSG00000067713	1.113151848	1.136820415	1.039809142	0.97416894	0.919476658	0.865917771
ENSMUSG00000023755	1.150107658	1.144752361	1.105037644	0.939841068	0.995212531	0.851497903
ENSMUSG00000023000	1.079281273	0.839625166	0.809520683	0.890414304	0.932329119	0.991127878
ENSMUSG00000022999	1.061072991	0.831597849	0.892782708	0.85172422	0.727402949	0.748626751
ENSMUSG00000022999	1.108421713	1.092302814	1.014247034	1.008505313	0.939097891	0.946772452
ENSMUSG00000023004	1.035966791	1.024290097	0.94864825	0.932754363	0.963065128	0.921124604
ENSMUSG00000097587	0.977959697	0.642501664	0.775756788	0.632689774	0.833217412	0.689048281
ENSMUSG00000043091	1.064517329	1.006015563	0.860301445	0.964952736	0.765578653	0.84434372
ENSMUSG00000032783	0.88940398	1.09906718	0.83735959	0.871910389	0.918042722	0.83009284
ENSMUSG00000032783	1.252407044	0.739765319	1.042527187	0.788286213	0.737430033	0.777777091
ENSMUSG00000038009	1.140610392	0.960564095	0.949130185	1.050965182	0.848961768	0.990896284
ENSMUSG00000037579	0.761142285	1.031957189	1.142351511	0.952640409	0.995184011	0.90385486
ENSMUSG00000037579	0.954149318	0.910492985	0.946268473	0.750445851	0.973622703	0.787407575
ENSMUSG00000037570	1.08335674	1.116650049	1.129540726	1.01489021	0.96128269	0.920550853
ENSMUSG00000078907	1.049531392	0.952980329	0.844568822	0.886747526	1.19728262	1.147120337
ENSMUSG00000078907	0.964718719	0.924149021	0.964180276	0.8835332	1.075422998	1.010776495
ENSMUSG00000078907	0.766417526	1.171852163	1.030145456	0.952537098	1.022688307	0.874718153
ENSMUSG00000023007	1.103168011	0.916395008	0.95258538	0.867457357	0.725315798	0.722158303
ENSMUSG00000023007	0.848532048	1.037272627	0.77242919	0.855614763	0.798489471	0.836391665
ENSMUSG00000023007	1.411617414	0.858745458	0.755168998	0.758698997	0.851679485	0.855544289
ENSMUSG00000023008	1.183032229	1.331939075	1.355947142	1.18941384	1.046289716	1.031147032
ENSMUSG00000023008	0.958149512	1.146488852	1.012784029	0.99185715	0.893206048	0.870554886
ENSMUSG00000023010	1.05182668	1.044203652	1.049448008	0.962344852	0.947569002	0.89548586
ENSMUSG00000023010	1.060247926	0.955387882	0.95138432	0.936486009	0.848730866	0.89329614
ENSMUSG00000023009	1.094425499	0.94197229	1.005246413	0.948942951	1.008261811	1.001502197
ENSMUSG00000023009	1.111867227	1.008792311	1.043420609	0.996706977	0.937176215	0.943968061
