Gene	I/C_0h	I/C_12h	I/C_18h	I/C_24h	I/C_2h	I/C_6h
ENSMUSG00000021697	0.102584441	-0.076635291	-0.747777045	-0.813959786	0.598464376	-0.050995814
ENSMUSG00000021699	-0.22181809	-1.460420991	-2.37563474	-2.058820106	-0.478789129	-0.958787069
ENSMUSG00000021703	-0.125671436	1.604375893	0.352075059	0.841003723	0.318098715	0.284063204
ENSMUSG00000021704	1.618230822	1.20861923	0.946861965	-0.004889363	2.292638783	1.156766171
ENSMUSG00000021706	0.171793955	0.711736655	1.570100778	1.781236774	0.445968122	-0.103071846
ENSMUSG00000021707	1.529470068	2.169401353	2.549166379	3.464452818	1.797928033	1.710856394
ENSMUSG00000021709	0.171793955	0.711736655	1.570100778	1.781236774	0.445968122	-0.103071846
ENSMUSG00000021710	-0.50046328	0.089825228	0.735396272	1.267300698	-0.339902715	-0.462781925
ENSMUSG00000021711	1.867729592	1.903324475	2.584278723	3.50439436	1.727617986	1.556607935
ENSMUSG00000021712	0.22137668	-0.055182635	-1.101062264	-1.730774626	0.212964062	-0.008261878
ENSMUSG00000021713	1.697294619	2.2330336	3.298952111	3.483463117	2.262754255	2.338131127
ENSMUSG00000021714	0.171793955	0.711736655	1.570100778	1.781236774	0.445968122	-0.103071846
ENSMUSG00000021715	0.22137668	-0.055182635	-1.101062264	-1.730774626	0.212964062	-0.008261878
ENSMUSG00000021716	0.22137668	-0.055182635	-1.101062264	-1.730774626	0.212964062	-0.008261878
ENSMUSG00000021718	0.22137668	-0.055182635	-1.101062264	-1.730774626	0.212964062	-0.008261878
ENSMUSG00000021719	-0.125671436	1.604375893	0.352075059	0.841003723	0.318098715	0.284063204
ENSMUSG00000021725	0.171793955	0.711736655	1.570100778	1.781236774	0.445968122	-0.103071846
ENSMUSG00000021731	1.618230822	1.20861923	0.946861965	-0.004889363	2.292638783	1.156766171
ENSMUSG00000021733	0.22137668	-0.055182635	-1.101062264	-1.730774626	0.212964062	-0.008261878
ENSMUSG00000021737	1.867729592	1.903324475	2.584278723	3.50439436	1.727617986	1.556607935
ENSMUSG00000021738	0.456974832	0.480960975	0.724670164	1.004119377	0.617422043	0.056174333
ENSMUSG00000021748	0.171793955	0.711736655	1.570100778	1.781236774	0.445968122	-0.103071846
ENSMUSG00000021754	-1.994603292	-0.533152215	-1.539708112	-1.745585941	-0.947288061	-1.5156428
ENSMUSG00000021756	-0.646700262	0.607843629	2.000933841	1.991420547	-1.087775823	0.457735496
ENSMUSG00000021764	-0.12347839	-0.666278234	-1.938896241	-2.088102448	-0.721530448	-1.689470105
ENSMUSG00000021767	-0.280829537	0.266171822	0.472396744	1.302988048	-0.763220786	-0.491873325
ENSMUSG00000021770	1.697294619	2.2330336	3.298952111	3.483463117	2.262754255	2.338131127
ENSMUSG00000021771	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000021773	-0.280829537	0.266171822	0.472396744	1.302988048	-0.763220786	-0.491873325
ENSMUSG00000021774	-0.50046328	0.089825228	0.735396272	1.267300698	-0.339902715	-0.462781925
ENSMUSG00000021775	1.618230822	1.20861923	0.946861965	-0.004889363	2.292638783	1.156766171
ENSMUSG00000021779	-0.125671436	1.604375893	0.352075059	0.841003723	0.318098715	0.284063204
ENSMUSG00000021785	0.243643446	0.766410014	1.031902571	0.995317693	-0.236157684	-0.661821817
ENSMUSG00000021786	-0.125671436	1.604375893	0.352075059	0.841003723	0.318098715	0.284063204
ENSMUSG00000021794	-0.50046328	0.089825228	0.735396272	1.267300698	-0.339902715	-0.462781925
ENSMUSG00000021807	-0.136354506	-1.114090468	-2.074662979	-2.014996851	-0.50457517	-0.592871519
ENSMUSG00000021809	-0.12347839	-0.666278234	-1.938896241	-2.088102448	-0.721530448	-1.689470105
ENSMUSG00000021810	0.375643735	0.901431773	0.725598615	-0.035317187	0.788976049	0.831578809
ENSMUSG00000021811	-0.280829537	0.266171822	0.472396744	1.302988048	-0.763220786	-0.491873325
ENSMUSG00000021815	-0.136354506	-1.114090468	-2.074662979	-2.014996851	-0.50457517	-0.592871519
ENSMUSG00000021816	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000021819	-0.646700262	0.607843629	2.000933841	1.991420547	-1.087775823	0.457735496
ENSMUSG00000021820	-0.50046328	0.089825228	0.735396272	1.267300698	-0.339902715	-0.462781925
ENSMUSG00000021823	1.697294619	2.2330336	3.298952111	3.483463117	2.262754255	2.338131127
ENSMUSG00000021824	-0.365629517	-1.572132713	-2.506255227	-3.294623602	-0.595488873	-0.99902736
ENSMUSG00000021830	-0.310947913	-0.030634383	0.375213827	1.345914221	0.125657011	-0.560333627
ENSMUSG00000021831	1.867729592	1.903324475	2.584278723	3.50439436	1.727617986	1.556607935
ENSMUSG00000021832	-1.634091766	-1.210369274	-0.928545955	-1.501852674	-1.621096901	-1.789863174
ENSMUSG00000021838	1.618230822	1.20861923	0.946861965	-0.004889363	2.292638783	1.156766171
ENSMUSG00000021843	1.529470068	2.169401353	2.549166379	3.464452818	1.797928033	1.710856394
ENSMUSG00000021846	-0.223508992	0.283311456	-0.331679068	-1.877501317	0.514520678	0.14901162
ENSMUSG00000021866	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000021867	-0.646700262	0.607843629	2.000933841	1.991420547	-1.087775823	0.457735496
ENSMUSG00000021868	1.618230822	1.20861923	0.946861965	-0.004889363	2.292638783	1.156766171
ENSMUSG00000021870	0.22137668	-0.055182635	-1.101062264	-1.730774626	0.212964062	-0.008261878
ENSMUSG00000021871	0.171793955	0.711736655	1.570100778	1.781236774	0.445968122	-0.103071846
ENSMUSG00000021877	-0.12347839	-0.666278234	-1.938896241	-2.088102448	-0.721530448	-1.689470105
ENSMUSG00000021884	0.171793955	0.711736655	1.570100778	1.781236774	0.445968122	-0.103071846
ENSMUSG00000021890	-0.22181809	-1.460420991	-2.37563474	-2.058820106	-0.478789129	-0.958787069
ENSMUSG00000021891	-0.280829537	0.266171822	0.472396744	1.302988048	-0.763220786	-0.491873325
ENSMUSG00000021892	-0.217935268	-0.527816339	-0.795229282	-1.668590644	-0.175238357	-0.320627857
ENSMUSG00000021893	1.867729592	1.903324475	2.584278723	3.50439436	1.727617986	1.556607935
ENSMUSG00000021895	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000021900	-0.50046328	0.089825228	0.735396272	1.267300698	-0.339902715	-0.462781925
ENSMUSG00000021901	0.22137668	-0.055182635	-1.101062264	-1.730774626	0.212964062	-0.008261878
ENSMUSG00000021902	1.867729592	1.903324475	2.584278723	3.50439436	1.727617986	1.556607935
ENSMUSG00000021904	-0.191635154	0.400892511	-0.64455408	-1.339880364	-0.084543089	-0.155512109
ENSMUSG00000021905	-0.191635154	0.400892511	-0.64455408	-1.339880364	-0.084543089	-0.155512109
ENSMUSG00000021906	-0.125671436	1.604375893	0.352075059	0.841003723	0.318098715	0.284063204
ENSMUSG00000021910	1.618230822	1.20861923	0.946861965	-0.004889363	2.292638783	1.156766171
ENSMUSG00000021911	-0.646700262	0.607843629	2.000933841	1.991420547	-1.087775823	0.457735496
ENSMUSG00000021917	-0.280829537	0.266171822	0.472396744	1.302988048	-0.763220786	-0.491873325
ENSMUSG00000021918	-0.136354506	-1.114090468	-2.074662979	-2.014996851	-0.50457517	-0.592871519
ENSMUSG00000021928	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000021929	-0.12347839	-0.666278234	-1.938896241	-2.088102448	-0.721530448	-1.689470105
ENSMUSG00000021930	-0.125671436	1.604375893	0.352075059	0.841003723	0.318098715	0.284063204
ENSMUSG00000021932	-0.125671436	1.604375893	0.352075059	0.841003723	0.318098715	0.284063204
ENSMUSG00000021936	-0.280829537	0.266171822	0.472396744	1.302988048	-0.763220786	-0.491873325
ENSMUSG00000021938	-0.22181809	-1.460420991	-2.37563474	-2.058820106	-0.478789129	-0.958787069
ENSMUSG00000021939	-0.81494339	-0.50924242	-0.211592787	0.397964393	-0.81319522	-0.88580518
ENSMUSG00000021945	1.867729592	1.903324475	2.584278723	3.50439436	1.727617986	1.556607935
ENSMUSG00000021947	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000021948	-0.12347839	-0.666278234	-1.938896241	-2.088102448	-0.721530448	-1.689470105
ENSMUSG00000021951	-0.310947913	-0.030634383	0.375213827	1.345914221	0.125657011	-0.560333627
ENSMUSG00000021952	-0.310947913	-0.030634383	0.375213827	1.345914221	0.125657011	-0.560333627
ENSMUSG00000021957	-0.989669744	-0.076212742	-0.371697356	-1.606081066	-0.532060272	-0.149652516
ENSMUSG00000021958	-0.330515533	-0.130439523	0.291278637	0.504232247	-0.303476727	-0.426107763
ENSMUSG00000021959	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000021962	-0.22181809	-1.460420991	-2.37563474	-2.058820106	-0.478789129	-0.958787069
ENSMUSG00000021963	1.867729592	1.903324475	2.584278723	3.50439436	1.727617986	1.556607935
ENSMUSG00000021965	-0.280829537	0.266171822	0.472396744	1.302988048	-0.763220786	-0.491873325
ENSMUSG00000021967	0.08842305	-0.400854587	-0.787935747	-1.0975919	0.179013893	0.352343133
ENSMUSG00000021969	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000021972	-0.50046328	0.089825228	0.735396272	1.267300698	-0.339902715	-0.462781925
ENSMUSG00000021973	-0.50046328	0.089825228	0.735396272	1.267300698	-0.339902715	-0.462781925
ENSMUSG00000021974	-0.365629517	-1.572132713	-2.506255227	-3.294623602	-0.595488873	-0.99902736
ENSMUSG00000021975	-0.564331052	-0.547735216	-0.825584965	-1.144627976	-0.102372343	-0.609999737
ENSMUSG00000021978	-0.365629517	-1.572132713	-2.506255227	-3.294623602	-0.595488873	-0.99902736
ENSMUSG00000021981	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000021982	-0.12347839	-0.666278234	-1.938896241	-2.088102448	-0.721530448	-1.689470105
ENSMUSG00000021987	1.867729592	1.903324475	2.584278723	3.50439436	1.727617986	1.556607935
ENSMUSG00000021990	-0.50046328	0.089825228	0.735396272	1.267300698	-0.339902715	-0.462781925
ENSMUSG00000021993	-0.310947913	-0.030634383	0.375213827	1.345914221	0.125657011	-0.560333627
ENSMUSG00000021996	-0.365629517	-1.572132713	-2.506255227	-3.294623602	-0.595488873	-0.99902736
ENSMUSG00000022000	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000022003	0.22137668	-0.055182635	-1.101062264	-1.730774626	0.212964062	-0.008261878
ENSMUSG00000022008	-0.125671436	1.604375893	0.352075059	0.841003723	0.318098715	0.284063204
ENSMUSG00000022009	-0.280829537	0.266171822	0.472396744	1.302988048	-0.763220786	-0.491873325
ENSMUSG00000022013	-0.921806152	-0.555957572	-1.538172036	-1.35231432	-0.828428861	-0.943102452
ENSMUSG00000022014	-0.280829537	0.266171822	0.472396744	1.302988048	-0.763220786	-0.491873325
ENSMUSG00000022015	1.355519447	0.483565746	-0.109538574	0.070497603	1.158264697	0.945396957
ENSMUSG00000022016	0.171793955	0.711736655	1.570100778	1.781236774	0.445968122	-0.103071846
ENSMUSG00000022018	-0.223508992	0.283311456	-0.331679068	-1.877501317	0.514520678	0.14901162
ENSMUSG00000022019	-0.12347839	-0.666278234	-1.938896241	-2.088102448	-0.721530448	-1.689470105
ENSMUSG00000022020	-0.12347839	-0.666278234	-1.938896241	-2.088102448	-0.721530448	-1.689470105
ENSMUSG00000022021	-1.016244344	-0.069572462	-1.743082966	-1.3087625	-0.645110239	-0.917932704
ENSMUSG00000022022	0.171793955	0.711736655	1.570100778	1.781236774	0.445968122	-0.103071846
ENSMUSG00000022023	0.243643446	0.766410014	1.031902571	0.995317693	-0.236157684	-0.661821817
ENSMUSG00000022024	-0.12347839	-0.666278234	-1.938896241	-2.088102448	-0.721530448	-1.689470105
ENSMUSG00000022031	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000022033	-1.260164229	-1.715065154	-0.852181322	-0.767263499	-1.267658909	-1.290951835
ENSMUSG00000022034	-0.418882123	-2.143709427	-1.918917389	-1.872934169	-0.835861837	-1.103376866
ENSMUSG00000022035	-0.310947913	-0.030634383	0.375213827	1.345914221	0.125657011	-0.560333627
ENSMUSG00000022043	-0.418882123	-2.143709427	-1.918917389	-1.872934169	-0.835861837	-1.103376866
ENSMUSG00000022048	1.697294619	2.2330336	3.298952111	3.483463117	2.262754255	2.338131127
ENSMUSG00000022051	-0.12347839	-0.666278234	-1.938896241	-2.088102448	-0.721530448	-1.689470105
ENSMUSG00000022052	-0.646700262	0.607843629	2.000933841	1.991420547	-1.087775823	0.457735496
ENSMUSG00000022064	-0.280829537	0.266171822	0.472396744	1.302988048	-0.763220786	-0.491873325
ENSMUSG00000022066	0.171793955	0.711736655	1.570100778	1.781236774	0.445968122	-0.103071846
ENSMUSG00000022070	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000022074	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000022075	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000022089	-0.989669744	-0.076212742	-0.371697356	-1.606081066	-0.532060272	-0.149652516
ENSMUSG00000022090	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000022091	0.22137668	-0.055182635	-1.101062264	-1.730774626	0.212964062	-0.008261878
ENSMUSG00000022092	-0.310947913	-0.030634383	0.375213827	1.345914221	0.125657011	-0.560333627
ENSMUSG00000022094	0.22137668	-0.055182635	-1.101062264	-1.730774626	0.212964062	-0.008261878
ENSMUSG00000022095	-0.125671436	1.604375893	0.352075059	0.841003723	0.318098715	0.284063204
ENSMUSG00000022096	-0.365629517	-1.572132713	-2.506255227	-3.294623602	-0.595488873	-0.99902736
ENSMUSG00000022100	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000022102	0.343886641	-0.817880942	-0.848365513	-1.130110241	0.034394689	-0.735953213
ENSMUSG00000022103	1.529470068	2.169401353	2.549166379	3.464452818	1.797928033	1.710856394
ENSMUSG00000022105	-0.280829537	0.266171822	0.472396744	1.302988048	-0.763220786	-0.491873325
ENSMUSG00000022106	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000022108	-0.646700262	0.607843629	2.000933841	1.991420547	-1.087775823	0.457735496
ENSMUSG00000022109	-0.280829537	0.266171822	0.472396744	1.302988048	-0.763220786	-0.491873325
ENSMUSG00000022110	-0.22181809	-1.460420991	-2.37563474	-2.058820106	-0.478789129	-0.958787069
ENSMUSG00000022111	0.22137668	-0.055182635	-1.101062264	-1.730774626	0.212964062	-0.008261878
ENSMUSG00000022119	-0.223508992	0.283311456	-0.331679068	-1.877501317	0.514520678	0.14901162
ENSMUSG00000022120	0.171793955	0.711736655	1.570100778	1.781236774	0.445968122	-0.103071846
ENSMUSG00000022123	-0.744517853	-0.797996467	-1.151448843	-1.294649972	-0.383666206	-0.478877255
ENSMUSG00000022124	-0.310947913	-0.030634383	0.375213827	1.345914221	0.125657011	-0.560333627
ENSMUSG00000022125	-1.016244344	-0.069572462	-1.743082966	-1.3087625	-0.645110239	-0.917932704
ENSMUSG00000022130	-0.22181809	-1.460420991	-2.37563474	-2.058820106	-0.478789129	-0.958787069
ENSMUSG00000022131	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000022136	-0.125671436	1.604375893	0.352075059	0.841003723	0.318098715	0.284063204
ENSMUSG00000022139	-0.310947913	-0.030634383	0.375213827	1.345914221	0.125657011	-0.560333627
ENSMUSG00000022141	1.618230822	1.20861923	0.946861965	-0.004889363	2.292638783	1.156766171
ENSMUSG00000022142	-0.280829537	0.266171822	0.472396744	1.302988048	-0.763220786	-0.491873325
ENSMUSG00000022159	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000022160	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000022175	-0.50046328	0.089825228	0.735396272	1.267300698	-0.339902715	-0.462781925
ENSMUSG00000022176	-0.125671436	1.604375893	0.352075059	0.841003723	0.318098715	0.284063204
ENSMUSG00000022177	-0.12347839	-0.666278234	-1.938896241	-2.088102448	-0.721530448	-1.689470105
ENSMUSG00000022178	-0.50046328	0.089825228	0.735396272	1.267300698	-0.339902715	-0.462781925
ENSMUSG00000022179	-0.310947913	-0.030634383	0.375213827	1.345914221	0.125657011	-0.560333627
ENSMUSG00000022184	0.171793955	0.711736655	1.570100778	1.781236774	0.445968122	-0.103071846
ENSMUSG00000022185	-0.365629517	-1.572132713	-2.506255227	-3.294623602	-0.595488873	-0.99902736
ENSMUSG00000022186	1.529470068	2.169401353	2.549166379	3.464452818	1.797928033	1.710856394
ENSMUSG00000022191	-0.50046328	0.089825228	0.735396272	1.267300698	-0.339902715	-0.462781925
ENSMUSG00000022193	-0.280829537	0.266171822	0.472396744	1.302988048	-0.763220786	-0.491873325
ENSMUSG00000022194	-0.191635154	0.400892511	-0.64455408	-1.339880364	-0.084543089	-0.155512109
ENSMUSG00000022195	-0.50046328	0.089825228	0.735396272	1.267300698	-0.339902715	-0.462781925
ENSMUSG00000022200	-1.016244344	-0.069572462	-1.743082966	-1.3087625	-0.645110239	-0.917932704
ENSMUSG00000022201	1.867729592	1.903324475	2.584278723	3.50439436	1.727617986	1.556607935
ENSMUSG00000022204	-0.22181809	-1.460420991	-2.37563474	-2.058820106	-0.478789129	-0.958787069
ENSMUSG00000022205	-0.310947913	-0.030634383	0.375213827	1.345914221	0.125657011	-0.560333627
ENSMUSG00000022210	0.22137668	-0.055182635	-1.101062264	-1.730774626	0.212964062	-0.008261878
ENSMUSG00000022211	-0.50046328	0.089825228	0.735396272	1.267300698	-0.339902715	-0.462781925
ENSMUSG00000022216	-0.365629517	-1.572132713	-2.506255227	-3.294623602	-0.595488873	-0.99902736
ENSMUSG00000022228	-0.125671436	1.604375893	0.352075059	0.841003723	0.318098715	0.284063204
ENSMUSG00000022231	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000022234	-0.50046328	0.089825228	0.735396272	1.267300698	-0.339902715	-0.462781925
ENSMUSG00000022236	0.101542047	0.875175254	1.207437561	1.279588275	0.510156773	0.312984285
ENSMUSG00000022237	-0.125671436	1.604375893	0.352075059	0.841003723	0.318098715	0.284063204
ENSMUSG00000022241	0.343886641	-0.817880942	-0.848365513	-1.130110241	0.034394689	-0.735953213
ENSMUSG00000022244	0.12161013	0.585712013	1.09334258	1.6174017	-0.019629163	0.418470707
ENSMUSG00000022247	-0.50046328	0.089825228	0.735396272	1.267300698	-0.339902715	-0.462781925
ENSMUSG00000022248	1.697294619	2.2330336	3.298952111	3.483463117	2.262754255	2.338131127
ENSMUSG00000022253	-0.12347839	-0.666278234	-1.938896241	-2.088102448	-0.721530448	-1.689470105
ENSMUSG00000022255	1.618230822	1.20861923	0.946861965	-0.004889363	2.292638783	1.156766171
ENSMUSG00000022263	1.618230822	1.20861923	0.946861965	-0.004889363	2.292638783	1.156766171
ENSMUSG00000022280	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000022283	1.867729592	1.903324475	2.584278723	3.50439436	1.727617986	1.556607935
ENSMUSG00000022292	-0.223508992	0.283311456	-0.331679068	-1.877501317	0.514520678	0.14901162
ENSMUSG00000022295	-0.22181809	-1.460420991	-2.37563474	-2.058820106	-0.478789129	-0.958787069
ENSMUSG00000022299	-0.04045424	-0.55363168	-0.334940475	-1.158084539	-0.146630466	-0.185064801
ENSMUSG00000022300	-1.994603292	-0.533152215	-1.539708112	-1.745585941	-0.947288061	-1.5156428
ENSMUSG00000022307	0.171793955	0.711736655	1.570100778	1.781236774	0.445968122	-0.103071846
ENSMUSG00000022309	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000022312	-1.233711686	-0.299712945	-0.317489758	-0.78461807	-0.773660559	-0.759992921
ENSMUSG00000022313	-0.22181809	-1.460420991	-2.37563474	-2.058820106	-0.478789129	-0.958787069
ENSMUSG00000022314	-0.310947913	-0.030634383	0.375213827	1.345914221	0.125657011	-0.560333627
ENSMUSG00000022322	0.171793955	0.711736655	1.570100778	1.781236774	0.445968122	-0.103071846
ENSMUSG00000022323	1.867729592	1.903324475	2.584278723	3.50439436	1.727617986	1.556607935
ENSMUSG00000022325	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000022329	1.867729592	1.903324475	2.584278723	3.50439436	1.727617986	1.556607935
ENSMUSG00000022330	-0.646700262	0.607843629	2.000933841	1.991420547	-1.087775823	0.457735496
ENSMUSG00000022335	1.419935818	2.61970334	2.49900532	3.267193503	1.905907437	1.55583365
ENSMUSG00000022336	1.867729592	1.903324475	2.584278723	3.50439436	1.727617986	1.556607935
ENSMUSG00000022337	0.343886641	-0.817880942	-0.848365513	-1.130110241	0.034394689	-0.735953213
ENSMUSG00000022338	-0.12347839	-0.666278234	-1.938896241	-2.088102448	-0.721530448	-1.689470105
ENSMUSG00000022339	1.529470068	2.169401353	2.549166379	3.464452818	1.797928033	1.710856394
ENSMUSG00000022346	0.171793955	0.711736655	1.570100778	1.781236774	0.445968122	-0.103071846
ENSMUSG00000022350	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000022351	-0.136354506	-1.114090468	-2.074662979	-2.014996851	-0.50457517	-0.592871519
ENSMUSG00000022353	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000022354	0.22137668	-0.055182635	-1.101062264	-1.730774626	0.212964062	-0.008261878
ENSMUSG00000022358	0.243643446	0.766410014	1.031902571	0.995317693	-0.236157684	-0.661821817
ENSMUSG00000022359	-0.217935268	-0.527816339	-0.795229282	-1.668590644	-0.175238357	-0.320627857
ENSMUSG00000022360	0.22137668	-0.055182635	-1.101062264	-1.730774626	0.212964062	-0.008261878
ENSMUSG00000022364	1.529470068	2.169401353	2.549166379	3.464452818	1.797928033	1.710856394
ENSMUSG00000022365	1.529470068	2.169401353	2.549166379	3.464452818	1.797928033	1.710856394
ENSMUSG00000022369	-0.365629517	-1.572132713	-2.506255227	-3.294623602	-0.595488873	-0.99902736
ENSMUSG00000022370	1.867729592	1.903324475	2.584278723	3.50439436	1.727617986	1.556607935
ENSMUSG00000022377	-0.12347839	-0.666278234	-1.938896241	-2.088102448	-0.721530448	-1.689470105
ENSMUSG00000022385	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000022386	0.171793955	0.711736655	1.570100778	1.781236774	0.445968122	-0.103071846
ENSMUSG00000022387	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000022389	1.529470068	2.169401353	2.549166379	3.464452818	1.797928033	1.710856394
ENSMUSG00000022390	-0.646700262	0.607843629	2.000933841	1.991420547	-1.087775823	0.457735496
ENSMUSG00000022394	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000022400	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000022401	-0.217935268	-0.527816339	-0.795229282	-1.668590644	-0.175238357	-0.320627857
ENSMUSG00000022403	-0.418882123	-2.143709427	-1.918917389	-1.872934169	-0.835861837	-1.103376866
ENSMUSG00000022404	-0.125671436	1.604375893	0.352075059	0.841003723	0.318098715	0.284063204
ENSMUSG00000022407	-0.365629517	-1.572132713	-2.506255227	-3.294623602	-0.595488873	-0.99902736
ENSMUSG00000022412	-0.125671436	1.604375893	0.352075059	0.841003723	0.318098715	0.284063204
ENSMUSG00000022414	-0.125671436	1.604375893	0.352075059	0.841003723	0.318098715	0.284063204
ENSMUSG00000022415	1.529470068	2.169401353	2.549166379	3.464452818	1.797928033	1.710856394
ENSMUSG00000022416	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000022419	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000022420	1.618230822	1.20861923	0.946861965	-0.004889363	2.292638783	1.156766171
ENSMUSG00000022421	0.22137668	-0.055182635	-1.101062264	-1.730774626	0.212964062	-0.008261878
ENSMUSG00000022422	-0.22181809	-1.460420991	-2.37563474	-2.058820106	-0.478789129	-0.958787069
ENSMUSG00000022426	-0.12347839	-0.666278234	-1.938896241	-2.088102448	-0.721530448	-1.689470105
ENSMUSG00000022427	-0.223508992	0.283311456	-0.331679068	-1.877501317	0.514520678	0.14901162
ENSMUSG00000022428	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000022433	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
ENSMUSG00000022434	-0.280829537	0.266171822	0.472396744	1.302988048	-0.763220786	-0.491873325
ENSMUSG00000022436	-0.365629517	-1.572132713	-2.506255227	-3.294623602	-0.595488873	-0.99902736
ENSMUSG00000022437	-0.365629517	-1.572132713	-2.506255227	-3.294623602	-0.595488873	-0.99902736
ENSMUSG00000022438	-0.310947913	-0.030634383	0.375213827	1.345914221	0.125657011	-0.560333627
ENSMUSG00000022439	-0.12347839	-0.666278234	-1.938896241	-2.088102448	-0.721530448	-1.689470105
ENSMUSG00000022440	-0.310947913	-0.030634383	0.375213827	1.345914221	0.125657011	-0.560333627
ENSMUSG00000022442	0.08842305	-0.400854587	-0.787935747	-1.0975919	0.179013893	0.352343133
ENSMUSG00000022443	-0.125671436	1.604375893	0.352075059	0.841003723	0.318098715	0.284063204
ENSMUSG00000022450	1.867729592	1.903324475	2.584278723	3.50439436	1.727617986	1.556607935
ENSMUSG00000022451	-0.50046328	0.089825228	0.735396272	1.267300698	-0.339902715	-0.462781925
ENSMUSG00000022452	0.171793955	0.711736655	1.570100778	1.781236774	0.445968122	-0.103071846
ENSMUSG00000022453	0.171793955	0.711736655	1.570100778	1.781236774	0.445968122	-0.103071846
ENSMUSG00000022462	-0.217935268	-0.527816339	-0.795229282	-1.668590644	-0.175238357	-0.320627857
ENSMUSG00000022463	-0.310947913	-0.030634383	0.375213827	1.345914221	0.125657011	-0.560333627
ENSMUSG00000022466	-0.22181809	-1.460420991	-2.37563474	-2.058820106	-0.478789129	-0.958787069
ENSMUSG00000022468	-0.280829537	0.266171822	0.472396744	1.302988048	-0.763220786	-0.491873325
ENSMUSG00000022469	-0.136354506	-1.114090468	-2.074662979	-2.014996851	-0.50457517	-0.592871519
ENSMUSG00000022472	1.618230822	1.20861923	0.946861965	-0.004889363	2.292638783	1.156766171
ENSMUSG00000022474	-0.280829537	0.266171822	0.472396744	1.302988048	-0.763220786	-0.491873325
ENSMUSG00000022475	-0.365629517	-1.572132713	-2.506255227	-3.294623602	-0.595488873	-0.99902736
ENSMUSG00000022476	1.618230822	1.20861923	0.946861965	-0.004889363	2.292638783	1.156766171
ENSMUSG00000022477	0.22137668	-0.055182635	-1.101062264	-1.730774626	0.212964062	-0.008261878
ENSMUSG00000022479	-0.125671436	1.604375893	0.352075059	0.841003723	0.318098715	0.284063204
ENSMUSG00000022488	1.506857638	2.505027651	2.727109683	3.05778879	2.067750838	2.086441224
ENSMUSG00000022489	0.2924947	1.071363836	-0.656639402	-2.781153656	1.288356782	1.790630763
