Gene	Ik_0H	Ik_2H	Ik_6H	Ik_12H	Ik_18H	Ik_24H
ENSMUSG00000000296	-0.807042627516633	-0.592823806882299	-0.627282378371675	0.0785888908387903	-0.616603612763961	-0.945900568113495
ENSMUSG00000000301	-0.0353998343098786	-0.0162836358832274	-0.102254216674375	-0.260350481102979	-0.524745309840953	-0.634571157043551
ENSMUSG00000000303	-1.13615097868868	-0.932625043097739	-1.32684049340619	-0.0117194733969803	-0.888027335598268	-0.470832894698897
ENSMUSG00000000305	-0.534210418573486	-0.570034080302948	-0.547348088572737	-0.0755390552842585	-0.791990483701682	-1.02977455293038
ENSMUSG00000000308	0.379939630713833	0.351291764739931	0.168748064195998	-0.281552814902918	-0.92524264112362	-1.33576651124752
ENSMUSG00000000317	-0.466035046330781	-0.336483817246264	-0.264066043064583	0.27721280184408	-0.175861568474154	-0.563880437974224
ENSMUSG00000000318	-0.634599800529735	-0.0624542863501465	-0.25938772341694	0.21486885131227	-0.0690759418770404	-0.553562684863923
ENSMUSG00000000320	-0.721467606047398	-0.916556090405858	-0.054786679290246	0.0920972847091286	-0.279179455477925	-0.619707241326375
ENSMUSG00000000325	0.087069067878265	0.256677047038063	0.50005229701722	0.534560351943073	0.593719562871154	0.557889418539685
ENSMUSG00000000326	0.00281803540896662	0.0295630865676119	-0.0104186568232919	0.0142298516681522	-0.0581114352110264	-0.0356101758156636
ENSMUSG00000000339	0.000372955147830699	0.00481295638024133	0.0112831445997207	0.000794147370493437	-0.0251505131784432	-0.0397483211150449
ENSMUSG00000000340	0.0241578525201889	-0.0555198878763118	-0.00647728549633562	-0.105270653922774	-0.0299266249547715	-0.0345425962518875
ENSMUSG00000000346	-0.010883307341164	0.00700371701986522	0.0307057687997205	0.0597214823061217	0.0832429971289693	0.0528318279107735
ENSMUSG00000000355	-0.0191636310442547	-0.0124609728786211	-0.0237328695881007	-0.0293195656555076	-0.0542077381428	-0.0425208356310329
ENSMUSG00000000359	-0.527017185315866	-0.638306651530928	-0.211927189018123	0.182226467794658	-0.121258062595366	-0.39130656522779
ENSMUSG00000000365	-0.836316996346516	-0.520602165968196	-0.632880388555402	0.0720671532763024	-0.600911691480301	-0.942971939095435
ENSMUSG00000000374	-0.00747779249393115	-0.0217548143903297	0.0152218324100079	0.022562611842771	0.0497709524308074	0.0324846557869021
ENSMUSG00000000378	-0.0585052694124219	0.000948936828238471	0.0107586034065399	0.108992377038893	0.140118978184375	0.162355248198357
ENSMUSG00000000381	-0.385489280985323	-0.331692004233275	-0.443093547164942	0.0898533608842284	-0.221357391133331	-0.260563927466489
ENSMUSG00000000384	-0.0165139086170641	-0.0228444534177066	-0.0320100682610195	-0.0965348407281863	-0.15399594047476	-0.183291368549227
ENSMUSG00000000385	-0.35995779787698	-0.646386243549342	0.00319229181884202	-0.253375310774537	0.102078005887422	-0.616220722398928
ENSMUSG00000000386	-0.309313573357668	-0.946742305739306	0.162932562260646	0.097656935247701	-0.562396557253557	-0.190555177258805
ENSMUSG00000000392	-1.20432587974441	-0.439868944151208	-0.718327370786375	0.0710789411034199	-1.40174189584496	-0.707699699401248
ENSMUSG00000000394	-0.822187989802961	-0.531401783026369	-0.58759868187268	-0.505436857969679	-0.371665548195738	-0.50192303096666
ENSMUSG00000000399	-0.00924050212218845	0.0045566465316229	-0.0338461623879034	0.0111767274387504	-0.0457300461717605	-0.085836023697831
ENSMUSG00000000402	-0.791028733980345	-0.675330757299126	-0.639754722630083	0.145300719989861	0.672179028284057	0.814608011042122
ENSMUSG00000000409	0.0856945358317223	0.00398610326269623	-0.0216004192830851	-0.0713912237625886	-0.0313902358839186	0.00836682029315639
ENSMUSG00000000411	-0.276066091875674	-0.414436762682108	-0.383895136998269	-0.03818119245287	-0.199905935305159	-0.276107656360155
ENSMUSG00000000416	-0.608863098410388	-0.522500441468788	-0.617346607148285	0.0446655106895159	-0.352992486731481	-0.821346642161302
ENSMUSG00000000420	-0.010005031181294	0.00292750829666751	-0.00455783327277259	-0.0412097000800032	-0.0736929235250097	-0.0993318074017456
ENSMUSG00000000435	-0.309391936869258	-0.429882580012165	-0.394631481500436	-0.0371583591761085	-0.123045484557799	-0.334431618592703
ENSMUSG00000000439	0.024303377936186	0.0374484348688161	0.082572296228394	0.00214568062907331	0.0384555720898024	0.0226212286481772
ENSMUSG00000000440	-0.69169158376488	-0.507828682242411	-0.626946792074166	0.0710479698534464	-0.618109508152106	-0.939053990723248
ENSMUSG00000000441	-0.0236930686741583	-0.0108719887903473	-0.0156081971947487	0.0101763965847953	-0.0080342901767824	-0.0253603435320661
ENSMUSG00000000486	0.0647562777276274	0.124711588407882	0.155825953213972	0.20796095961978	0.289752196992864	0.288595672842283
ENSMUSG00000000489	0.29990532462837	-0.254215353054413	0.458661804538457	-0.0276314557069334	0.192612556609295	-0.50882431589061
ENSMUSG00000000530	-0.493468186586483	-0.858016180844333	-0.24909455384324	0.110279849633909	-0.491582860285268	-0.197418121239272
ENSMUSG00000000531	0.0159469010928389	0.0403640690161095	0.00896700846620588	0.170079186980402	0.257156033480596	0.29267943856591
ENSMUSG00000000532	0.0133680849539791	0.0202643042728647	0.0912311745789494	0.0145267669283969	0.0841114566764809	0.100338798841914
ENSMUSG00000000538	-0.00915654537268531	-0.00260517237396712	-0.0255661067437064	0.00913125036773736	0.0153214954101426	0.0226141221347998
ENSMUSG00000000544	-0.664020108350326	-0.606485061865899	-0.429715860218178	0.116410797321856	-0.0660387813883451	-0.628964272568781
ENSMUSG00000000552	0.0873834796725141	0.0501344683221371	0.000155348171321007	0.0731605924098116	0.0247881661462741	-0.00126955869095663
ENSMUSG00000000555	0.99569586398037	0.708659034816218	0.129728966350338	0.146911232211489	0.0201051749418814	-0.0457825825603506
ENSMUSG00000000560	-0.524909108497253	-0.47499500083743	-0.535140182918489	0.104843377213971	-0.363514345802947	-0.870006584764534
ENSMUSG00000000561	-0.0195624863891469	-0.056425227387942	-0.0904834602245251	-0.102492409399618	-0.129840059214106	-0.142154381987703
ENSMUSG00000000562	-0.188002638509377	0.0877747505533697	0.274982916211655	0.258120302485965	0.076189967969321	0.11201806601888
ENSMUSG00000000563	-0.00744799090131231	-0.00436224892384122	-0.0149498488332462	0.0233282610732035	-0.0104903163220486	-0.0447034899247449
ENSMUSG00000000567	-0.357431888353704	-0.424265225319985	-0.249344592777109	0.127593501334443	-0.190726549133205	-0.551773830028325
ENSMUSG00000000568	0.00257574328918266	0.0176779606385351	0.00184247742868257	-0.0124649146181738	-0.0769161941490149	-0.0901062034201474
ENSMUSG00000000579	-0.00165499541661601	0.0257578098017209	0.0605718982716596	0.121688755450324	0.171881722826862	0.240602449500349
ENSMUSG00000000581	0.00484128918112759	-0.0244382656230146	-0.00236873499388184	-0.0355179435238957	-0.047886868689325	0.00489504984037195
ENSMUSG00000000594	0.125800590901414	0.160013124689153	0.241993174690762	0.386356321349493	0.447548248584768	0.350957048994421
ENSMUSG00000000600	0.0146447275240412	0.0612808713222048	0.0205823877588496	0.0337108069210415	0.0717595603678031	0.0993251039065965
ENSMUSG00000000605	-0.010906129660909	0.0183226553747977	0.0386651518954697	0.0097581161316819	0.0172754258839343	0.0372249159875917
ENSMUSG00000000606	-0.381942166892077	-0.437201891177911	-0.481449369172065	-0.0368583177769331	-0.151974214856269	-0.503901271482058
ENSMUSG00000000617	-0.487689552078262	-0.510518784981756	-0.40075455825512	0.228029616226351	-0.261970199174013	-0.449078376401651
ENSMUSG00000000627	-0.449127052047349	-0.705930104314487	-0.64696242805579	0.0945081503522485	-0.407361723048089	-0.50542612658259
ENSMUSG00000000628	0.0137830189925393	-0.037777797852875	-0.024548661435342	-0.164278776547265	-0.308623271486761	-0.363834312256961
ENSMUSG00000000631	0.0328607168581414	-0.0166891223557251	-0.0448385347013035	-0.0194630989153691	0.00351672808378638	0.0352872634586679
ENSMUSG00000000632	-1.16776327377985	-0.886542104823522	-0.0837113555579855	-0.00448715570895762	-0.914357067847784	-0.636206981586486
ENSMUSG00000000673	0.116514419793479	0.102450389976786	0.137227926838127	0.291328538098331	0.141895878113503	0.158029622932141
ENSMUSG00000000682	-0.112683421286177	-0.0942021877073136	-0.160515232385149	-0.137170325608424	-0.248681057147778	-0.214004943207382
ENSMUSG00000000686	-0.021118388278914	-0.124949564578844	-0.0246819502256145	-0.153134657821803	0.00615933985450059	0.137497492526042
ENSMUSG00000000690	0.176221360216178	0.0287681947322768	-0.0192148399318261	0.0675291598611586	0.0325603766877033	0.0118049781763311
ENSMUSG00000000693	-0.193904788028433	-0.0399799763842294	-0.000594961972395559	-0.112813840246547	-0.1161965926266	-0.0816240763343994
ENSMUSG00000000701	-0.368051157883656	-0.466446809790794	-0.380067729144363	0.0270064257411351	-0.108613953473311	-0.501731649885027
ENSMUSG00000000706	-0.600135349254612	-0.0447824452934692	0.162662499688322	0.365470300116935	0.31109770152394	0.269223349108002
ENSMUSG00000000708	0.00850168119084999	-0.0616125743610279	-0.00642350732973139	0.0599130277560184	0.0990443195024084	0.119638653961852
ENSMUSG00000000711	0.0182831932366363	0.016130009508368	0.0362873210725796	0.0831132070083537	0.130282757087455	0.132167051714761
ENSMUSG00000000724	-0.40376330656187	-0.368919326437908	-0.448993790863687	0.0405242124435066	-0.138498100071208	-0.500809842967212
ENSMUSG00000000730	-0.508946208860176	-0.675819597744831	-0.408776121950803	-0.157843965513168	-0.298899760925712	-0.446469195167773
ENSMUSG00000000731	-0.179320611525593	-0.851297090788607	-0.248688050479264	0.0983850571809702	0.0791127279519557	-0.423557579251971
ENSMUSG00000000732	0.435781376623794	-0.0645263428240976	-0.0322510456793554	-0.17001010522601	-0.490623791727504	-0.729220228901853
ENSMUSG00000000738	-0.0381302831667611	-0.00995921840962625	0.0137895129251464	0.0121063056380027	0.000871000375856552	0.0078048657178883
ENSMUSG00000000739	-0.515569638074866	-0.272456326851236	-0.763507560301723	0.500981743407421	-0.299070492481646	-0.758919753966912
ENSMUSG00000000740	-0.0139795221289033	-0.0182785720292029	-0.00199114448263597	-0.0334531303383791	-0.0210801394617157	-0.0179580135512428
ENSMUSG00000000743	0.00160803767801172	-0.00652867060751165	0.0283219398826864	0.0270283845003682	0.0791599286151791	0.0955418440495645
ENSMUSG00000000751	0.0163397975360281	0.0179989310956262	0.05946871820413	0.0294609078928598	0.00837125247198199	-0.0385773138684777
ENSMUSG00000000753	0.189381501777308	0.148375909815589	-0.0711941766073363	-0.226870145650558	-0.286138049938949	-0.256643603491085
ENSMUSG00000000759	0.00143450916023397	0.00749032831444269	0.0186075219861124	0.0219013998555941	0.005295752669433	-0.0186252018947129
ENSMUSG00000000766	-0.433277141859883	-0.37243233897532	-0.466948899673192	-0.00513804564308497	-0.344369522103816	-0.555407063860384
ENSMUSG00000000776	-0.041164565660848	-0.056916158780228	-0.0671324222690514	-0.113722626810138	-0.188529006865638	-0.230716862068994
ENSMUSG00000000782	0.0287527088212224	-0.00036968890168818	0.0207775269626019	-0.304916367379074	-0.866297435104101	-0.496830378881725
ENSMUSG00000000787	0.0186281203952563	0.00384942210346523	0.0362952943914939	-0.00692362743919989	0.0354589893535757	0.0239726483132877
ENSMUSG00000000791	-0.176828172815625	-0.124679841003203	-0.0706283362696157	-0.0929080735207029	-0.0781628668958352	-0.0218460602915087
ENSMUSG00000000792	-0.122169198307848	0.0783882262889163	-0.122997792581259	0.110339143636082	0.209239808137511	0.352150699781339
ENSMUSG00000000794	-0.857881197961007	-0.700552245131846	-0.733822234646656	-0.0511573563299762	0.0522272638243503	-0.919352341691985
ENSMUSG00000000804	-0.00253323976751299	0.0270588404364646	0.0395723580851451	0.0375462912029619	0.0707685901766141	0.126167936170484
ENSMUSG00000000805	-0.515505973429327	-0.580645156666221	-0.225116896727322	0.188281211556255	-0.126879053443246	-0.392000626907398
ENSMUSG00000000811	0.107022427298289	0.0124225411969766	-0.114154673992033	-0.188278174564045	-0.273972042711623	-0.262001720828273
ENSMUSG00000000817	-0.517474465593709	-0.543394311943209	-0.210216150292424	-0.205773153597716	-0.267122547505808	0.0149625798493799
ENSMUSG00000000823	0.0273896779180631	0.0881459889172857	0.121688227126412	0.133502861493892	0.139250256268558	0.142562979374469
ENSMUSG00000000826	0.0136589599146853	0.00331159029992134	0.0333205542337082	0.0108607819214506	0.0450752575248434	0.0222670655597485
ENSMUSG00000000827	-0.0220323003625323	-0.00908244030636539	-0.03119450630566	-0.0350314700880214	-0.0145261762826669	-0.0121938147708626
ENSMUSG00000000838	-0.000538358325710978	-0.0248720242756344	0.0236614441172018	-0.0428352609542445	0.00141602323574428	-0.0112239640401612
ENSMUSG00000000861	0.0329124517457784	-0.115901807238645	-0.129692889004123	-0.153230249766211	-0.205937126598723	-0.203196456130558
ENSMUSG00000000869	-0.620772788894606	-0.385579205926801	-0.429676877419125	0.204102591025758	-0.0677162546940963	-0.570781141123505
ENSMUSG00000000876	0.00433627831464964	0.0438213280561502	0.0130895280718849	0.0964643469689761	0.0777665674076088	0.067493455324672
ENSMUSG00000000881	0.697892652924345	0.0256146405120142	-0.640983095706547	0.206920702624908	-0.172596330958736	-0.768324582479435
ENSMUSG00000000884	-0.076684236430438	-0.0344572809749411	-0.111016312271159	-0.0909421175528356	-0.2437617868592	-0.349538460435009
ENSMUSG00000000889	-0.804492335846504	-1.30879015878822	-0.307304100953616	0.21782994992338	0.564211438791414	-0.40092155230673
ENSMUSG00000000901	0.0197348202184032	-0.0289526808158615	-0.0334179563318028	-0.00504626014983457	0.0148920357110894	0.0272469548020064
ENSMUSG00000000902	-0.000790321452956737	-0.0210727483920809	-0.0236621186084593	0.0067063753893762	-0.0342905701653112	-0.0675715814472155
ENSMUSG00000000903	-0.0123110379964066	-0.0248662986099955	-0.0661292445783675	-0.0138980196467659	-0.00698490074337266	-0.0463481838427853
ENSMUSG00000000915	0.0220178019645757	0.0756919010795607	0.134986300811589	0.140451226115992	0.103498937697155	0.11989190811219
ENSMUSG00000000916	-0.0245684745343586	-0.0252531537280404	-0.101670942957859	-0.123121156506649	-0.188433368419695	-0.234662452029412
ENSMUSG00000000934	-0.17874917756815	-0.0495808283294217	-0.235382326937249	-0.403672246362093	-0.548557369538359	-0.536282054325431
ENSMUSG00000000938	-0.649048700285118	-0.457785937519315	-0.27367844976881	0.16382531033616	-0.258403191172962	-0.404714146574296
ENSMUSG00000000942	-0.306340559465372	-0.459496708744808	-0.220370947201173	-0.0201362728628376	-0.157837950827961	-0.137630722693435
ENSMUSG00000000948	-0.492831604479268	-0.492655342789763	-0.531111770507917	0.085342586204977	-0.272394857359074	-0.840340923449066
ENSMUSG00000000957	-5.02215340186918e-05	-0.0424821889365679	-0.0582355985606675	-0.0763129507924279	-0.0260457502717012	-0.0302874238426826
ENSMUSG00000000958	0.0283698681079013	-0.013745084848771	-0.0726427677260268	0.053848586269515	0.171879441926278	0.232153771537969
ENSMUSG00000000959	0.00690222251980281	0.0287249721487624	-0.00286081663565086	0.0320123314304714	0.0622551923815537	0.0585217005982106
ENSMUSG00000000976	-0.0156734923155135	-0.0107041403466542	-0.0281993689826706	0.0196046231350383	0.0363039293554686	0.0350979556561994
ENSMUSG00000000982	0.21012447431328	0.0541801841272023	0.338733014107886	0.493117631803281	0.676220971270646	0.511823488064062
ENSMUSG00000000983	-0.329802564475791	-0.396176658708051	-0.410159869172464	-0.0473579002146241	-0.0505453773500931	0.0765085311670926
ENSMUSG00000001014	0.191173241654792	-0.0642729118169238	0.374607715832522	-0.560968132333168	0.0484412834440593	0.107179979780797
ENSMUSG00000001016	-0.00591675143027991	-0.0148047027322588	-0.0222158546473276	-0.0347161382970751	-0.055862695005952	-0.0698487240049314
ENSMUSG00000001017	-0.00275878031935992	8.64534582351916e-05	0.0368623161529501	-0.0147182302222343	-0.00787510149567461	-0.00631795740121545
ENSMUSG00000001018	-0.00949918326606205	0.00309673214053402	0.0233295594860428	0.0840931625723437	0.108448651252059	0.137706294227294
ENSMUSG00000001020	0.226583335552016	0.387305227543528	-0.704147664139431	0.105979388505733	-0.607051506218444	-0.516142011339679
ENSMUSG00000001021	-0.583620512608205	-0.340717697396781	0.0637432731732043	-0.0542494600017261	-0.206361471236187	-0.500929460076762
ENSMUSG00000001023	-0.290011589787488	-0.369656888530156	-0.440893239202838	-0.0018979580209763	-0.124085875668664	-0.417455766898013
ENSMUSG00000001025	0.0554488346520662	-0.402336978333054	-0.518915446690657	0.0508716383927022	-0.481102633732191	-0.385625012599054
ENSMUSG00000001027	0.253887336406582	0.236155293621367	0.114570129309257	0.0717655964359196	0.161864207646178	0.31869677213269
ENSMUSG00000001029	0.00217060913410304	0.0515318846962164	0.0996906517475298	0.132927096176108	0.135766010604726	0.137475751967608
ENSMUSG00000001034	-0.0112852966894061	0.0221670464725777	0.0110173182448297	0.0192706844790917	0.0365050571181151	0.0291359977518791
ENSMUSG00000001036	-0.571820896738251	-0.508888369660467	-0.505636882458545	-0.0155599942936396	-0.851995180618561	-0.825235259261759
ENSMUSG00000001039	-0.0149882874653205	0.112278634334135	0.0485652294825431	0.155947375422497	0.00605371445187688	0.15071250561156
ENSMUSG00000001052	0.0292346307112614	0.0272235193382275	0.0318965180338793	0.0444660288383386	0.038673040473301	0.0203994942404535
ENSMUSG00000001053	0.0888732130745453	0.0584074403047338	0.129386039528068	-0.0267247625513848	-0.110791010768891	-0.00878868731794882
ENSMUSG00000001054	-0.0129830383574121	0.0384729312726905	0.118309364311186	0.113633910220443	0.103236303971016	0.12773996017832
ENSMUSG00000001056	-0.0303278550609819	-0.0366794021708864	-0.101000573808319	-0.133338476441929	-0.217197047255935	-0.233539089517623
ENSMUSG00000001062	0.014810794855716	0.0381984399284005	0.0597564350261753	0.0857439854746357	0.117347034037549	0.119515353020401
ENSMUSG00000001065	0.00112297075183285	-0.0113959101304072	-0.038544591368183	-0.0269158288137049	0.00563640512237717	0.0403477777365622
ENSMUSG00000001076	-0.302749370631841	-0.362223695726953	-0.440108741187534	0.0362250154589318	-0.102820064814519	-0.475226679208153
ENSMUSG00000001082	0.0159607012824151	-0.0312671210945785	-0.0600313219721363	-0.0733557439852841	-0.0693356450750495	-0.0999897336446233
ENSMUSG00000001089	0.0887978515751031	0.0121348005005828	-0.0309032908249104	-0.0247837073775371	-0.00665403577221862	0.0199529690640038
ENSMUSG00000001095	-0.376142933229059	-0.454478334578182	-0.581761637223337	0.160342470405582	-0.0826770452713334	-0.935654357112963
ENSMUSG00000001098	0.00615146913133767	-0.0333017319172568	0.066685196204091	0.024580476852801	0.144320324628249	0.142721135205118
ENSMUSG00000001100	0.00467882335554689	0.00491088646596575	-0.00660635992440562	-0.0333231076773466	-0.0584430350997156	-0.0732133740998339
ENSMUSG00000001103	-0.288423460952222	-0.384228091577218	-0.369409371249609	-0.0595415233495174	-0.103591434671517	-0.215689979868398
ENSMUSG00000001105	-0.00244683745717471	0.00115810230912985	-0.0242356167104984	0.00760444955489138	-0.029635460473923	-0.0341256005150858
ENSMUSG00000001119	-0.664749048817482	-0.67626225649683	-0.134069625580675	-0.254307355770557	0.113041586908209	-0.262147138592466
ENSMUSG00000001120	-0.850903128090972	-0.612214830098535	-0.660498501845083	0.298542908195624	-0.569741906676058	-1.10188284306658
ENSMUSG00000001123	-0.0318273674737657	-0.0445957226129202	-0.0887226941100711	-0.147598455540232	-0.16318355320738	-0.175056700852222
ENSMUSG00000001127	-0.0281856291052719	0.0172958765620961	-0.0111125957978429	0.048087368363637	0.00761514806366546	-0.0010689752033711
ENSMUSG00000001128	-0.00862383671112634	0.0143941237727378	0.0555477726654994	0.0686323380899579	0.0538278333671802	0.0221133734427363
ENSMUSG00000001131	-0.326660614798406	0.078081144283286	-0.194192588252138	-0.323022458853027	-0.175440377883675	-0.340882545371953
ENSMUSG00000001134	-0.0239223488806525	0.004346623149272	-0.055638403714847	-0.00984808570719193	-0.101602363684971	-0.0651304080422679
ENSMUSG00000001138	0.0152441902334004	-0.00156943351849462	0.0162877733817884	-0.00952648499705139	0.0208574659220388	-0.0016732155030772
ENSMUSG00000001143	0.0159440475540339	0.00782836037987399	0.0584005769961744	0.0925163281479649	0.101512053976725	0.0717027130370264
ENSMUSG00000001150	-0.00206933961040554	-0.00882874165637338	0.0284837060236023	0.027612823436309	0.0728527753029885	0.0566031509460978
ENSMUSG00000001151	-0.0147931148276529	-0.0287860209069834	-0.023720171583186	-0.0464650988353091	-0.0228413987250812	-0.0121684752099397
ENSMUSG00000001155	-0.165221022809049	-0.609658388619476	-0.536542955112282	0.296206794138771	-0.326586092231065	-0.40348875074309
ENSMUSG00000001156	-0.00992003520594603	-0.0151755450905687	0.00861084559626909	0.166552966250306	0.17106326766533	0.169632702765336
ENSMUSG00000001157	0.00143265583479647	-0.0139335992270538	0.0167330264675634	0.00173202913012374	0.0266319546018447	0.00664383134193711
