prot	IKA0h	IKA2h	IKA6h	IKA12h	IKA18h	IKA24h
Rpl6	0.00628322111016472	-0.0182428144820609	0.00299133380220562	0.0350734141426176	-0.0594800984993806	-0.0785225175401862
Pabpc1	-0.0110333536866026	-0.038687512717001	0.0074602986346558	-0.0554032917769348	-0.00405501437219696	-0.111250096858015
Hnrnpa1	0.0209360057945608	-0.0073629360794043	0.0217979811295801	0.0180142927991318	0.0323976536540255	0.0280816904514971
Eef2	0.0184008556640177	-0.0269642602011889	0.0114054295376778	-0.00566211860680804	-0.0682506261995668	-0.147375918672926
Rps27a	-0.00505851885079317	0.0124593361681273	0.0228088950902686	-0.0586372301170928	0.0559875258115503	-0.0134162445639254
Emc2	-0.0127567725131051	-0.0012286768156638	-0.0188693663195623	0.0125234001556688	-0.00572782671259986	0.0576187476322853
Rnmt	-0.00980393707088451	-0.0219125690233739	-0.00530277462728918	-0.0766506150506685	-0.0420484248277262	-0.133818200991034
Hsp90ab1	0.0455689811827282	0.043384498900303	0.0269218347057309	-0.00143774153988796	-0.0331994648010281	-0.0556135538307221
Rpf2	-0.0439158639174744	-0.0415556657037574	-0.0188207101221083	-0.0309330856337939	-0.0236148532735797	-0.0708477283415327
Rplp0	0.0190091935663134	0.0157847759837805	0.00985560842534283	-0.00481295333567094	-0.0258022159732859	-0.0498566343438203
Rpl24	-0.00805821495375825	-0.0231805365177217	-0.014664822229565	0.0141988550990009	-0.0567729264124742	-0.0637476519809235
Dync1h1	0.00912698346081892	-0.0112341824442675	-0.00813124604406859	0.00384806103475821	-0.00560319220417632	0.0202877731957438
Rpl8	0.00218083887624909	-0.0185189007155359	0.00750047748269206	0.0538866232778709	-0.0502422550054554	-0.0759589110099879
Rpl10a	0.0122668559132748	-0.011746313338093	0.0205591916974892	0.0646905151461085	-0.0363591532403251	-0.0650742208105733
Arhgdib	-0.0454865652051986	0.021213051483824	-0.0489881069955998	-0.107320916166939	-0.0486233633241392	-0.064405786893842
Fmr1	0.0128539735396682	-0.0110200641734073	-0.0215864718749211	-0.0205239433925224	0.00709847889881904	0.0647553689753632
Rps7	0.0135851041843845	-0.0531720646988239	0.0248982436585649	0.13233497465856	-0.0609308482841172	-0.0788794059695895
Rpl4	0.0261890549888285	0.0142710586722653	0.0102332382844609	0.0473726669185454	-0.0663528707199706	-0.0597633054966079
Smarca4	-0.0710542353782167	-0.053658319524623	-0.0381484650753996	-0.0594673486725887	0.102575028519582	0.0890145770720839
Nup153	0.0105094406143142	-0.0316443948055143	0.0263300056193059	-0.0160425549775491	0.0474456506692039	-0.0225861664057957
Srp72	0.0800835296465505	0.135795026007829	-0.0462679429060965	-0.220438748193063	-0.114364125297748	-0.0319299533193691
Hdgfrp2	0.0597942941277118	0.083395073827738	0.042313295307848	-0.0246870157307506	0.0362466546143914	0.0213438380224664
Ywhab	0.0467791344933401	0.0934399438731947	0.013697357569855	-0.0434085650435036	-0.0315245487017454	-0.0244078699164402
Eef1d	0.0151391695109612	-0.0125128421763007	0.0238905765361381	0.0361396816575324	-0.0526149473396313	-0.126216731640955
Ywhaq	0.0388579118194294	0.0757087670749112	0.0177633910980474	-0.0460927098772168	-0.0129558038895546	-0.0383855866671707
Actr3	-0.00867254299306591	0.0284257712224676	-0.000552976994494914	0.00290036498810758	-0.0588640142451861	-0.0963697102633356
Rpl7	0.00786756844851039	0.00285868799515987	-0.00946667879938767	0.0127627305417523	-0.0673511299612205	-0.0567024540619824
Arpc1b	-0.0253668805651139	0.0102820399213675	-0.0454449694391283	-0.0557903041427458	-0.0721521079899733	-0.0590914942436538
Rpl7a	0.0185723674613061	0.0157213223019449	0.00791178277892157	-0.00196758738949576	-0.0501838236452487	-0.0786676131182478
Park7	-0.0284827347371082	-0.0566541132882949	0.0287174259488817	-0.0118479719716827	-0.013048271104627	-0.19566815567624
Rps11	-0.00207416519682979	-0.0257686942690935	0.00307088783146575	0.0247361974436483	-0.0343483156729573	-0.0662675528896621
Srm	0.0026740057661348	-0.0392916885867968	-0.0280615204138301	-0.050209345604485	-0.135698372640941	-0.170201515840955
Rbbp7	0.0386492542888304	0.0329078864593885	0.0455582100722284	-0.0023157178514871	0.0366186022005832	-0.0276271576129112
Tagln2	0.0641863093243507	0.0595990402489607	0.0352133891917143	0.0209004592968195	-0.114030700364671	-0.155632855841256
Psmd13	0.000290956509012563	0.0135362847257128	0.00878451160472343	-0.072047690497599	0.0342354773362366	-0.0427403155210625
Rpl14	0.00855453543835027	0.0106521906059719	-0.00231522919354454	0.00574555628382095	-0.0125824599961978	0.00504189524237469
Rpl27a	0.0248131085916957	0.0145768097492403	0.030780563718831	0.0394129637645019	-0.013912234033063	-0.0594882814533931
Rpl26	-0.000694413263608917	-0.0192368791823691	0.0811179721342878	0.0604604877066439	0.0959950311374173	-0.0941222674832263
Bub3	0.0181287769446909	0.0528656545613442	-0.0102062438673055	-0.0589061992295595	-0.0275096298020713	-0.0235073308041273
Rpl12	0.0228651231557628	0.0168380677186184	0.00694870611636006	0.039243377901742	-0.0658718880086823	-0.0542187603755061
Rpl10	0.0152084450395985	0.00466045797737658	0.0161713681346023	0.00178584783470415	-0.02425317763535	-0.0795012158287574
Rps27	-0.00279139276404777	0.0145876660610408	0.0315924782515886	0.0505327334449113	-0.0219191956976872	-0.107741199346627
Smc4	0.0630339268651393	0.0825956172842749	0.0116014203511345	-0.031739520530074	-0.0153441517785367	0.0275867240652773
Nucks1	-0.0551388009141285	0.00765531985911894	-0.0355101128488274	0.0535359680807563	-0.0631196146191674	-0.00511440510306677
Lrrc47	0.0130223286138068	-0.0183171878012617	-0.027766038862824	-0.0476617665964685	-0.103356258880961	-0.100845807128869
Ddx5	-0.0138907834290811	-0.0399168316440611	-0.0109517884112957	0.0270756353700702	-0.0410208793485254	-0.0446673148384615
Rps25	0.0139059494876993	0.00343866225798101	0.0150083936563579	-0.00448802935025494	-0.0227811318246925	-0.0803869828153121
Ddx21	-0.0235959231186316	-0.0578329543919742	-0.0137444252553371	0.00132699854321822	-0.0119387243836646	-0.0327458129854029
Rps20	0.000562157064820878	-0.0215414798021157	-0.000516290028862387	0.0193571856766571	-0.053924748793566	-0.0853565278112908
Rpl18	-0.00279370479489288	-0.0474500900492473	0.0105488008186823	0.0470206862414066	-0.0333334608408833	-0.0786403866573591
Rpl28	0.0316814064771459	0.0214000915640284	0.0224908313645233	0.0248269226026464	-0.0437839366074379	-0.0737989587863835
Rpl11	0.0288235503888257	0.0406282288438988	0.00820730838165046	-0.011928804089023	-0.0467943819510782	-0.0583308057020427
Dock2	-0.00917592689191404	0.00677023783565639	-0.00998944414841627	0.0109930167298227	0.00627272307099658	0.038372850598649
Smarcc1	0.00167128986017079	-0.00382947721951504	0.0194668795429077	-0.0630624332097979	0.0398654030456385	-0.0534036585099796
Rpl13a	0.0278846415308075	0.0419025815092805	0.013292259020047	-0.0185639015259535	-0.0387330362295192	-0.0722175949043828
Rps12	0.00439579714501881	-0.00458814586866207	0.00940945183120512	-0.0136166411870811	-0.0425091206209779	-0.112468701862115
Pcbp2	0.0307385081026151	0.0551136698455075	0.0233199293651656	-0.022430033752108	0.0229039092253113	-0.00395175944677068
Rpl34	0.0128214260003083	0.012991992464521	-0.00789952239052472	-0.0174353510541702	-0.0513682328645813	-0.0495325430602045
Pebp1	0.0178565476359064	0.0413928734685659	0.0179162778726741	-0.0149343755208063	-0.019964406108393	-0.0537286842050984
Nckap1l	0.011778382199415	0.00614510244831129	0.00258403315011888	0.0308506035234403	0.0472626997826908	0.106085265183623
Ola1	0.0193540007173749	0.0274986067443893	0.0135441733086508	-0.0388619027688012	0.00982054359626844	-0.0300741126973457
Eif2s1	-0.00840268091298857	0.0190977728090905	-0.0134378743609708	-0.0427085820044976	-0.0238037350476546	-0.0336410910970293
Rps3a	0.0070898405763869	-0.0189861353560752	0.00923166931864955	0.0073932440044186	-0.0365020638292533	-0.0879410379741551
Rps26	0.0650139701523232	0.053958110768694	0.00602170243987427	-0.00995442189084578	-0.113490990174392	-0.0878677752240138
Mcm5	0.0534752557451775	0.060616934075731	-0.0230246275870094	-0.0245451864513028	-0.071538763584585	0.0391661714829427
Rps9	-0.00207888179573584	-0.0231479802565869	0.00768151644307424	0.0186671310781794	-0.0191276341728224	-0.0652920989396982
Lyn	-0.0302256920841631	-0.0496947856938623	-0.0158189499964041	0.0350780434803147	0.0382398785352649	0.081227461503606
Btk	-0.0349889417346932	-0.0593514169872838	-0.0151200552785015	-0.0143953190211352	-0.0161178548800816	-0.0694568330635588
Luc7l2	0.00081198144469169	0.0180587590194918	-0.00841319706312732	0.0108013647695349	-0.0149987069361084	0.0192357682416571
Fis1	-0.0145668694280602	-0.0110984600972696	-0.00506295886633645	0.0922501989802836	0.0837838064733493	0.190740823628258
Rps2	0.006683436281544	-0.0097837048149445	-0.00733773273874683	0.0159077342904699	-0.0596859972968465	-0.0647082307838734
Foxp1	-0.0472973194031078	-0.0631067042223922	-0.0200132959892602	0.0240832338751609	0.0801131776785193	0.0870256584744162
Tubb4b	-0.0372127743132201	-0.0334257248747892	-0.0026736485237977	-0.00801910522784877	0.0743972030402738	0.0275623201957595
Srsf3	-0.0148351651305538	-0.0543148654965139	-0.0282484600782744	0.0826341989212945	-0.0565517516728862	0.0282970091929461
Rpl3	0.0160960912227422	-0.0110585717881179	0.00449957191698264	0.0321000187554747	-0.0558890657968684	-0.0632603776870621
Capzb	-0.0456881860218671	0.00253628626585012	0.0134993276165949	-0.088272824723881	0.116477645245301	-0.0242697726361782
Faf2	0.0158943037293746	0.0384064790600702	0.0390951540237145	0.060740586422199	0.0679306849318084	0.0623214075522845
Prdx1	0.0231993170646863	0.0190109456849583	0.0279792969700216	0.0407794768706484	-0.0358989387772929	-0.0759570993583926
Ndufs8	-0.0368618799225612	-0.00143132111914615	0.0180421703551008	0.0497750089849336	0.0872294284934043	0.0492551599259233
Lnpep	-0.0130826545683257	0.0196728686018791	0.0149915548397034	-0.0135894212558315	0.0572243503322846	0.0153119740965127
Rps8	0.00734946968633859	-0.0592014194622444	-0.0275821017961161	0.0814216863384159	-0.153120407649378	-0.101943613597627
Ranbp1	0.0154692425918411	-0.0123776853611625	0.00529565143929306	-0.0501764324548115	-0.0426082651665124	-0.118018776225568
Rpl35a	0.010405016774472	-0.00694851215202552	0.0220559122731124	0.000107579693013393	0.00460114233004721	-0.0644381598574287
Rps4x	0.0114235126315622	-0.0235255694092655	0.0201055191758084	0.0518690275670146	-0.0331213969238253	-0.0777799891652895
Ndufa7	-0.0136464508248215	-0.0485974748637159	-0.0114980288312121	0.0444699710913096	0.00743268993742499	0.0596872232723998
P4hb	0.0277906450265699	0.0369257346377884	0.0300599612054491	0.0360820583513675	-0.00965517554378403	0.00658897936114033
Iqgap1	0.0695716811054937	0.0361027700773502	0.0149365695288372	0.0512389615294417	-0.087831869204273	-0.037230824740138
Gmfg	0.043561720812593	0.0572143994452836	0.0503741124193356	0.0108428693227778	0.013855470425148	-0.0547935060253322
Rpl23	0.0218845310694261	0.0355366684838641	0.0121623947781866	-0.0126085599651785	-0.0342292210281666	-0.0590869318558147
Capza1	0.00697973591089124	0.020577195406991	0.0316290713489586	-0.0199491209337968	0.0411903013746031	-0.0515598125453558
Rps16	0.00943264940159738	-0.0406395288908158	0.00247841258059989	0.0476433630360212	-0.0658188321422441	-0.0829695328502955
Rpl13	0.00510447144228693	-0.0203072496122239	0.016154885014496	0.0381800296974134	-0.0242693979278419	-0.0713869264289246
Rps3	0.0184624435388687	0.000609640453387794	0.0101157282002309	-0.000187523049000882	-0.0443443919158384	-0.0839751916571622
Ddx3x	0.0179181142795203	-0.00192904552874412	0.0120830682425817	0.0411969193308223	-0.0101661320173405	-0.00181290420834906
Rpl18a	0.0257124522493645	0.0274027201131045	0.00533821233476012	0.000943758970035014	-0.0483310236068288	-0.0493832424183464
Tcea1	0.0415904061056768	0.00457632253803597	0.0115098918171205	0.11602751642482	-0.0965957892924788	-0.046773287232746
Rps5	0.0118379398760092	-0.00211629592881651	-0.00333462965639941	-0.0137435032818107	-0.0413328768419636	-0.0527099628884081
Eif2s2	0.0370261732855324	0.0389019248959107	0.0255798465440079	0.0438637286767643	-0.050166990458819	-0.0467968345856759
Eif5a	0.0177652540492967	-0.0089135335343728	0.00285636791987115	0.0188950494380891	-0.050402148525573	-0.0592141141727368
Usp14	-0.0143004904141172	-0.0163464430086213	-0.0167388478885606	-0.0697035192321958	-0.0206069890689078	-0.0625253693429566
Rpl32	0.0327638996698079	0.0535532858187945	0.000333728318145876	-0.0153939041623421	-0.0773320819689594	-0.0662793880141018
Cd97	0.00473622354619599	0.0223927714773383	0.0277209349101553	0.0798232792245317	0.0836944822636445	0.108466607346628
Cct6a	0.0110336476015052	-0.0136376300772925	0.0156919284480889	0.0155360938470208	-0.013800668080974	-0.062501237479803
Eef1g	0.031606154397479	-0.0156933955175652	0.0397240740618498	0.0782852456692135	-0.0537842178649798	-0.119296377907897
Cse1l	0.0161348987088717	0.00396129642236687	0.018851625044812	0.0133522561380147	0.021644385171639	-0.00484365816936716
Ppp1ca	0.00694592978990016	-0.00710840882026098	0.00671147983594128	0.0406061621267559	-0.0546353253529306	-0.0582808767117384
Rpl9	0.025980252229909	0.0191440234269573	0.00961380902522763	0.0144603863822617	-0.0445363214330097	-0.0483208783451624
Raly	-0.0134213312072713	-0.028385243983865	0.0228852639359896	0.00921743473876901	0.0882596449988128	0.0457238218551659
Fkbp4	0.0467958010399106	0.0530651364959347	0.0300414222871647	0.0104752918798757	-0.0429094628295227	-0.0711151964315472
Rangap1	0.00237756913769416	0.00973535863016289	0.0151044945845453	0.00634349583793825	0.0066606975858764	-0.0262649716059563
Pa2g4	0.0029909652468848	-0.00461269472443632	0.00638860643306594	0.000552770074841613	-0.0423632758846693	-0.089834435770229
Cdipt	-0.00159337183532468	0.0130924744053452	0.0171147792770207	-0.0124533981623128	0.0477574087514568	0.00344865826799787
Cct5	-0.00940605995914728	-0.0137989129539117	-0.00319704274031662	-0.0495956248506847	-0.00158566876905841	-0.063167537229454
Hmgn2	-0.0307437581693199	-0.0368625452364024	0.0400986999276443	0.121386833837842	0.039270005084675	0.00342096636958006
Gnb2l1	0.0154907589870028	0.0155021980152208	0.0118308053842665	-0.00128254954697721	-0.0356793635578938	-0.0728080966306046
Dnaja2	0.00247703290781198	0.00124592593404266	-0.00332784450529139	0.0195533272882061	-0.0261650456894131	-0.00960917139707784
Eef1a1	0.0120644978514687	-0.0189657756523809	0.01044048743982	0.0192261857558158	-0.0471978602974183	-0.0918657794781761
Mki67ip	-0.0159947711045258	-0.0679251168915619	-0.00354343928853557	0.0321439682172002	0.021408718976489	0.0360140247372834
Cstf2	-0.0225735157479477	-0.0446617838101089	-0.00626193607446168	0.0552085820580545	-0.0430353747323864	-0.0633464495967351
Rpsa	0.00685016720759379	-0.0272344817678635	0.00500590467047168	0.00391979908650647	-0.0607744113340342	-0.108723381095217
Cct7	-0.00829853825253024	-0.0159560871120226	0.00319443794054108	-0.0390839891908919	-0.00294367709121901	-0.0777473218485213
Hist1h1a	-0.0216964624635078	-0.0223305901949702	-0.0163292902046566	0.032329981759756	0.0235975444992396	0.0892385340504474
Rab1	0.0050731507924236	-0.0110564234537384	-0.00435460829691364	0.0302748852101482	-0.016643434454755	0.0303401118207126
Cct8	0.0261490063317591	0.0386596803394675	0.0202817314201065	-0.0486563616776322	-0.0045716091010865	-0.0666020119620633
Npm1	0.0132919457908693	-0.0100720343338074	0.00842904865479249	0.0519136577609195	-0.0521356275162824	-0.0400631134995439
Actbl2	-0.0324054386616695	-0.0182375830864154	-0.0253545331913806	-0.0306408020557252	0.0194010148993246	0.0227465736572197
Acadsb	0.0154911175774565	0.0402486491834308	0.00279625506474346	0.0218957334756582	0.0161369563929995	0.0740092692503342
Hnrnpk	0.0119407406283037	-0.00547704591932818	-0.00470246806779323	0.0261326785080078	-0.0254237495248388	0.00705151835676404
Ptpn6	0.0518054951991639	0.0644477002288804	0.0267362307654701	0.00099460092258552	-0.037640495299525	-0.0304114818405885
Pcbp1	0.0151519310015375	0.039734536739272	-0.00189861434105071	-0.00455104725745525	-0.0365008973846421	-0.0220713883497844
Eif4a1	0.000557114602292741	-0.0188808892501338	-0.00516493383435906	-0.0172152467967298	-0.0562997055680853	-0.0973907836023035
Eif6	-0.00261909839391	-0.0274821586079568	0.00883688149860706	0.00863161658722605	-0.011176440841183	-0.053733236354473
Hnrnpa3	-0.00529653840164723	-0.049588918176017	-0.00785019200183762	0.0654332395636509	-0.0258634376184292	0.0182274814520224
Shmt1	0.00599290873450675	-0.0101662665190559	0.0246797388385794	0.00178526794619938	-0.00214690296717063	-0.0916534101382387
Pnn	-0.00943638472038505	-0.0182304936364762	-0.00449104762310021	0.00211069179588297	0.0302786290285204	0.0525069100496005
Snd1	-0.0407427737410462	-0.0446933352888042	-0.00628394863206883	-0.00926193874605963	0.0341048753541732	-0.01627153580074
Ndufa2	-0.00890380058937715	-0.0285643660547482	0.00505659360930205	0.0465997019436069	0.0204771725361229	0.0430607541508483
Safb	-0.00900096266283806	-0.0113520771608367	-0.0207002314350476	-0.00099678903579753	0.00894717661841021	0.0704013699896794
Abcf1	-0.0140002447572954	-0.0187333674469718	-0.00168051428773175	-0.0112041462197236	-0.0280792237862152	-0.0786319246950617
Mrps21	-0.00382314404830636	0.0347275188293778	-0.0392863049921878	-0.0278057466043075	-0.0737834718845287	0.0207508191416924
Xrn2	-0.0179982601548253	-0.0370507503486304	-0.0159882121852489	0.0121544516576652	-0.0323200358416604	-0.0293440774595802
Ppp2r1a	0.00782404949778776	-0.0429050031293843	0.0223901742889095	0.0778253078918056	-0.0134110316987846	-0.0438391117445402
Chchd3	-0.018738759644928	-0.0369404751572055	-0.0161687385015746	0.0117134367935821	0.0125490667268187	0.0532898092081536
Cdc42	-0.00720370138680132	-0.0234369553891601	-0.00351182522846549	0.0659822111868785	-0.0138951953176732	0.0171144140995922
Pcna	0.00282859379402828	0.00789216501364487	0.00730685275139548	-0.0142634620299859	-0.0170740911314651	-0.0679928606325347
Rrp9	-0.00308963235161624	-0.0167222968448746	-0.00356313383477863	0.00515752820018389	0.0129305740027909	0.0420093296173758
Smc3	-0.00297564916088894	0.0231946863472961	-0.00802069911201964	-0.0391656425035279	0.0253667225047421	0.0434388740558257
Vars	-0.00637474839960001	-0.0194088733113539	-0.0169133910114723	-0.000839457811413147	-0.0325852560544408	-0.0209422013615972
Cct4	0.00139661960993265	-0.0166895411188849	0.0107331070933089	-0.015365909517755	-0.017560516666617	-0.0904673984896722
Hist1h1d	0.0123579769262062	-0.0448619007874534	-0.00801758862303692	0.0587749677214074	-0.00987680744627961	0.0965717636295825
Slc38a2	-0.0167162201636444	-0.0057964321089212	0.00385467811576254	-0.00193540659631178	0.0809778898008253	0.0693671013223031
Ran	0.0106781801724584	-0.00538217404197805	0.00906208372530098	0.0202951707360461	-0.0178708940816702	-0.0339059321152957
Eif2s3x	-0.0611415504085817	-0.0792741862475516	0.0654718985262134	0.0658662083657728	0.152522993665764	-0.0630569592020669
Khdrbs1	-0.0115713374081036	-0.0283273510640021	-0.00837673229509672	0.023667530990309	0.0102197038357033	0.0298213167511184
Scp2	0.00553748348446204	0.0162240789211401	0.00907083196911523	0.040143236877995	0.0191626929718045	0.0634380290975348
Hist1h1b	-0.00643330069556514	-0.0188037428553015	-0.00345328393333544	0.0745436993371568	0.0166092280279884	0.0981604351797143
Tcp1	0.0233003065437304	0.00240667569719838	0.0333128591654847	0.0110837878306544	0.0071689908379175	-0.0647078612772881
Gnai2	-0.00433074629068531	-0.00945816096609758	0.0057277142740158	0.031357940539772	0.0481246963086691	0.0780720428458898
Cct3	0.0107041078291131	0.000921346585271099	0.0186649217115014	0.00340714312487922	-0.0224701126139081	-0.085002518029531
Rac2	-0.0240243824915854	-0.0266055932673348	-0.00427970207205575	-0.0103592434198778	0.0178266604319901	-0.0210247825828289
Gapdh	0.039432025704112	0.0241899664624027	-0.0013783692364267	0.0292256089464072	-0.0205389210821688	0.0591316337737443
Gm17296	-0.00647924895670332	-0.0823142724353066	0.018584523216555	-0.0147198598174956	-0.0138541350459315	-0.145334494270441
Sub1	0.0189626861117704	0.1044723785955	0.0230614821172571	0.0443122459336981	-0.0182580273807189	-0.0102753812547386
Sae1	0.00467127996603423	0.0272269815468453	0.0025804243207998	-0.0835872971141356	0.00600509439705321	-0.060495960415873
Dars	0.0150834012229834	0.00186768802948334	0.0190568959972661	0.0252561028601457	0.0249436686733865	0.0239369197544868
Mybbp1a	0.0104996505865271	-0.0210609573279833	0.00316802764089896	0.0458234214683507	-0.0401608103220472	-0.0208586903011816
Ahcy	-0.0145992566537934	-0.0268967217342123	-0.000223397820981797	-0.0105200884491727	0.0256975336588133	-0.0197138460941747
Mcm6	0.014206865026776	0.0142500501195522	-0.0149355706805798	-0.00162052767148552	-0.0420134773750626	-0.00731248664072609
Psmc2	0.0262044930294735	0.0527316340392288	0.00962375019036532	-0.0480281580721042	-0.0253615835774183	-0.0657766249567836
Cct2	0.0352618789081593	-0.0110703209333216	0.05498493301918	0.0258132617270108	0.0149493668674727	-0.092519789510394
Hmga1	-0.0367374017730434	-0.0481974689722216	-0.00480631713243374	0.026321294837183	0.0792615550980381	0.0851646342558573
Smc1a	-0.0229974186839537	-0.0167493945761447	-0.000514619582075437	0.00747506462285175	0.0311852398883823	0.0166217324893181
Polr2h	-0.0288978927959829	-0.0319731457937631	-0.0199942737125542	-0.0260957475152917	-0.0277862513655557	-0.0582247531421438
Erh	-0.00715260479946928	-0.0435902401566216	0.00813020222309435	0.0798525777199765	-0.00134173869433707	0.0234929217165767
Ssb	0.00786845162714678	0.0025740398990709	-0.00824758646841189	0.0285166887810563	-0.0507725339165438	-0.0317746995795704
Tardbp	0.0130581713415307	0.0318061651640082	-0.00193247048578288	-0.065141470258756	0.0481756815465255	0.0653593516867289
Cenpv	0.0334653833030673	0.0306085753226387	0.00477935523158252	0.03198783575106	0.0450163204318454	0.147940790203485
Prdx5	-0.0222193095865601	-0.0125195056669571	0.014165566533589	-0.0181381696720398	0.0487211177387232	-0.0179113344691164
Tubb5	-0.00104612548811894	0.00707833919451256	-0.0056559739792803	-0.00986349452534924	0.0156452377375125	0.0277136940221185
Pes1	-0.0119911125358464	-0.0427330371619066	0.0190180792751686	0.0117949808904573	0.0156065746198872	-0.0546007358947259
Ndufa13	-0.0159457377478862	-0.0360076087525081	-0.00908067434974624	0.0332523792873691	0.00335944798326779	0.0394860495075912
Dhx15	-0.0105661435054519	-0.0292654048965708	0.00813043190860857	0.0157003428998758	0.025228709134401	-0.0016844029439414
Ube2i	0.00385092834897016	-0.0234092352974996	0.0426672746986426	0.0552750548790308	0.0648600933686015	-0.0207007177237644
Nono	-0.0127140523991614	-0.0271354124408117	0.00658525574739238	0.0552995727487707	0.0236501006871013	0.0318229835512072
Srsf1	6.11792031577352e-05	-0.0173786386200677	-0.0129958448974052	0.0673985000373796	-0.0424251701482965	0.0298293464391634
Mcm4	-0.107700009765685	-0.118584478936508	0.0337590854335363	0.0147776348287835	0.249962482861502	0.0402492997562084
Coro1a	-0.0114264325338174	0.00626469148449454	-0.0184982007585439	0.0076885627446372	0.0021476186165329	0.0375066827402322
Thrap3	-0.0114905819314127	-0.0114562273283974	-0.00860082873979567	0.000131086123704716	0.0225840817856717	0.053699368871084
Xpo5	0.00805139487898016	0.0266844341764707	-0.00921065103757407	-0.0500038609108024	-0.00924576001783495	-0.0131123077876784
Gart	0.0265048994095061	-0.0390372246532182	0.0209048012466376	0.0503213294870118	-0.047511545852659	-0.0821619607954828
Top1	-0.0213862911588497	-0.0258201018315056	-0.0272318948858349	0.0154730929426464	0.00603787276531337	0.0693729691925682
Trim28	0.0283034417090609	0.0320382308721067	-0.00839731519328107	-0.013184496783766	-0.0238806288469801	0.0277763274571435
Lamp2	-0.00865767925189306	0.00057395832151716	0.013849080975564	0.0145958816472731	0.0768353847471568	0.0667225658980218
Rab5c	-0.0344681022170612	-0.0257808452866302	-0.0166386021664976	-0.0122983771684216	0.0101433220627888	0.00212504590307427
Prpf8	0.00733863630920134	0.00776409825799179	-0.000337013581946599	0.00638247957396343	0.0044100392709891	0.0261180407883365
Fasn	0.00890378060961572	0.0114037142461363	-0.0217143065086174	-0.0605185064125054	-0.0317777911286511	-0.0251578775017787
Cfl1	0.00486493255034398	0.00277373742397519	0.00456353339527599	0.00845317403961143	-0.0315735210153348	-0.0610996790136171
Aldh9a1	-0.00650654208607107	-0.0138352064885812	0.0251512140257764	0.00751476677403415	0.0489282994008269	-0.0267519289196779
Ahsa1	-0.0567514404604386	-0.0424243247386054	-0.0022581874742495	-0.0942874057822697	0.0910494245022135	-0.0414523494314642
Ptprc	-0.0465682794253563	-0.0517847819608291	-0.00357520587454863	0.0341553265174485	0.096632264006267	0.0959855369937277
Ruvbl2	-0.00372641113330779	-0.0168800621011391	0.0140047917771173	-0.0132812530525786	0.0200141806758081	-0.0407768375666532
Nolc1	-0.0157639245709299	-0.0030040311032542	0.0561080116114437	0.0411457553243865	-0.0150038942850752	-0.15578991477653
Pfn1	-0.0189174169838566	-0.0288599150715649	0.00339246751894123	-0.00273068317945341	-0.0125871471701891	-0.080541597303988
Srp68	0.0391433341991073	0.0283782767448409	0.0297931531505665	0.0426150485950126	-0.0146627860294534	-0.017833043979103
Umps	0.0120335772626239	-0.00741119062994822	0.0114522333312563	-0.0144430665847049	-0.0194058809377752	-0.0689203535936282
Supt16h	-0.0178170253001884	-0.042971227177196	0.00383879587566055	0.0347794757513682	0.022599828620197	0.0106261601737802
Bclaf1	-0.035914654398634	-0.0670341509715545	3.52333930520587e-05	0.0286300552072409	0.0269748638141197	-0.00500754599104691
Hnrnpa2b1	-0.0176240764574121	-0.0415891481064473	-0.00219355537101762	0.0445453968835972	0.0101700869726544	0.0251202663259088
Ptbp1	-0.0243699486889382	-0.0703282605866314	-0.0121752553398848	0.0738331838575676	-0.0158821453459355	0.0105231078087927
Hist1h1e	-0.00337634852227495	-0.00942197356942381	-0.00741773880069191	0.0489869591354778	0.0131119368798391	0.0866570319996425
Lrrc59	0.015387890616128	-0.00989942744393751	0.0106920405530628	0.0446865723711472	0.000360246346494231	0.0373550773386113
Sfpq	-0.0210523557986875	-0.0321815920211172	-0.00394976781605821	0.0226564783225697	0.0224782740080129	0.0223041568801862
Kpnb1	0.0144150476496808	-0.00990644513514088	0.013872406458834	-0.00623687611586354	-0.0163865648721059	-0.0528907528761336
Hnrnph1	-0.0106901851780196	-0.0200223123890418	-0.0160511314401169	0.0344105945389424	0.00952263843424989	0.0628300564858715
Plcg2	-0.000825617195482464	-0.013145412375037	0.0104568188799034	-0.0413808427292884	-0.00631407079817792	-0.0931916191752543
Rtn4	-0.000289223793787374	-0.0148486289878285	0.0302173990897207	0.0353027818671878	0.0428693455404384	0.00126879421582152
Hnrnpl	-0.00404135476054857	-0.0207434279533329	-0.00843084621888407	0.0174067874371595	0.0103871262228376	0.0486586894032484
Atp5l	0.00181014629450182	-0.0136859582414846	-0.0101770900120497	0.0237707559707332	-0.00448941730927299	0.0607446164262536
Rfc5	0.0090198125335062	0.00216686692224111	6.14695129691478e-05	0.00686840006511968	0.00262942194516125	0.016824504542967
Ranbp2	-0.00137741200828501	-0.0479220397778821	0.00356494947503672	0.0564871188426742	-0.00226173848990557	0.0186734202037531
Elavl1	0.0051123334134579	-0.0129129943575828	-0.0181244941190317	0.00343456876388337	-0.0319770902920061	0.027455233566209
Smarca5	-0.0204311183334536	-0.0351562396111937	-0.00721786572468291	-0.000635730614241992	0.0175860619606723	0.0126136840098459
Hnrnpf	-0.0167633991897583	-0.036296789230006	-0.00579477136253781	0.0163119311400284	0.00376257636669453	-0.0108280649210569
