prot	IKA0h	IKA2h	IKA6h	IKA12h	IKA18h	IKA24h
Tmod3	-0.0206186513766481	-0.00307155495247602	0.0157334530784701	-0.000727769688936897	0.0694593267293432	0.0258986992675452
Tpi1	0.0189019364281355	0.027696348612586	0.0157988012769031	-0.0372152243070536	0.0160913780960395	-0.00461631800388751
Rfc1	-0.0263557149169494	0.00609959197457133	-0.0125121198198349	-0.0250197760397258	0.0478630588356063	0.0487204979436199
Mrps26	0.0120121572517628	0.0236577679681056	-0.0123514276179478	-0.00980201283084237	-0.0813117101431974	-0.0481755978109018
Vav1	0.0547449492939338	0.0875710994866772	0.0091480217507966	0.0321417827689107	-0.0095209009495652	0.0980203972705046
Prps2	-0.0022101840438763	-0.0185958650337698	-0.0412842082485971	-0.0357010434266136	-0.0752713929766029	-0.00555764520158092
Pgm2l1	-0.121873189829618	-0.159325846416281	-0.03317038917108	-0.0341717454067174	0.0921200688792513	-0.0604066695498413
Rplp2	0.0312266034826963	0.003948439561612	0.0644470376418143	0.166801235293839	-0.0384995995333786	-0.0796538070414729
Cux1	-0.0385480984126321	-0.0365860258621152	-0.00045943356986583	0.0266114884999192	0.0661393984514224	0.0466558253802451
Nubp2	-0.019754153129582	-0.0319576375966553	-0.00462145292639549	-0.00619361235098576	-0.00603687319305229	-0.0447849231443538
Glrx	-0.0104539854585949	-0.0163461963725373	0.0234268691602217	0.0628236485601232	0.106391439855162	0.0988929268809824
Tpm3-rs7	-0.103414883820507	-0.0823340158348309	0.0371366654608196	0.0850292036228615	-0.0192064899388117	-0.252233433103425
Ywhah	0.0156230009292282	0.0666866652729988	0.0106611306906954	-0.0353644131355584	-0.0241830011971481	-0.0514703069748038
G3bp1	0.0746798520063879	0.0731059059690631	0.0671079568118372	0.113334186589357	-0.0443692118320088	-0.0626725151480999
Api5	-0.00206660576588341	0.0216698378692795	0.0190000014785756	-0.0411408618404092	0.0221582633736463	-0.0514432537583454
Rps28	-0.0645166109866987	-0.131957124989331	0.0150084310099231	0.0724201293284046	0.00318067840479702	-0.114772443021507
Ddx56	-0.00351258267247589	-0.0390395464392473	-0.00480994124910872	-0.0158844697539902	-0.0535894894773364	-0.0827233287180391
Sf3b2	-0.086279826930577	-0.0452406287548439	0.0152094432478863	0.00409601062779402	0.133380766834059	0.0147305727196138
Ipo7	-0.0103843055579176	-0.0262173340608402	0.00780002495114496	-0.029338066311647	-0.00366322152298082	-0.082714697069755
Nxf1	0.0533356799569903	0.0621804024200585	0.0192191448584875	0.0373476022204795	-0.0148328260080088	0.0585495158907488
Sipa1	-0.0503969329349167	-0.0774179480414606	-0.110701593764661	-0.157825364201258	-0.249232226236849	-0.25602427329125
Hspa4	-0.0467814372854459	0.0376228476747477	-0.035003356851849	-0.147216145638375	-0.0431942726256268	-0.115427006543904
Gm6793	-0.0396370081629055	-0.080753718726377	0.0234239090008795	0.0499101756134969	0.071936903340935	-0.00521398785618615
Ywhae	0.0124283984268462	0.0568715414177023	0.0395276231716968	0.00739513250133012	-0.00330871279674755	-0.0942172385356288
Wdr61	-0.0126713699345199	-0.0215282098753239	-0.0128190405964019	-0.0228936340696055	-0.0390795456050018	-0.0694908242021441
Rps13	0.00273593970512925	-0.021625420304623	0.00737193515358148	0.00596110484153045	-0.0481531563662514	-0.103657978945554
Srsf2	0.0232709692021462	0.0192063203079523	0.00230161089174019	0.114676996910019	-0.100639647880419	-0.0332940559397
Smarcc2	0.0205397426359173	-0.00750695883291219	0.0522729667789433	0.0555254552148144	0.0823736061037929	0.0200853835279719
Akap12	-0.0235371723869777	-0.0138486299532888	-0.0461701657285808	0.0381052159593883	0.0646725987670853	0.192007550093232
Pole3	0.00637916531575422	-0.0035745138208006	0.026474876680222	0.000269256590108791	-0.0130111818244085	-0.0907477533019281
Lcp1	-0.010372540072888	0.0624031295648798	0.00416972853712722	-0.108197919205084	0.00716798011486708	-0.0857829747962972
Marcksl1	0.0235415349292925	0.0529359432169106	0.0262114843331888	0.0620118188988879	0.00218078840576341	0.0225065580462627
Kpna2	-0.00346199362877175	-0.0516527690237408	0.0709070849918767	0.0162803841712275	0.0393591865946825	-0.166716900017251
Gna13	-0.000556813134134526	0.00158612700427355	0.0368435120224113	0.0130768904024728	0.0724899276091631	-0.0168248314722007
Hk1	0.120821195671593	0.137608639214891	-0.000228506745573565	-0.0200584198021329	-0.142324818850777	0.0511760378211042
Hells	-0.0618458540094765	-0.0361946763151377	-0.0159454226333952	-0.0625117751459149	-0.0188458378899251	-0.123102662423666
Rbbp4	-0.0126287361390982	-0.0236554547101917	0.00162200976365384	0.0186892333597544	0.00778631599128282	-0.0116188227406172
Rpl27	0.00823284615648873	0.00875394678764047	0.00166780731678523	0.00560113541757573	-0.0368977135120599	-0.0447623658102647
Rpl31	0.0108256829260996	0.0379085001164617	0.0299607843345284	0.000773499710467251	-0.0110293099167711	-0.084539520594087
Dnajc2	-0.0463473190482513	-0.0645789065716866	-0.0920337714442537	-0.0925758134503737	-0.110796291957169	-0.0450908844863984
Copa	-0.001170410114059	0.0146289103377413	0.00702305468281011	-0.000320571744825138	0.00797653384145131	-0.0270552668085556
Timm13	-0.0308296757224096	-0.0291652894904543	-0.0435651020512241	-0.0433782292118191	-0.0897313927958648	-0.037354587474234
Eif3g	-0.0332017171408565	-0.00946435352431957	0.00207888373743859	0.115377677825022	-0.0690510653327716	-0.083456696265926
Cycs	-0.010626769758353	0.111389466098066	0.0473496790807358	0.0911236945845736	0.00185646438340542	0.0170681792209226
Vcp	0.00595039377639128	0.0176023074128607	0.0596406840066049	0.047987659820487	0.0867097881776121	-0.0141943918772899
Ndufs4	-0.00574851092832382	-0.0389415852518971	-0.000507904936912051	0.090674491793831	-0.0048012187945104	0.0533381720000827
Erp29	0.0185685653384948	0.0144823175736706	0.0443918725515525	0.056179048157206	0.0727251885806308	0.0525887854642784
Hmg20a	-0.01563027699853	0.0125298073752736	0.0152221474258844	0.0184473794709753	0.0778961252017749	0.0652792707680235
Pkm	0.0498742971261463	0.0248831397276669	0.0130002811509664	0.00819000047550622	-0.0300311431821375	0.005657399825021
Dnmt1	-0.0112852995005876	0.00281783090069987	-0.0398598292893358	-0.0553898743726832	-0.07190475592218	-0.037925767149022
Bop1	-0.031839910395324	-0.0467960968265579	-0.0253124534586267	-0.0327284339273393	-0.024305797548172	-0.0421892253581005
Eno1	0.0133373106245261	-0.00138842905375464	0.0160943123146362	-0.0134413502462048	-0.0266642032832545	-0.0787940360551526
Baz1a	-0.00928720890222368	-0.0324982490163525	-0.0349833501007721	-0.0341262058583293	-0.0774079701224917	-0.0362226124448385
Cpne3	-0.0143375281865769	-0.0620024939808996	0.0283451904403058	0.0751456423441611	0.14264036903056	0.117984518391217
Txn	-0.0196777890388864	0.0340626611546778	0.032683205460678	-0.00926448545984504	0.00657129148794727	-0.141163044660249
Chtop	-0.0267898103829152	-0.00226449398365353	-0.0101785146763408	0.0290191596586112	0.0021553015643791	0.0402208312945032
Hmgb1	-0.0240732949690607	0.0116531544821049	-0.00098949672757942	0.0321608712420333	0.0147166831982732	0.0113403531919838
Sf3b1	0.0045806787369414	0.00384723582417562	0.0169100687017254	-0.0211758401222297	0.0567136918243182	0.0251269288921366
Dhcr7	0.0413002079837982	0.0701704625139682	0.0275549133463457	0.0467451067486	-0.000680017241678071	0.0352965618372428
Mif	-0.0307513967660232	-0.00022450615195091	0.026551153989337	-0.0563475904834608	0.0520801935069326	-0.0974216074206332
Eif3e	-0.00450260780270101	-0.0224002146608578	1.01564754626526e-05	-0.0188595544614328	-0.0437958772393744	-0.109102900373726
Prdx6	0.0160422007651369	0.0381979353703761	0.0116314045346029	-0.0282883149758997	-0.0899324741551922	-0.155842596696814
Rpl37a	-0.0114313366432006	-0.0312783676317602	-0.0111028706168564	-0.0101925626440308	-0.0464037286345456	-0.0826066021297107
Snrpd2	-0.086743687855274	-0.0609226150605103	-0.0842477648738648	-0.0542611617212866	-0.0512640801798978	-0.0060407475243468
Rps18	0.0241171778680377	-0.0137414140306711	0.026491866945235	0.0355054540181552	-0.0362949498074137	-0.100346204753719
Ipo5	0.00756749755655184	0.00623143721836783	0.00417985083466027	-0.0661611455428499	-0.0266328633714317	-0.104573044786338
Hspa8	0.0414927001106863	0.0429349665679528	0.0374602459272722	-0.02326489429951	-0.00956065255756494	-0.0751010409375642
Hnrnpul1	-0.0140368286715151	-0.0150211056284345	-0.00997083174433658	-0.000954419222873149	0.0234706285212907	0.031563223097504
Ppat	-0.00231062566141416	-0.0596050882772055	-0.0253502253282545	0.00670995142863506	-0.118742267463567	-0.129991107660525
Mrpl46	0.00623026697239593	0.0493464998816269	-0.034102443604449	-0.0202891489372116	-0.0901227462896259	0.00710824296103421
Sarnp	-0.0903531596777621	-0.0216841676796095	0.00892165538386036	0.0218371572764993	0.0711259053211677	-0.0490781005778285
Hsp90aa1	0.01950461176277	0.0288695519603037	0.0325159927140989	0.00179311790643127	-0.0123573440866792	-0.0798836899344475
Lypla1	0.0137009903257663	0.0239944529745971	0.0232016222737253	0.0301577062342333	0.00181724237586678	-0.040548536402818
Eif4g2	-0.0256312119235718	-0.0175676088699834	-0.0254994483308543	-0.0429379459186958	-0.0734112683838107	-0.121173604846526
Ewsr1	0.0119002818888347	0.0336250886935804	-0.0171497755805433	0.0236289960559806	-0.0637116210184172	0.000149349714494706
Mrpl40	0.0145988449637552	0.0670674267427379	-0.029556100914891	-0.0348216858344521	-0.115395421726164	-0.0319460581535627
Eif3h	-0.00509642378243025	-0.0224970331652629	0.00905879303220153	-0.0232697369814184	-0.0319574727984305	-0.12923791107149
Myo1g	-0.0224399879358887	-0.0128692154169635	-0.0107160967498502	0.0241154377296285	0.0429015928777794	0.0722808122816277
Abracl	0.0250447346142426	-0.00523857175799008	0.0158907853538244	0.0137699469126015	-0.0373016334758459	-0.0637358932020557
Arhgef2	-0.00656533901848211	7.62103877717246e-05	-0.0344205694226324	-0.0446322394746814	-0.0847482862326503	-0.0510044449003478
Uhrf1	-0.0242154782548445	-0.0832622762934967	0.00941495756818078	0.00634404848503861	-0.0471773591005669	-0.150502470780757
Rpl7l1	-0.0102004524232681	0.00454805952766935	-0.00663077243034677	-0.0556304705912548	-0.0400008259630517	-0.0912042453273124
Bzw2	0.0346748210770831	-0.0067060325014856	-0.0275444743942593	-0.066468549814428	-0.128167678842838	-0.0900740312078287
Sf3b5	-0.0387607317260334	-0.0791633717178922	0.00256409395651391	0.0558496542212564	0.0401454037396748	0.00775875933466807
Mat2a	0.0150211765217474	-0.00202123124215076	0.0114827830879671	-0.0422103269180201	-0.0719619582151361	-0.167170807002432
Mrto4	0.0180795144450323	0.0161424540338928	0.0334827977384734	-0.000884910407673467	0.00082170193588621	-0.0725044897991174
Pgk1	0.0402988729741587	0.0109282976372784	0.00799731461775788	0.0610094729406964	-0.063649213854815	-0.00400026705871115
Pdcd6ip	0.00593207798594853	0.0152288097196449	0.0227749415162218	0.00444594894717576	0.0369702589462982	-0.00486635913743894
Celf2	-0.0491986200701476	-0.0384335085866435	-0.0241632070642175	-0.0194395469928594	0.0352199679120483	0.0160483638801147
Mrps18b	-0.00657444278826472	0.0182050543378482	-0.0204999988608366	-0.0335669049759654	-0.0183011376695748	0.0213165237169677
Flii	0.0028824692437126	-0.0212102807974813	0.0168975778973586	0.0314169152336808	0.0307641229808159	0.00281192117773249
Nasp	-0.0152938953771811	0.00652383879514939	-0.0290815713763211	-0.0795093331136459	-0.0589569321567389	-0.0824621313488861
Srsf5	-0.00797719340220432	-0.00136815356083952	-0.0411276581267092	0.000219462440739393	-0.0491076867993867	0.0552563646817494
Hmgb2	-0.066707113170572	-0.0201360126448832	-0.0455212621517895	0.056590884318884	-0.0250679224813356	0.0460436279784922
Eif4g1	0.0633452623081201	0.0114540734900577	0.0662906227194164	0.0583667831768371	-0.0598761030103109	-0.174594899981778
Lgals1	0.000992079072178964	0.01556892161896	-0.0157295572561981	-0.0716459188301063	-0.0230730846221651	-0.0463127138607025
Ncl	-0.0299809031663917	-0.0522880299675589	0.00734650302354234	0.0592270342792421	-0.0305600226152704	-0.0761267856776876
Rps6	0.00285282969010309	-0.0345166993699683	-0.00624660262659377	0.0143771324309128	-0.0438786822042067	-0.0554960489452192
Hnrnpab	-0.0260149772620106	-0.0434962536555539	-0.00961760151704016	0.0103182335324137	0.0136368450606619	0.00934613393643352
Ppia	-0.00793304490330204	-0.00542519780660516	0.00264566345986694	0.0160267524816902	-0.0154524034213845	-0.0404088007413744
Rps17	-0.0179048227256007	-0.0550957199299477	0.00286531211028079	0.00346168055482365	-0.0123904920526083	-0.0890522355785748
Hnrnpd	-0.0042560558289913	-0.039760657581966	3.36773255181222e-05	0.045024761222955	-0.00168845144748331	0.00248428817308105
Rps23	0.00968489557489349	-0.014148220582088	0.00404832333482719	0.00607346267383646	-0.0392952985718673	-0.0746575726477685
Eif3i	0.0254326866929304	0.0513717290384679	-0.00251841849278833	-0.0199863761913456	-0.0900514921630042	-0.0942019896964323
Rpl5	0.0096939978295531	-0.0120893456156523	0.0133003815227984	0.0127814054803591	-0.0480828429594687	-0.100436805922295
Impdh2	0.0194800041193874	-0.00534086758582369	0.0117959357020298	0.00375177855797604	-0.0868741199234183	-0.1408571305359
Rps14	-0.0161196109658175	-0.0538088948883213	0.00774322823366808	0.0355374272579602	-0.0277850107096739	-0.0984919048278898
Pdia6	0.021350221193295	0.00935829273090183	0.00502860929286814	-0.00333800081675395	-0.0484857424027805	-0.0449356842482461
Rpl17	0.0130072600518509	-0.016612508276883	-0.00702761582104922	-0.0188349207253939	-0.0651980007287905	-0.0895168399510481
Crip1	-0.0535314880825824	-0.043669120422789	0.0112320057270305	0.0369018202358831	0.0764100682904426	0.00557557479925908
Rbmxl1	-0.0326601158963197	-0.0297203802139716	0.0106807264259119	0.0478091143746247	0.0388186358558918	0.0331807167459762
Stip1	0.0403021960823047	0.0451959250022041	0.0392864355361814	0.0322225365821363	-0.0147971445837445	-0.0533731542287201
Tln1	0.015244146965985	0.0273410571756394	-0.0160451958913905	-0.0426432742064597	-0.032995852196095	-0.014644015459846
